Rank 1000: HP: 1713, STR: 482, VIT: 560065, SPD: 63, LUK: 1, Attack: 84592, Defense: 643902, Current HP: 1713, A Avg: 88821, D Avg: 643902, [Dragon Killer[139, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 124: HP: 1826, STR: 754, VIT: 560749, SPD: 63, LUK: 1, Attack: 85579, Defense: 647550, Current HP: 1826, A Avg: 89857, D Avg: 647550, [Kraken[145, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 123: HP: 1969, STR: 687, VIT: 560755, SPD: 63, LUK: 1, Attack: 84719, Defense: 647556, Current HP: 1969, A Avg: 88954, D Avg: 647556, [Alucard[146, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 122: HP: 1826, STR: 678, VIT: 560819, SPD: 63, LUK: 1, Attack: 84619, Defense: 647620, Current HP: 1826, A Avg: 88849, D Avg: 647620, [Rusty Knife[156, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 121: HP: 1826, STR: 626, VIT: 560848, SPD: 63, LUK: 1, Attack: 86101, Defense: 647649, Current HP: 1826, A Avg: 90406, D Avg: 647649, [Elemental[121, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 120: HP: 2183, STR: 766, VIT: 560848, SPD: 63, LUK: 1, Attack: 85416, Defense: 647649, Current HP: 2183, A Avg: 89686, D Avg: 647649, [Diamond Knuckle[152, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 119: HP: 1448, STR: 997, VIT: 560854, SPD: 63, LUK: 1, Attack: 85835, Defense: 647655, Current HP: 1448, A Avg: 90126, D Avg: 647655, [Classic[168, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 118: HP: 2935, STR: 1303, VIT: 561469, SPD: 63, LUK: 1, Attack: 86637, Defense: 647685, Current HP: 2935, A Avg: 90968, D Avg: 647685, [Impulse[166, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 117: HP: 1826, STR: 1134, VIT: 560918, SPD: 63, LUK: 1, Attack: 85972, Defense: 647719, Current HP: 1826, A Avg: 90270, D Avg: 647719, [Willow Blade[157, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 116: HP: 1910, STR: 748, VIT: 560947, SPD: 63, LUK: 1, Attack: 86080, Defense: 647748, Current HP: 1910, A Avg: 90384, D Avg: 647748, [Tower[149, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 115: HP: 3330, STR: 2039, VIT: 562942, SPD: 63, LUK: 1, Attack: 89867, Defense: 647780, Current HP: 3330, A Avg: 94360, D Avg: 647780, [Stargazer[183, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 114: HP: 2095, STR: 781, VIT: 561573, SPD: 63, LUK: 1, Attack: 86334, Defense: 647789, Current HP: 2095, A Avg: 90650, D Avg: 647789, [Hammer of Justice[186, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 113: HP: 5438, STR: 3142, VIT: 561010, SPD: 63, LUK: 1, Attack: 88955, Defense: 647811, Current HP: 5438, A Avg: 93402, D Avg: 647811, [Spear of Regression[182, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 112: HP: 2347, STR: 1076, VIT: 561614, SPD: 63, LUK: 1, Attack: 87565, Defense: 647830, Current HP: 2347, A Avg: 91943, D Avg: 647830, [Cuttlefish[178, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 111: HP: 2032, STR: 804, VIT: 561036, SPD: 63, LUK: 1, Attack: 85847, Defense: 647837, Current HP: 2032, A Avg: 90139, D Avg: 647837, [White Snake[160, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 110: HP: 2204, STR: 993, VIT: 561045, SPD: 63, LUK: 1, Attack: 87339, Defense: 647846, Current HP: 2204, A Avg: 91705, D Avg: 647846, [Progress[147, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 109: HP: 1469, STR: 907, VIT: 561115, SPD: 63, LUK: 1, Attack: 87435, Defense: 647916, Current HP: 1469, A Avg: 91806, D Avg: 647916, [Moon Knuckle[153, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 108: HP: 1448, STR: 2505, VIT: 561115, SPD: 63, LUK: 1, Attack: 88383, Defense: 647916, Current HP: 1448, A Avg: 92802, D Avg: 647916, [Blue Sword[180, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 107: HP: 5165, STR: 1908, VIT: 562078, SPD: 63, LUK: 1, Attack: 89736, Defense: 647995, Current HP: 5165, A Avg: 94222, D Avg: 647995, [Stargazer[183, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 106: HP: 3464, STR: 2322, VIT: 563006, SPD: 63, LUK: 1, Attack: 90150, Defense: 648000, Current HP: 3464, A Avg: 94657, D Avg: 648000, [Stargazer[183, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 105: HP: 3254, STR: 1908, VIT: 563064, SPD: 63, LUK: 1, Attack: 89736, Defense: 648032, Current HP: 3254, A Avg: 94222, D Avg: 648032, [Stargazer[183, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 104: HP: 1700, STR: 1587, VIT: 561312, SPD: 63, LUK: 1, Attack: 87465, Defense: 648113, Current HP: 1700, A Avg: 91838, D Avg: 648113, [God Hand[179, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 103: HP: 1658, STR: 2199, VIT: 561312, SPD: 63, LUK: 1, Attack: 87739, Defense: 648113, Current HP: 1658, A Avg: 92125, D Avg: 648113, [Zodiac[184, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 102: HP: 2666, STR: 678, VIT: 561370, SPD: 63, LUK: 1, Attack: 85386, Defense: 648171, Current HP: 2666, A Avg: 89655, D Avg: 648171, [Thin Blade[158, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 101: HP: 2666, STR: 1029, VIT: 561399, SPD: 63, LUK: 1, Attack: 86881, Defense: 648200, Current HP: 2666, A Avg: 91225, D Avg: 648200, [Santoku[159, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 100: HP: 2326, STR: 928, VIT: 561425, SPD: 63, LUK: 1, Attack: 86572, Defense: 648226, Current HP: 2326, A Avg: 90900, D Avg: 648226, [Gladius[162, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 099: HP: 2078, STR: 2246, VIT: 561463, SPD: 63, LUK: 1, Attack: 86746, Defense: 648264, Current HP: 2078, A Avg: 91083, D Avg: 648264, [Divine Dragon Sword[181, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 098: HP: 2095, STR: 169, VIT: 562072, SPD: 63, LUK: 1, Attack: 84557, Defense: 648288, Current HP: 2095, A Avg: 88784, D Avg: 648288, [Encryption Key[173, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 097: HP: 6379, STR: 1699, VIT: 562072, SPD: 63, LUK: 1, Attack: 89581, Defense: 648288, Current HP: 6379, A Avg: 94060, D Avg: 648288, [Wild Card[175, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 096: HP: 2095, STR: 903, VIT: 562072, SPD: 63, LUK: 1, Attack: 86547, Defense: 648288, Current HP: 2095, A Avg: 90874, D Avg: 648288, [Portal Sword[176, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 095: HP: 1448, STR: 1461, VIT: 561509, SPD: 63, LUK: 1, Attack: 86249, Defense: 648310, Current HP: 1448, A Avg: 90561, D Avg: 648310, [Pulse Knife[165, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 094: HP: 2288, STR: 1497, VIT: 561695, SPD: 63, LUK: 1, Attack: 86831, Defense: 648496, Current HP: 2288, A Avg: 91172, D Avg: 648496, [Impulse[166, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 093: HP: 1448, STR: 975, VIT: 561799, SPD: 63, LUK: 1, Attack: 86528, Defense: 648600, Current HP: 1448, A Avg: 90854, D Avg: 648600, [Hammer of Justice[186, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 092: HP: 1700, STR: 1270, VIT: 561840, SPD: 63, LUK: 1, Attack: 87759, Defense: 648641, Current HP: 1700, A Avg: 92146, D Avg: 648641, [Cuttlefish[178, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 091: HP: 1511, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 83895, Defense: 648906, Current HP: 1511, A Avg: 88089, D Avg: 648906, [Wooden Stick[101, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 090: HP: 1511, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 83934, Defense: 648906, Current HP: 1511, A Avg: 88130, D Avg: 648906, [Club[102, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 089: HP: 1511, STR: 174, VIT: 562118, SPD: 63, LUK: 1, Attack: 83946, Defense: 648906, Current HP: 1511, A Avg: 88143, D Avg: 648906, [Short Sword[103, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 088: HP: 1511, STR: 239, VIT: 562118, SPD: 63, LUK: 1, Attack: 84050, Defense: 648906, Current HP: 1511, A Avg: 88252, D Avg: 648906, [Long Sword[104, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 087: HP: 1511, STR: 291, VIT: 562118, SPD: 63, LUK: 1, Attack: 84063, Defense: 648906, Current HP: 1511, A Avg: 88266, D Avg: 648906, [Wasp Knife[105, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 086: HP: 1511, STR: 230, VIT: 562118, SPD: 63, LUK: 1, Attack: 84054, Defense: 648906, Current HP: 1511, A Avg: 88256, D Avg: 648906, [Stun Knuckle[106, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 085: HP: 1511, STR: 300, VIT: 562118, SPD: 63, LUK: 1, Attack: 84143, Defense: 648906, Current HP: 1511, A Avg: 88350, D Avg: 648906, [Battle Scythe[107, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 084: HP: 1532, STR: 300, VIT: 562118, SPD: 63, LUK: 1, Attack: 84189, Defense: 648906, Current HP: 1532, A Avg: 88398, D Avg: 648906, [Iron Lumps[108, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 083: HP: 1511, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 83937, Defense: 648906, Current HP: 1511, A Avg: 88133, D Avg: 648906, [Decorative Swords[109, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 082: HP: 1511, STR: 318, VIT: 562118, SPD: 63, LUK: 1, Attack: 84441, Defense: 648906, Current HP: 1511, A Avg: 88663, D Avg: 648906, [Pinpoint[112, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 081: HP: 1532, STR: 361, VIT: 562118, SPD: 63, LUK: 1, Attack: 84367, Defense: 648906, Current HP: 1532, A Avg: 88585, D Avg: 648906, [Great Iron Mass[122, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 080: HP: 1522, STR: 230, VIT: 562118, SPD: 63, LUK: 1, Attack: 84223, Defense: 648906, Current HP: 1522, A Avg: 88434, D Avg: 648906, [Sword of Wood[124, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 079: HP: 1889, STR: 432, VIT: 562118, SPD: 63, LUK: 1, Attack: 84620, Defense: 648906, Current HP: 1889, A Avg: 88851, D Avg: 648906, [Sword of the Spirit Tree[125, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 078: HP: 1522, STR: 300, VIT: 562118, SPD: 63, LUK: 1, Attack: 84299, Defense: 648906, Current HP: 1522, A Avg: 88513, D Avg: 648906, [Greatsword[127, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 077: HP: 1885, STR: 367, VIT: 562118, SPD: 63, LUK: 1, Attack: 84789, Defense: 648906, Current HP: 1885, A Avg: 89028, D Avg: 648906, [Dreaming Sword[128, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 076: HP: 1532, STR: 187, VIT: 562118, SPD: 63, LUK: 1, Attack: 83962, Defense: 648906, Current HP: 1532, A Avg: 88160, D Avg: 648906, [Peacemaker[131, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 075: HP: 1574, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 84071, Defense: 648906, Current HP: 1574, A Avg: 88274, D Avg: 648906, [Daydream[132, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 074: HP: 2435, STR: 475, VIT: 562118, SPD: 63, LUK: 1, Attack: 86158, Defense: 648906, Current HP: 2435, A Avg: 90465, D Avg: 648906, [Dancing[155, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 073: HP: 1511, STR: 860, VIT: 562118, SPD: 63, LUK: 1, Attack: 85516, Defense: 648906, Current HP: 1511, A Avg: 89791, D Avg: 648906, [Penetra[161, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 072: HP: 1511, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 85010, Defense: 648906, Current HP: 1511, A Avg: 89260, D Avg: 648906, [Grand Slam[163, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 071: HP: 1721, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 85137, Defense: 648906, Current HP: 1721, A Avg: 89393, D Avg: 648906, [Cluster Bomb[170, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 070: HP: 2141, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 92355, Defense: 648906, Current HP: 2141, A Avg: 96972, D Avg: 648906, [Big Bang[171, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 069: HP: 5795, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 85222, Defense: 648906, Current HP: 5795, A Avg: 89483, D Avg: 648906, [Common Key[174, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 068: HP: 2141, STR: 169, VIT: 562118, SPD: 63, LUK: 1, Attack: 86411, Defense: 648906, Current HP: 2141, A Avg: 90731, D Avg: 648906, [Droid Hammer[177, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 067: HP: 1511, STR: 1843, VIT: 562118, SPD: 63, LUK: 1, Attack: 86772, Defense: 648906, Current HP: 1511, A Avg: 91110, D Avg: 648906, [Jack Knife[185, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 066: HP: 1511, STR: 2617, VIT: 562118, SPD: 63, LUK: 1, Attack: 87195, Defense: 648906, Current HP: 1511, A Avg: 91554, D Avg: 648906, [Magical[187, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 065: HP: 1511, STR: 655, VIT: 562118, SPD: 63, LUK: 1, Attack: 87706, Defense: 648906, Current HP: 1511, A Avg: 92091, D Avg: 648906, [Tekken[188, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 064: HP: 1511, STR: -60970, VIT: 562118, SPD: 63, LUK: 1, Attack: 38296, Defense: 648906, Current HP: 1511, A Avg: 40210, D Avg: 648906, [Sword of Evil[189, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 063: HP: 1511, STR: 2977, VIT: 562118, SPD: 63, LUK: 1, Attack: 90638, Defense: 648906, Current HP: 1511, A Avg: 95169, D Avg: 648906, [Neural Edge[190, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 062: HP: 1868, STR: 365, VIT: 562136, SPD: 63, LUK: 1, Attack: 84332, Defense: 648924, Current HP: 1868, A Avg: 88548, D Avg: 648924, [Phantom Sword[117, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 061: HP: 1522, STR: 291, VIT: 562147, SPD: 63, LUK: 1, Attack: 84134, Defense: 648935, Current HP: 1522, A Avg: 88340, D Avg: 648935, [Salamander[110, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 060: HP: 1511, STR: 352, VIT: 562147, SPD: 63, LUK: 1, Attack: 84436, Defense: 648935, Current HP: 1511, A Avg: 88657, D Avg: 648935, [Phantom Scythe[116, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 059: HP: 1522, STR: 291, VIT: 562147, SPD: 63, LUK: 1, Attack: 84163, Defense: 648935, Current HP: 1522, A Avg: 88371, D Avg: 648935, [Undine[118, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 058: HP: 1522, STR: 291, VIT: 562147, SPD: 63, LUK: 1, Attack: 84190, Defense: 648935, Current HP: 1522, A Avg: 88399, D Avg: 648935, [Sylph[119, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 057: HP: 1522, STR: 291, VIT: 562147, SPD: 63, LUK: 1, Attack: 84217, Defense: 648935, Current HP: 1522, A Avg: 88427, D Avg: 648935, [Gnome[120, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 056: HP: 1553, STR: 196, VIT: 562162, SPD: 63, LUK: 1, Attack: 88363, Defense: 648950, Current HP: 1553, A Avg: 92781, D Avg: 648950, [Basic[169, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 055: HP: 1511, STR: 300, VIT: 562217, SPD: 63, LUK: 1, Attack: 84176, Defense: 649005, Current HP: 1511, A Avg: 88384, D Avg: 649005, [Tornado[111, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 054: HP: 1868, STR: 291, VIT: 562217, SPD: 63, LUK: 1, Attack: 84316, Defense: 649005, Current HP: 1868, A Avg: 88531, D Avg: 649005, [Fairy Sword[113, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 053: HP: 1511, STR: 370, VIT: 562217, SPD: 63, LUK: 1, Attack: 84519, Defense: 649005, Current HP: 1511, A Avg: 88744, D Avg: 649005, [Giant Tornado[114, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 052: HP: 1532, STR: 352, VIT: 562217, SPD: 63, LUK: 1, Attack: 84345, Defense: 649005, Current HP: 1532, A Avg: 88562, D Avg: 649005, [Wooden Boomerang[167, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 051: HP: 1673, STR: 304, VIT: 562220, SPD: 63, LUK: 1, Attack: 84102, Defense: 649008, Current HP: 1673, A Avg: 88307, D Avg: 649008, [Ninja[135, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 050: HP: 1931, STR: 2408, VIT: 562234, SPD: 63, LUK: 1, Attack: 92317, Defense: 649022, Current HP: 1931, A Avg: 96932, D Avg: 649022, [Spectral Sword Shigure[172, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 049: HP: 4153, STR: 1908, VIT: 562814, SPD: 63, LUK: 1, Attack: 89736, Defense: 649030, Current HP: 4153, A Avg: 94222, D Avg: 649030, [Stargazer[183, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 048: HP: 1889, STR: 432, VIT: 562246, SPD: 63, LUK: 1, Attack: 85114, Defense: 649034, Current HP: 1889, A Avg: 89369, D Avg: 649034, [Thunder Whip[143, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 047: HP: 1448, STR: 363, VIT: 562298, SPD: 63, LUK: 1, Attack: 84751, Defense: 649099, Current HP: 1448, A Avg: 88988, D Avg: 649099, [Encryption Key[173, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 046: HP: 5732, STR: 1893, VIT: 562298, SPD: 63, LUK: 1, Attack: 89775, Defense: 649099, Current HP: 5732, A Avg: 94263, D Avg: 649099, [Wild Card[175, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 045: HP: 1448, STR: 1098, VIT: 562298, SPD: 63, LUK: 1, Attack: 86742, Defense: 649099, Current HP: 1448, A Avg: 91079, D Avg: 649099, [Portal Sword[176, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 044: HP: 1910, STR: 291, VIT: 562315, SPD: 63, LUK: 1, Attack: 84147, Defense: 649103, Current HP: 1910, A Avg: 88354, D Avg: 649103, [Emerald Sword[115, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 043: HP: 1726, STR: 361, VIT: 562321, SPD: 63, LUK: 1, Attack: 84263, Defense: 649109, Current HP: 1726, A Avg: 88476, D Avg: 649109, [Crossed Shuriken[136, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 042: HP: 1910, STR: 423, VIT: 562330, SPD: 63, LUK: 1, Attack: 84936, Defense: 649118, Current HP: 1910, A Avg: 89182, D Avg: 649118, [Maximum Iron Mass[123, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 041: HP: 1574, STR: 230, VIT: 562414, SPD: 63, LUK: 1, Attack: 84418, Defense: 649202, Current HP: 1574, A Avg: 88638, D Avg: 649202, [Cagliostro[133, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 040: HP: 1522, STR: 486, VIT: 562423, SPD: 63, LUK: 1, Attack: 84596, Defense: 649211, Current HP: 1522, A Avg: 88825, D Avg: 649211, [Windmill[137, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 039: HP: 1511, STR: 414, VIT: 562426, SPD: 63, LUK: 1, Attack: 84414, Defense: 649214, Current HP: 1511, A Avg: 88634, D Avg: 649214, [Kirisame[129, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 038: HP: 1889, STR: 423, VIT: 562426, SPD: 63, LUK: 1, Attack: 84544, Defense: 649214, Current HP: 1889, A Avg: 88771, D Avg: 649214, [Black Kirisame[130, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 037: HP: 1877, STR: 604, VIT: 562426, SPD: 63, LUK: 1, Attack: 86352, Defense: 649214, Current HP: 1877, A Avg: 90669, D Avg: 649214, [Scythe of the Grim Reaper[148, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 036: HP: 1910, STR: 423, VIT: 562428, SPD: 63, LUK: 1, Attack: 84533, Defense: 649216, Current HP: 1910, A Avg: 88759, D Avg: 649216, [Serpent[144, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 035: HP: 2104, STR: 549, VIT: 562434, SPD: 63, LUK: 1, Attack: 85515, Defense: 649222, Current HP: 2104, A Avg: 89790, D Avg: 649222, [Red Shark[134, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 034: HP: 2225, STR: 414, VIT: 562443, SPD: 63, LUK: 1, Attack: 84732, Defense: 649231, Current HP: 2225, A Avg: 88968, D Avg: 649231, [Ruby Knuckle[151, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 033: HP: 1860, STR: 482, VIT: 562524, SPD: 63, LUK: 1, Attack: 84592, Defense: 649312, Current HP: 1860, A Avg: 88821, D Avg: 649312, [Dragon Killer[139, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 032: HP: 1910, STR: 482, VIT: 562527, SPD: 63, LUK: 1, Attack: 86451, Defense: 649315, Current HP: 1910, A Avg: 90773, D Avg: 649315, [Fire Chariot[138, 730, 730, 730], Golem Shield[245, 730, 730, 730], Endpoint[318, 730, 730, 730]]
