Rank 1000: HP: 2118, STR: 725, VIT: 6167, SPD: 64, LUK: 1, Attack: 84666, Defense: 91837, Current HP: 2118, A Avg: 88899, D Avg: 91837, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 157: HP: 5253, STR: 1740, VIT: 7225, SPD: 64, LUK: 1, Attack: 89622, Defense: 92895, Current HP: 5253, A Avg: 94103, D Avg: 92895, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 156: HP: 5244, STR: 2366, VIT: 7225, SPD: 64, LUK: 1, Attack: 90248, Defense: 92895, Current HP: 5244, A Avg: 94760, D Avg: 92895, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 155: HP: 807, STR: 878, VIT: 7225, SPD: 64, LUK: 1, Attack: 86522, Defense: 92895, Current HP: 807, A Avg: 90848, D Avg: 92895, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 154: HP: 798, STR: 887, VIT: 7225, SPD: 64, LUK: 1, Attack: 86531, Defense: 92895, Current HP: 798, A Avg: 90857, D Avg: 92895, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 153: HP: 2118, STR: 683, VIT: 3125, SPD: 64, LUK: 1, Attack: 84624, Defense: 92903, Current HP: 2118, A Avg: 88855, D Avg: 92903, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 152: HP: 798, STR: 91, VIT: 7251, SPD: 64, LUK: 1, Attack: 84479, Defense: 92921, Current HP: 798, A Avg: 88702, D Avg: 92921, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 151: HP: 1144, STR: 83, VIT: 7251, SPD: 64, LUK: 1, Attack: 84471, Defense: 92921, Current HP: 1144, A Avg: 88694, D Avg: 92921, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 150: HP: 5244, STR: 1749, VIT: 7251, SPD: 64, LUK: 1, Attack: 89631, Defense: 92921, Current HP: 5244, A Avg: 94112, D Avg: 92921, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 149: HP: 6292, STR: 1740, VIT: 7251, SPD: 64, LUK: 1, Attack: 89622, Defense: 92921, Current HP: 6292, A Avg: 94103, D Avg: 92921, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 148: HP: 798, STR: 1200, VIT: 7251, SPD: 64, LUK: 1, Attack: 86844, Defense: 92921, Current HP: 798, A Avg: 91186, D Avg: 92921, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 147: HP: 1144, STR: 878, VIT: 7251, SPD: 64, LUK: 1, Attack: 86522, Defense: 92921, Current HP: 1144, A Avg: 90848, D Avg: 92921, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 146: HP: 1522, STR: 1056, VIT: 3144, SPD: 72, LUK: 1, Attack: 85894, Defense: 92922, Current HP: 1522, A Avg: 90188, D Avg: 92922, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 145: HP: 2446, STR: 880, VIT: 3144, SPD: 72, LUK: 1, Attack: 85803, Defense: 92922, Current HP: 2446, A Avg: 90093, D Avg: 92922, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 144: HP: 2118, STR: 628, VIT: 3151, SPD: 64, LUK: 1, Attack: 86103, Defense: 92929, Current HP: 2118, A Avg: 90408, D Avg: 92929, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 143: HP: 2489, STR: 769, VIT: 3151, SPD: 64, LUK: 1, Attack: 85419, Defense: 92929, Current HP: 2489, A Avg: 89689, D Avg: 92929, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 142: HP: 1729, STR: 1006, VIT: 3156, SPD: 64, LUK: 1, Attack: 85844, Defense: 92934, Current HP: 1729, A Avg: 90136, D Avg: 92934, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 141: HP: 2036, STR: 1527, VIT: 7268, SPD: 72, LUK: 1, Attack: 86861, Defense: 92938, Current HP: 2036, A Avg: 91204, D Avg: 92938, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 140: HP: 4351, STR: 3249, VIT: 5376, SPD: 64, LUK: 1, Attack: 91077, Defense: 92944, Current HP: 4351, A Avg: 95630, D Avg: 92944, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 139: HP: 1035, STR: 1823, VIT: 3169, SPD: 64, LUK: 1, Attack: 87701, Defense: 92947, Current HP: 1035, A Avg: 92086, D Avg: 92947, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 138: HP: 1026, STR: 1334, VIT: 3169, SPD: 64, LUK: 1, Attack: 87212, Defense: 92947, Current HP: 1026, A Avg: 91572, D Avg: 92947, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 137: HP: 997, STR: 1950, VIT: 3169, SPD: 64, LUK: 1, Attack: 87490, Defense: 92947, Current HP: 997, A Avg: 91864, D Avg: 92947, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 136: HP: 988, STR: 1958, VIT: 3169, SPD: 64, LUK: 1, Attack: 87498, Defense: 92947, Current HP: 988, A Avg: 91872, D Avg: 92947, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 135: HP: 1606, STR: 617, VIT: 3172, SPD: 72, LUK: 1, Attack: 85949, Defense: 92950, Current HP: 1606, A Avg: 90246, D Avg: 92950, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 134: HP: 2945, STR: 3002, VIT: 3172, SPD: 64, LUK: 1, Attack: 90830, Defense: 92950, Current HP: 2945, A Avg: 95371, D Avg: 92950, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 133: HP: 1026, STR: 1334, VIT: 3195, SPD: 64, LUK: 1, Attack: 87212, Defense: 92973, Current HP: 1026, A Avg: 91572, D Avg: 92973, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 132: HP: 1408, STR: 1326, VIT: 3195, SPD: 64, LUK: 1, Attack: 87204, Defense: 92973, Current HP: 1408, A Avg: 91564, D Avg: 92973, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 131: HP: 988, STR: 1958, VIT: 3195, SPD: 64, LUK: 1, Attack: 87498, Defense: 92973, Current HP: 988, A Avg: 91872, D Avg: 92973, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 130: HP: 1364, STR: 1950, VIT: 3195, SPD: 64, LUK: 1, Attack: 87490, Defense: 92973, Current HP: 1364, A Avg: 91864, D Avg: 92973, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 129: HP: 1539, STR: 1141, VIT: 3198, SPD: 76, LUK: 1, Attack: 85529, Defense: 92976, Current HP: 1539, A Avg: 89805, D Avg: 92976, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 128: HP: 5985, STR: 3676, VIT: 3198, SPD: 76, LUK: 1, Attack: 91558, Defense: 92976, Current HP: 5985, A Avg: 96135, D Avg: 92976, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 127: HP: 1539, STR: 2358, VIT: 3198, SPD: 76, LUK: 1, Attack: 88002, Defense: 92976, Current HP: 1539, A Avg: 92402, D Avg: 92976, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 126: HP: 2052, STR: 398, VIT: 3221, SPD: 64, LUK: 1, Attack: 85106, Defense: 92999, Current HP: 2052, A Avg: 89361, D Avg: 92999, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 125: HP: 2042, STR: 406, VIT: 3221, SPD: 64, LUK: 1, Attack: 85114, Defense: 92999, Current HP: 2042, A Avg: 89369, D Avg: 92999, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 124: HP: 2118, STR: 1144, VIT: 3226, SPD: 64, LUK: 1, Attack: 85982, Defense: 93004, Current HP: 2118, A Avg: 90281, D Avg: 93004, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 123: HP: 2954, STR: 987, VIT: 3226, SPD: 64, LUK: 1, Attack: 85910, Defense: 93004, Current HP: 2954, A Avg: 90205, D Avg: 93004, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 122: HP: 1034, STR: 166, VIT: 7352, SPD: 64, LUK: 1, Attack: 84554, Defense: 93022, Current HP: 1034, A Avg: 106538, D Avg: 93022, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 121: HP: 6182, STR: 1824, VIT: 7352, SPD: 64, LUK: 1, Attack: 89706, Defense: 93022, Current HP: 6182, A Avg: 113029, D Avg: 93022, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 120: HP: 1034, STR: 962, VIT: 7352, SPD: 64, LUK: 1, Attack: 86606, Defense: 93022, Current HP: 1034, A Avg: 109123, D Avg: 93022, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 119: HP: 1091, STR: 929, VIT: 7355, SPD: 72, LUK: 1, Attack: 86482, Defense: 93025, Current HP: 1091, A Avg: 90806, D Avg: 93025, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 118: HP: 2042, STR: 558, VIT: 3247, SPD: 64, LUK: 1, Attack: 85266, Defense: 93025, Current HP: 2042, A Avg: 89529, D Avg: 93025, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 117: HP: 2585, STR: 398, VIT: 3247, SPD: 64, LUK: 1, Attack: 85106, Defense: 93025, Current HP: 2585, A Avg: 89361, D Avg: 93025, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 116: HP: 2052, STR: 750, VIT: 3247, SPD: 64, LUK: 1, Attack: 86602, Defense: 93025, Current HP: 2052, A Avg: 90932, D Avg: 93025, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 115: HP: 2042, STR: 758, VIT: 3247, SPD: 64, LUK: 1, Attack: 86610, Defense: 93025, Current HP: 2042, A Avg: 90940, D Avg: 93025, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 114: HP: 3989, STR: 2441, VIT: 5460, SPD: 72, LUK: 1, Attack: 90269, Defense: 93028, Current HP: 3989, A Avg: 94782, D Avg: 93028, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 113: HP: 2194, STR: 753, VIT: 3252, SPD: 64, LUK: 1, Attack: 86085, Defense: 93030, Current HP: 2194, A Avg: 90389, D Avg: 93030, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 112: HP: 2042, STR: 1042, VIT: 3273, SPD: 64, LUK: 1, Attack: 86894, Defense: 93051, Current HP: 2042, A Avg: 91238, D Avg: 93051, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 111: HP: 2585, STR: 750, VIT: 3273, SPD: 64, LUK: 1, Attack: 86602, Defense: 93051, Current HP: 2585, A Avg: 90932, D Avg: 93051, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 110: HP: 1749, STR: 682, VIT: 3273, SPD: 72, LUK: 1, Attack: 85725, Defense: 93051, Current HP: 1749, A Avg: 90011, D Avg: 93051, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 109: HP: 1377, STR: 1904, VIT: 3278, SPD: 64, LUK: 1, Attack: 86404, Defense: 93056, Current HP: 1377, A Avg: 90724, D Avg: 93056, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108: HP: 1368, STR: 1912, VIT: 3278, SPD: 64, LUK: 1, Attack: 86412, Defense: 93056, Current HP: 1368, A Avg: 90732, D Avg: 93056, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107: HP: 1952, STR: 898, VIT: 3281, SPD: 72, LUK: 1, Attack: 87244, Defense: 93059, Current HP: 1952, A Avg: 91606, D Avg: 93059, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 106: HP: 1715, STR: 652, VIT: 3283, SPD: 64, LUK: 1, Attack: 86296, Defense: 93061, Current HP: 1715, A Avg: 90610, D Avg: 93061, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 105: HP: 1706, STR: 660, VIT: 3283, SPD: 64, LUK: 1, Attack: 86304, Defense: 93061, Current HP: 1706, A Avg: 90619, D Avg: 93061, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 104: HP: 5814, STR: 4812, VIT: 3283, SPD: 64, LUK: 1, Attack: 90625, Defense: 93061, Current HP: 5814, A Avg: 95156, D Avg: 93061, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 103: HP: 3000, STR: 3226, VIT: 3289, SPD: 68, LUK: 1, Attack: 91054, Defense: 93067, Current HP: 3000, A Avg: 113817, D Avg: 93067, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 102: HP: 1298, STR: 1404, VIT: 3296, SPD: 64, LUK: 1, Attack: 87282, Defense: 93074, Current HP: 1298, A Avg: 109975, D Avg: 93074, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 101: HP: 1254, STR: 2028, VIT: 3296, SPD: 64, LUK: 1, Attack: 87568, Defense: 93074, Current HP: 1254, A Avg: 110335, D Avg: 93074, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 100: HP: 1343, STR: 1250, VIT: 7408, SPD: 72, LUK: 1, Attack: 87739, Defense: 93078, Current HP: 1343, A Avg: 92125, D Avg: 93078, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 099: HP: 1368, STR: 1912, VIT: 3304, SPD: 64, LUK: 1, Attack: 86412, Defense: 93082, Current HP: 1368, A Avg: 90732, D Avg: 93082, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 098: HP: 1804, STR: 1904, VIT: 3304, SPD: 64, LUK: 1, Attack: 86404, Defense: 93082, Current HP: 1804, A Avg: 90724, D Avg: 93082, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 097: HP: 1706, STR: 660, VIT: 3309, SPD: 64, LUK: 1, Attack: 86304, Defense: 93087, Current HP: 1706, A Avg: 90619, D Avg: 93087, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 096: HP: 2195, STR: 652, VIT: 3309, SPD: 64, LUK: 1, Attack: 86296, Defense: 93087, Current HP: 2195, A Avg: 90610, D Avg: 93087, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 095: HP: 2323, STR: 811, VIT: 3346, SPD: 64, LUK: 1, Attack: 85854, Defense: 93124, Current HP: 2323, A Avg: 90146, D Avg: 93124, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 094: HP: 2475, STR: 476, VIT: 3348, SPD: 64, LUK: 1, Attack: 85184, Defense: 93126, Current HP: 2475, A Avg: 107331, D Avg: 93126, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 093: HP: 2508, STR: 1630, VIT: 3353, SPD: 64, LUK: 1, Attack: 87976, Defense: 93131, Current HP: 2508, A Avg: 92374, D Avg: 93131, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 092: HP: 1112, STR: 793, VIT: 3362, SPD: 72, LUK: 1, Attack: 87321, Defense: 93140, Current HP: 1112, A Avg: 91687, D Avg: 93140, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 091: HP: 1091, STR: 2635, VIT: 3362, SPD: 72, LUK: 1, Attack: 88513, Defense: 93140, Current HP: 1091, A Avg: 92938, D Avg: 93140, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 090: HP: 807, STR: 1174, VIT: 3372, SPD: 64, LUK: 1, Attack: 85962, Defense: 93150, Current HP: 807, A Avg: 90260, D Avg: 93150, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 089: HP: 798, STR: 1182, VIT: 3372, SPD: 64, LUK: 1, Attack: 85970, Defense: 93150, Current HP: 798, A Avg: 90268, D Avg: 93150, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 088: HP: 2475, STR: 828, VIT: 3374, SPD: 64, LUK: 1, Attack: 86680, Defense: 93152, Current HP: 2475, A Avg: 109216, D Avg: 93152, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 087: HP: 4256, STR: 2888, VIT: 6366, SPD: 64, LUK: 1, Attack: 90716, Defense: 93154, Current HP: 4256, A Avg: 95251, D Avg: 93154, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 086: HP: 798, STR: 1625, VIT: 3398, SPD: 64, LUK: 1, Attack: 86413, Defense: 93176, Current HP: 798, A Avg: 90733, D Avg: 93176, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 085: HP: 1144, STR: 1174, VIT: 3398, SPD: 64, LUK: 1, Attack: 85962, Defense: 93176, Current HP: 1144, A Avg: 90260, D Avg: 93176, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 084: HP: 1694, STR: 1982, VIT: 3405, SPD: 64, LUK: 1, Attack: 86482, Defense: 93183, Current HP: 1694, A Avg: 108967, D Avg: 93183, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 083: HP: 2085, STR: 731, VIT: 3411, SPD: 64, LUK: 1, Attack: 86375, Defense: 93189, Current HP: 2085, A Avg: 108832, D Avg: 93189, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 082: HP: 1748, STR: 910, VIT: 3429, SPD: 64, LUK: 1, Attack: 87438, Defense: 93207, Current HP: 1748, A Avg: 91809, D Avg: 93207, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 081: HP: 1729, STR: 3502, VIT: 3429, SPD: 64, LUK: 1, Attack: 89380, Defense: 93207, Current HP: 1729, A Avg: 93849, D Avg: 93207, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 080: HP: 1034, STR: 1252, VIT: 3499, SPD: 64, LUK: 1, Attack: 86040, Defense: 93277, Current HP: 1034, A Avg: 108410, D Avg: 93277, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 079: HP: 3884, STR: 2133, VIT: 6496, SPD: 72, LUK: 1, Attack: 89961, Defense: 93284, Current HP: 3884, A Avg: 94459, D Avg: 93284, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 078: HP: 1662, STR: 1206, VIT: 3551, SPD: 64, LUK: 1, Attack: 86540, Defense: 93329, Current HP: 1662, A Avg: 90867, D Avg: 93329, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 077: HP: 1653, STR: 1214, VIT: 3551, SPD: 64, LUK: 1, Attack: 86548, Defense: 93329, Current HP: 1653, A Avg: 90875, D Avg: 93329, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 076: HP: 1653, STR: 1669, VIT: 3577, SPD: 64, LUK: 1, Attack: 87003, Defense: 93355, Current HP: 1653, A Avg: 91353, D Avg: 93355, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 075: HP: 2134, STR: 1206, VIT: 3577, SPD: 64, LUK: 1, Attack: 86540, Defense: 93355, Current HP: 2134, A Avg: 90867, D Avg: 93355, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 074: HP: 1729, STR: 385, VIT: 7688, SPD: 64, LUK: 1, Attack: 84773, Defense: 93358, Current HP: 1729, A Avg: 89011, D Avg: 93358, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 073: HP: 6175, STR: 2043, VIT: 7688, SPD: 64, LUK: 1, Attack: 89925, Defense: 93358, Current HP: 6175, A Avg: 94421, D Avg: 93358, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 072: HP: 1729, STR: 1181, VIT: 7688, SPD: 64, LUK: 1, Attack: 86825, Defense: 93358, Current HP: 1729, A Avg: 91166, D Avg: 93358, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 071: HP: 1343, STR: 1582, VIT: 3581, SPD: 72, LUK: 1, Attack: 87460, Defense: 93359, Current HP: 1343, A Avg: 91833, D Avg: 93359, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 070: HP: 1301, STR: 2284, VIT: 3581, SPD: 72, LUK: 1, Attack: 87824, Defense: 93359, Current HP: 1301, A Avg: 92215, D Avg: 93359, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 069: HP: 3401, STR: 3505, VIT: 3603, SPD: 72, LUK: 1, Attack: 91333, Defense: 93381, Current HP: 3401, A Avg: 95899, D Avg: 93381, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 068: HP: 1957, STR: 1611, VIT: 3632, SPD: 64, LUK: 1, Attack: 87489, Defense: 93410, Current HP: 1957, A Avg: 91863, D Avg: 93410, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 067: HP: 1919, STR: 3073, VIT: 3632, SPD: 64, LUK: 1, Attack: 88613, Defense: 93410, Current HP: 1919, A Avg: 93043, D Avg: 93410, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 066: HP: 807, STR: 1404, VIT: 3632, SPD: 64, LUK: 1, Attack: 86957, Defense: 93410, Current HP: 807, A Avg: 91304, D Avg: 93410, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 065: HP: 798, STR: 710, VIT: 3632, SPD: 64, LUK: 1, Attack: 86263, Defense: 93410, Current HP: 798, A Avg: 90576, D Avg: 93410, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 064: HP: 2467, STR: 538, VIT: 3637, SPD: 72, LUK: 1, Attack: 85246, Defense: 93415, Current HP: 2467, A Avg: 89508, D Avg: 93415, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 063: HP: 3591, STR: 3964, VIT: 3640, SPD: 76, LUK: 1, Attack: 91792, Defense: 93418, Current HP: 3591, A Avg: 96381, D Avg: 93418, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 062: HP: 798, STR: 710, VIT: 3658, SPD: 64, LUK: 1, Attack: 86263, Defense: 93436, Current HP: 798, A Avg: 90576, D Avg: 93436, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 061: HP: 1144, STR: 702, VIT: 3658, SPD: 64, LUK: 1, Attack: 86255, Defense: 93436, Current HP: 1144, A Avg: 90567, D Avg: 93436, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
