Rank 1000: HP: 1080, STR: 449193, VIT: 265, SPD: 64, LUK: 1, Attack: 536854, Defense: 83988, Current HP: 1080, A Avg: 1428031, D Avg: 83988, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 126: HP: 2175, STR: 532550, VIT: 1227, SPD: 64, LUK: 1, Attack: 617884, Defense: 85116, Current HP: 2175, A Avg: 1643571, D Avg: 85116, [Impulse(166)[630, 630, 630], Small Lion(219)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 125: HP: 2027, STR: 532653, VIT: 1235, SPD: 64, LUK: 1, Attack: 617987, Defense: 85241, Current HP: 2027, A Avg: 1643845, D Avg: 85241, [Impulse(166)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 124: HP: 1814, STR: 532252, VIT: 684, SPD: 64, LUK: 1, Attack: 618000, Defense: 86302, Current HP: 1814, A Avg: 1643879, D Avg: 86302, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 123: HP: 1714, STR: 532396, VIT: 732, SPD: 64, LUK: 1, Attack: 618144, Defense: 86350, Current HP: 1714, A Avg: 1644263, D Avg: 86350, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 122: HP: 4199, STR: 532472, VIT: 831, SPD: 64, LUK: 1, Attack: 618324, Defense: 86748, Current HP: 4199, A Avg: 1644741, D Avg: 86748, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 121: HP: 4104, STR: 532616, VIT: 882, SPD: 64, LUK: 1, Attack: 618468, Defense: 86799, Current HP: 4104, A Avg: 1645124, D Avg: 86799, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 120: HP: 893, STR: 534060, VIT: 984, SPD: 64, LUK: 1, Attack: 618848, Defense: 85172, Current HP: 893, A Avg: 1646135, D Avg: 85172, [Pulse Knife(165)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 119: HP: 860, STR: 532335, VIT: 1334, SPD: 64, LUK: 1, Attack: 618863, Defense: 88122, Current HP: 860, A Avg: 1646175, D Avg: 88122, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 118: HP: 1824, STR: 535068, VIT: 304, SPD: 68, LUK: 1, Attack: 619068, Defense: 87092, Current HP: 1824, A Avg: 1646720, D Avg: 87092, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 117: HP: 2213, STR: 535086, VIT: 304, SPD: 68, LUK: 1, Attack: 619207, Defense: 87092, Current HP: 2213, A Avg: 1647090, D Avg: 87092, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 116: HP: 1729, STR: 535212, VIT: 352, SPD: 68, LUK: 1, Attack: 619212, Defense: 87140, Current HP: 1729, A Avg: 1647103, D Avg: 87140, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 115: HP: 2118, STR: 535230, VIT: 352, SPD: 68, LUK: 1, Attack: 619351, Defense: 87140, Current HP: 2118, A Avg: 1647473, D Avg: 87140, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 114: HP: 1007, STR: 533926, VIT: 835, SPD: 64, LUK: 1, Attack: 619466, Defense: 84841, Current HP: 1007, A Avg: 1647779, D Avg: 84841, [Zodiac(184)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 113: HP: 988, STR: 533926, VIT: 3822, SPD: 64, LUK: 1, Attack: 619466, Defense: 89492, Current HP: 988, A Avg: 1647779, D Avg: 89492, [Zodiac(184)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 112: HP: 1748, STR: 534146, VIT: 1094, SPD: 64, LUK: 1, Attack: 619480, Defense: 85282, Current HP: 1748, A Avg: 1647816, D Avg: 85282, [Impulse(166)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 111: HP: 2010, STR: 534668, VIT: 600, SPD: 64, LUK: 1, Attack: 619597, Defense: 86816, Current HP: 2010, A Avg: 1648128, D Avg: 86816, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 110: HP: 1174, STR: 534137, VIT: 835, SPD: 64, LUK: 1, Attack: 619677, Defense: 85335, Current HP: 1174, A Avg: 1648340, D Avg: 85335, [Zodiac(184)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 109: HP: 1915, STR: 534812, VIT: 651, SPD: 64, LUK: 1, Attack: 619741, Defense: 86867, Current HP: 1915, A Avg: 1648511, D Avg: 86867, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 108: HP: 1510, STR: 533307, VIT: 1377, SPD: 68, LUK: 1, Attack: 619796, Defense: 85799, Current HP: 1510, A Avg: 1648657, D Avg: 85799, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 107: HP: 1558, STR: 534356, VIT: 1958, SPD: 64, LUK: 1, Attack: 619896, Defense: 89526, Current HP: 1558, A Avg: 1648923, D Avg: 89526, [Zodiac(184)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 106: HP: 1301, STR: 535109, VIT: 1252, SPD: 64, LUK: 1, Attack: 619897, Defense: 86480, Current HP: 1301, A Avg: 1648926, D Avg: 86480, [Pulse Knife(165)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 105: HP: 1928, STR: 535402, VIT: 1127, SPD: 64, LUK: 1, Attack: 619902, Defense: 85991, Current HP: 1928, A Avg: 1648939, D Avg: 85991, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 104: HP: 1415, STR: 533451, VIT: 1425, SPD: 68, LUK: 1, Attack: 619940, Defense: 85847, Current HP: 1415, A Avg: 1649040, D Avg: 85847, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 103: HP: 1833, STR: 535546, VIT: 1178, SPD: 64, LUK: 1, Attack: 620046, Defense: 86042, Current HP: 1833, A Avg: 1649322, D Avg: 86042, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 102: HP: 1007, STR: 534558, VIT: 772, SPD: 64, LUK: 1, Attack: 620098, Defense: 84635, Current HP: 1007, A Avg: 1649460, D Avg: 84635, [Zodiac(184)[630, 630, 630], Small Sword(218)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 101: HP: 2435, STR: 535374, VIT: 308, SPD: 68, LUK: 1, Attack: 620340, Defense: 87096, Current HP: 2435, A Avg: 1650104, D Avg: 87096, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 100: HP: 1415, STR: 534894, VIT: 835, SPD: 64, LUK: 1, Attack: 620434, Defense: 84724, Current HP: 1415, A Avg: 1650354, D Avg: 84724, [Zodiac(184)[630, 630, 630], Small Lion(219)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 099: HP: 2340, STR: 535518, VIT: 356, SPD: 68, LUK: 1, Attack: 620484, Defense: 87144, Current HP: 2340, A Avg: 1650487, D Avg: 87144, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 098: HP: 2156, STR: 535195, VIT: 1363, SPD: 64, LUK: 1, Attack: 620529, Defense: 86591, Current HP: 2156, A Avg: 1650607, D Avg: 86591, [Impulse(166)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 097: HP: 1267, STR: 534997, VIT: 843, SPD: 64, LUK: 1, Attack: 620537, Defense: 84849, Current HP: 1267, A Avg: 1650628, D Avg: 84849, [Zodiac(184)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 096: HP: 1040, STR: 536576, VIT: 243, SPD: 64, LUK: 1, Attack: 621154, Defense: 84262, Current HP: 1040, A Avg: 1652269, D Avg: 84262, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 095: HP: 940, STR: 536720, VIT: 291, SPD: 64, LUK: 1, Attack: 621298, Defense: 84310, Current HP: 940, A Avg: 1652652, D Avg: 84310, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 094: HP: 1804, STR: 535874, VIT: 1016, SPD: 64, LUK: 1, Attack: 621752, Defense: 85750, Current HP: 1804, A Avg: 1653860, D Avg: 85750, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 093: HP: 1704, STR: 536018, VIT: 1064, SPD: 64, LUK: 1, Attack: 621896, Defense: 85798, Current HP: 1704, A Avg: 1654243, D Avg: 85798, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 092: HP: 988, STR: 536489, VIT: 702, SPD: 64, LUK: 1, Attack: 622029, Defense: 84890, Current HP: 988, A Avg: 1654597, D Avg: 84890, [Zodiac(184)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 091: HP: 4978, STR: 536806, VIT: 1768, SPD: 64, LUK: 1, Attack: 622619, Defense: 91546, Current HP: 4978, A Avg: 1656166, D Avg: 91546, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 090: HP: 4270, STR: 534870, VIT: 2361, SPD: 64, LUK: 1, Attack: 622698, Defense: 89786, Current HP: 4270, A Avg: 1656376, D Avg: 89786, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 089: HP: 4883, STR: 536950, VIT: 1816, SPD: 64, LUK: 1, Attack: 622763, Defense: 91594, Current HP: 4883, A Avg: 1656549, D Avg: 91594, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 088: HP: 4170, STR: 535014, VIT: 2409, SPD: 64, LUK: 1, Attack: 622842, Defense: 89834, Current HP: 4170, A Avg: 1656759, D Avg: 89834, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 087: HP: 893, STR: 538226, VIT: 984, SPD: 64, LUK: 1, Attack: 623014, Defense: 88812, Current HP: 893, A Avg: 1657217, D Avg: 88812, [Pulse Knife(165)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 086: HP: 1396, STR: 537538, VIT: 971, SPD: 64, LUK: 1, Attack: 623078, Defense: 86199, Current HP: 1396, A Avg: 1657387, D Avg: 86199, [Zodiac(184)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 085: HP: 1748, STR: 538312, VIT: 1094, SPD: 64, LUK: 1, Attack: 623646, Defense: 88922, Current HP: 1748, A Avg: 1658898, D Avg: 88922, [Impulse(166)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 084: HP: 1871, STR: 531802, VIT: 595, SPD: 64, LUK: 1, Attack: 623988, Defense: 87513, Current HP: 1871, A Avg: 1659808, D Avg: 87513, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 083: HP: 1776, STR: 531946, VIT: 643, SPD: 64, LUK: 1, Attack: 624132, Defense: 87561, Current HP: 1776, A Avg: 1660191, D Avg: 87561, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 082: HP: 988, STR: 540656, VIT: 702, SPD: 64, LUK: 1, Attack: 626196, Defense: 88530, Current HP: 988, A Avg: 1665681, D Avg: 88530, [Zodiac(184)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 081: HP: 1463, STR: 546386, VIT: 1428, SPD: 64, LUK: 1, Attack: 630262, Defense: 88996, Current HP: 1463, A Avg: 1676496, D Avg: 88996, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 080: HP: 1368, STR: 546534, VIT: 1476, SPD: 64, LUK: 1, Attack: 630410, Defense: 89044, Current HP: 1368, A Avg: 1676890, D Avg: 89044, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 079: HP: 1463, STR: 546549, VIT: 1428, SPD: 64, LUK: 1, Attack: 630698, Defense: 88996, Current HP: 1463, A Avg: 1677656, D Avg: 88996, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 078: HP: 1368, STR: 546697, VIT: 1476, SPD: 64, LUK: 1, Attack: 630846, Defense: 89044, Current HP: 1368, A Avg: 1678050, D Avg: 89044, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 077: HP: 1178, STR: 541339, VIT: 142, SPD: 64, LUK: 1, Attack: 631248, Defense: 87970, Current HP: 1178, A Avg: 1679119, D Avg: 87970, [Spectral Sword Shigure(172)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 076: HP: 1987, STR: 547218, VIT: 937, SPD: 64, LUK: 1, Attack: 632862, Defense: 85437, Current HP: 1987, A Avg: 1683412, D Avg: 85437, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 075: HP: 1892, STR: 547366, VIT: 985, SPD: 64, LUK: 1, Attack: 633010, Defense: 85485, Current HP: 1892, A Avg: 1683806, D Avg: 85485, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 074: HP: 1026, STR: 548743, VIT: 3902, SPD: 64, LUK: 1, Attack: 634621, Defense: 89572, Current HP: 1026, A Avg: 1688091, D Avg: 89572, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 073: HP: 1206, STR: 550056, VIT: 427, SPD: 64, LUK: 1, Attack: 637107, Defense: 85655, Current HP: 1206, A Avg: 1694704, D Avg: 85655, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 072: HP: 1273, STR: 556417, VIT: 174, SPD: 64, LUK: 1, Attack: 646326, Defense: 88002, Current HP: 1273, A Avg: 1719227, D Avg: 88002, [Spectral Sword Shigure(172)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 071: HP: 1178, STR: 556565, VIT: 222, SPD: 64, LUK: 1, Attack: 646474, Defense: 88050, Current HP: 1178, A Avg: 1719620, D Avg: 88050, [Spectral Sword Shigure(172)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 070: HP: 1523, STR: 575207, VIT: 183, SPD: 64, LUK: 1, Attack: 658933, Defense: 84111, Current HP: 1523, A Avg: 1752761, D Avg: 84111, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 069: HP: 1523, STR: 575207, VIT: 183, SPD: 64, LUK: 1, Attack: 658972, Defense: 84111, Current HP: 1523, A Avg: 1752865, D Avg: 84111, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 068: HP: 940, STR: 575207, VIT: 110, SPD: 64, LUK: 1, Attack: 658975, Defense: 83843, Current HP: 940, A Avg: 1752873, D Avg: 83843, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 067: HP: 1381, STR: 575530, VIT: 2011, SPD: 64, LUK: 1, Attack: 659346, Defense: 88799, Current HP: 1381, A Avg: 1753860, D Avg: 88799, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 066: HP: 1533, STR: 575359, VIT: 183, SPD: 64, LUK: 1, Attack: 659352, Defense: 84111, Current HP: 1533, A Avg: 1753876, D Avg: 84111, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 065: HP: 1360, STR: 575530, VIT: 680, SPD: 64, LUK: 1, Attack: 659419, Defense: 87715, Current HP: 1360, A Avg: 1754054, D Avg: 87715, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 064: HP: 978, STR: 575530, VIT: 192, SPD: 64, LUK: 1, Attack: 659529, Defense: 84120, Current HP: 978, A Avg: 1754347, D Avg: 84120, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 063: HP: 1360, STR: 575682, VIT: 680, SPD: 64, LUK: 1, Attack: 659688, Defense: 87715, Current HP: 1360, A Avg: 1754770, D Avg: 87715, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 062: HP: 940, STR: 575569, VIT: 110, SPD: 64, LUK: 1, Attack: 659692, Defense: 83833, Current HP: 940, A Avg: 1754780, D Avg: 83833, [Pinpoint(112)[630, 630, 630], Pot Lid(201)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 061: HP: 940, STR: 575569, VIT: 110, SPD: 64, LUK: 1, Attack: 659692, Defense: 83843, Current HP: 940, A Avg: 1754780, D Avg: 83843, [Pinpoint(112)[630, 630, 630], High Pot Lid(202)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 060: HP: 893, STR: 575569, VIT: 125, SPD: 64, LUK: 1, Attack: 659692, Defense: 83994, Current HP: 893, A Avg: 1754780, D Avg: 83994, [Pinpoint(112)[630, 630, 630], Wooden Shield(203)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 059: HP: 893, STR: 575569, VIT: 130, SPD: 64, LUK: 1, Attack: 659692, Defense: 83934, Current HP: 893, A Avg: 1754780, D Avg: 83934, [Pinpoint(112)[630, 630, 630], Iron Shield(204)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 058: HP: 893, STR: 575569, VIT: 183, SPD: 64, LUK: 1, Attack: 659692, Defense: 84046, Current HP: 893, A Avg: 1754780, D Avg: 84046, [Pinpoint(112)[630, 630, 630], Titanium Shield(205)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 057: HP: 893, STR: 575569, VIT: 200, SPD: 64, LUK: 1, Attack: 659692, Defense: 84089, Current HP: 893, A Avg: 1754780, D Avg: 84089, [Pinpoint(112)[630, 630, 630], Large iron Shield(206)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 056: HP: 940, STR: 575569, VIT: 243, SPD: 64, LUK: 1, Attack: 659692, Defense: 84119, Current HP: 940, A Avg: 1754780, D Avg: 84119, [Pinpoint(112)[630, 630, 630], Magic Shield(207)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 055: HP: 1282, STR: 575569, VIT: 316, SPD: 64, LUK: 1, Attack: 659692, Defense: 84153, Current HP: 1282, A Avg: 1754780, D Avg: 84153, [Pinpoint(112)[630, 630, 630], Emerald Shield(209)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 054: HP: 1000, STR: 575569, VIT: 180, SPD: 64, LUK: 1, Attack: 659692, Defense: 83952, Current HP: 1000, A Avg: 1754780, D Avg: 83952, [Pinpoint(112)[630, 630, 630], Clear Shield(211)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 053: HP: 1040, STR: 575569, VIT: 243, SPD: 64, LUK: 1, Attack: 659692, Defense: 84262, Current HP: 1040, A Avg: 1754780, D Avg: 84262, [Pinpoint(112)[630, 630, 630], Prism Shield(212)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 052: HP: 969, STR: 575569, VIT: 192, SPD: 64, LUK: 1, Attack: 659692, Defense: 84120, Current HP: 969, A Avg: 1754780, D Avg: 84120, [Pinpoint(112)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 051: HP: 1586, STR: 575569, VIT: 438, SPD: 64, LUK: 1, Attack: 659692, Defense: 85000, Current HP: 1586, A Avg: 1754780, D Avg: 85000, [Pinpoint(112)[630, 630, 630], Slime Shield(221)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 050: HP: 1523, STR: 575569, VIT: 183, SPD: 64, LUK: 1, Attack: 659692, Defense: 84111, Current HP: 1523, A Avg: 1754780, D Avg: 84111, [Pinpoint(112)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 049: HP: 940, STR: 575569, VIT: 787, SPD: 64, LUK: 1, Attack: 659692, Defense: 87575, Current HP: 940, A Avg: 1754780, D Avg: 87575, [Pinpoint(112)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 048: HP: 2954, STR: 575569, VIT: 117, SPD: 64, LUK: 1, Attack: 659692, Defense: 86034, Current HP: 2954, A Avg: 1754780, D Avg: 86034, [Pinpoint(112)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 047: HP: 1804, STR: 575569, VIT: 516, SPD: 64, LUK: 1, Attack: 659692, Defense: 85250, Current HP: 1804, A Avg: 1754780, D Avg: 85250, [Pinpoint(112)[630, 630, 630], Slafield(232)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 046: HP: 1470, STR: 575569, VIT: 438, SPD: 64, LUK: 1, Attack: 659692, Defense: 85913, Current HP: 1470, A Avg: 1754780, D Avg: 85913, [Pinpoint(112)[630, 630, 630], Mist Shield(233)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 045: HP: 1083, STR: 575569, VIT: 780, SPD: 64, LUK: 1, Attack: 659692, Defense: 85748, Current HP: 1083, A Avg: 1754780, D Avg: 85748, [Pinpoint(112)[630, 630, 630], Huge Shield(234)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 044: HP: 1007, STR: 575569, VIT: 846, SPD: 64, LUK: 1, Attack: 659692, Defense: 87686, Current HP: 1007, A Avg: 1754780, D Avg: 87686, [Pinpoint(112)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 043: HP: 2110, STR: 575569, VIT: 672, SPD: 64, LUK: 1, Attack: 659692, Defense: 88097, Current HP: 2110, A Avg: 1754780, D Avg: 88097, [Pinpoint(112)[630, 630, 630], Cloud Shield(241)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 042: HP: 893, STR: 575569, VIT: 110, SPD: 64, LUK: 1, Attack: 659692, Defense: 86899, Current HP: 893, A Avg: 1754780, D Avg: 86899, [Pinpoint(112)[630, 630, 630], Graffiti(243)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 041: HP: 893, STR: 575569, VIT: 1358, SPD: 64, LUK: 1, Attack: 659692, Defense: 91136, Current HP: 893, A Avg: 1754780, D Avg: 91136, [Pinpoint(112)[630, 630, 630], Blank Shield(244)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 040: HP: 1368, STR: 575569, VIT: 1944, SPD: 64, LUK: 1, Attack: 659692, Defense: 88732, Current HP: 1368, A Avg: 1754780, D Avg: 88732, [Pinpoint(112)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 039: HP: 1178, STR: 575569, VIT: 625, SPD: 68, LUK: 1, Attack: 659692, Defense: 86503, Current HP: 1178, A Avg: 1754780, D Avg: 86503, [Pinpoint(112)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 038: HP: 2010, STR: 575569, VIT: 600, SPD: 64, LUK: 1, Attack: 659692, Defense: 86816, Current HP: 2010, A Avg: 1754780, D Avg: 86816, [Pinpoint(112)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 037: HP: 1340, STR: 575569, VIT: 680, SPD: 64, LUK: 1, Attack: 659692, Defense: 87715, Current HP: 1340, A Avg: 1754780, D Avg: 87715, [Pinpoint(112)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 036: HP: 940, STR: 575569, VIT: 859, SPD: 64, LUK: 1, Attack: 659692, Defense: 87907, Current HP: 940, A Avg: 1754780, D Avg: 87907, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
