Rank 1000: HP: 440, STR: 289436, VIT: 99, SPD: 16, LUK: 1, Attack: 374014, Defense: 84118, Current HP: 440, A Avg: 994877, D Avg: 84118, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 102: HP: 323, STR: 347392, VIT: 264, SPD: 16, LUK: 1, Attack: 432180, Defense: 88092, Current HP: 323, A Avg: 1149598, D Avg: 88092, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 101: HP: 756, STR: 347288, VIT: 243, SPD: 16, LUK: 1, Attack: 432217, Defense: 86459, Current HP: 756, A Avg: 1149697, D Avg: 86459, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 100: HP: 541, STR: 346704, VIT: 251, SPD: 16, LUK: 1, Attack: 432244, Defense: 85479, Current HP: 541, A Avg: 1149769, D Avg: 85479, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 099: HP: 661, STR: 347432, VIT: 294, SPD: 16, LUK: 1, Attack: 432361, Defense: 86510, Current HP: 661, A Avg: 1150080, D Avg: 86510, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 098: HP: 1073, STR: 347914, VIT: 464, SPD: 16, LUK: 1, Attack: 432414, Defense: 85328, Current HP: 1073, A Avg: 1150221, D Avg: 85328, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 097: HP: 978, STR: 348058, VIT: 515, SPD: 16, LUK: 1, Attack: 432558, Defense: 85379, Current HP: 978, A Avg: 1150604, D Avg: 85379, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 096: HP: 724, STR: 346874, VIT: 296, SPD: 16, LUK: 1, Attack: 432752, Defense: 85030, Current HP: 724, A Avg: 1151120, D Avg: 85030, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 095: HP: 260, STR: 346251, VIT: 566, SPD: 16, LUK: 1, Attack: 432779, Defense: 87354, Current HP: 260, A Avg: 1151192, D Avg: 87354, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 094: HP: 608, STR: 347478, VIT: 326, SPD: 16, LUK: 1, Attack: 432812, Defense: 88154, Current HP: 608, A Avg: 1151279, D Avg: 88154, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 093: HP: 839, STR: 347885, VIT: 116, SPD: 17, LUK: 1, Attack: 432851, Defense: 86904, Current HP: 839, A Avg: 1151383, D Avg: 86904, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 092: HP: 624, STR: 347018, VIT: 344, SPD: 16, LUK: 1, Attack: 432896, Defense: 85078, Current HP: 624, A Avg: 1151503, D Avg: 85078, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 091: HP: 744, STR: 348029, VIT: 164, SPD: 17, LUK: 1, Attack: 432995, Defense: 86952, Current HP: 744, A Avg: 1151766, D Avg: 86952, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 090: HP: 655, STR: 346683, VIT: 465, SPD: 17, LUK: 1, Attack: 433172, Defense: 84887, Current HP: 655, A Avg: 1152237, D Avg: 84887, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 089: HP: 560, STR: 346827, VIT: 513, SPD: 17, LUK: 1, Attack: 433316, Defense: 84935, Current HP: 560, A Avg: 1152620, D Avg: 84935, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 088: HP: 418, STR: 347887, VIT: 174, SPD: 16, LUK: 1, Attack: 433427, Defense: 88002, Current HP: 418, A Avg: 1152915, D Avg: 88002, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 087: HP: 1570, STR: 347057, VIT: 729, SPD: 16, LUK: 1, Attack: 434885, Defense: 88154, Current HP: 1570, A Avg: 1156794, D Avg: 88154, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 086: HP: 1470, STR: 347201, VIT: 777, SPD: 16, LUK: 1, Attack: 435029, Defense: 88202, Current HP: 1470, A Avg: 1157177, D Avg: 88202, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 085: HP: 1558, STR: 349858, VIT: 568, SPD: 16, LUK: 1, Attack: 435671, Defense: 90346, Current HP: 1558, A Avg: 1158884, D Avg: 90346, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 084: HP: 1463, STR: 350002, VIT: 616, SPD: 16, LUK: 1, Attack: 435815, Defense: 90394, Current HP: 1463, A Avg: 1159267, D Avg: 90394, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 083: HP: 1016, STR: 345934, VIT: 211, SPD: 16, LUK: 1, Attack: 438120, Defense: 87129, Current HP: 1016, A Avg: 1165399, D Avg: 87129, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 082: HP: 921, STR: 346078, VIT: 259, SPD: 16, LUK: 1, Attack: 438264, Defense: 87177, Current HP: 921, A Avg: 1165782, D Avg: 87177, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 081: HP: 893, STR: 355799, VIT: 612, SPD: 16, LUK: 1, Attack: 439675, Defense: 88180, Current HP: 893, A Avg: 1169535, D Avg: 88180, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 080: HP: 798, STR: 355947, VIT: 660, SPD: 16, LUK: 1, Attack: 439823, Defense: 88228, Current HP: 798, A Avg: 1169929, D Avg: 88228, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 079: HP: 893, STR: 355851, VIT: 612, SPD: 16, LUK: 1, Attack: 440000, Defense: 88180, Current HP: 893, A Avg: 1170399, D Avg: 88180, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 078: HP: 798, STR: 355999, VIT: 660, SPD: 16, LUK: 1, Attack: 440148, Defense: 88228, Current HP: 798, A Avg: 1170793, D Avg: 88228, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 077: HP: 608, STR: 350247, VIT: 94, SPD: 16, LUK: 1, Attack: 440156, Defense: 87922, Current HP: 608, A Avg: 1170814, D Avg: 87922, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 076: HP: 619, STR: 355743, VIT: 265, SPD: 16, LUK: 1, Attack: 441387, Defense: 84765, Current HP: 619, A Avg: 1174089, D Avg: 84765, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 075: HP: 524, STR: 355891, VIT: 313, SPD: 16, LUK: 1, Attack: 441535, Defense: 84813, Current HP: 524, A Avg: 1174483, D Avg: 84813, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 074: HP: 456, STR: 356158, VIT: 974, SPD: 16, LUK: 1, Attack: 442036, Defense: 86644, Current HP: 456, A Avg: 1175815, D Avg: 86644, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 073: HP: 351, STR: 356916, VIT: 187, SPD: 16, LUK: 1, Attack: 443967, Defense: 85415, Current HP: 351, A Avg: 1180952, D Avg: 85415, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 072: HP: 703, STR: 360280, VIT: 126, SPD: 16, LUK: 1, Attack: 450189, Defense: 87954, Current HP: 703, A Avg: 1197502, D Avg: 87954, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 071: HP: 608, STR: 360428, VIT: 174, SPD: 16, LUK: 1, Attack: 450337, Defense: 88002, Current HP: 608, A Avg: 1197896, D Avg: 88002, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 070: HP: 497, STR: 374552, VIT: 81, SPD: 16, LUK: 1, Attack: 458278, Defense: 84009, Current HP: 497, A Avg: 1219019, D Avg: 84009, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 069: HP: 497, STR: 374552, VIT: 81, SPD: 16, LUK: 1, Attack: 458317, Defense: 84009, Current HP: 497, A Avg: 1219123, D Avg: 84009, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 068: HP: 340, STR: 374552, VIT: 62, SPD: 16, LUK: 1, Attack: 458320, Defense: 83795, Current HP: 340, A Avg: 1219131, D Avg: 83795, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 067: HP: 811, STR: 374641, VIT: 634, SPD: 16, LUK: 1, Attack: 458457, Defense: 87422, Current HP: 811, A Avg: 1219495, D Avg: 87422, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 066: HP: 760, STR: 374641, VIT: 440, SPD: 16, LUK: 1, Attack: 458530, Defense: 87475, Current HP: 760, A Avg: 1219689, D Avg: 87475, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 065: HP: 507, STR: 374587, VIT: 81, SPD: 16, LUK: 1, Attack: 458580, Defense: 84009, Current HP: 507, A Avg: 1219822, D Avg: 84009, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 064: HP: 408, STR: 374641, VIT: 90, SPD: 16, LUK: 1, Attack: 458640, Defense: 84018, Current HP: 408, A Avg: 1219982, D Avg: 84018, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 063: HP: 760, STR: 374676, VIT: 440, SPD: 16, LUK: 1, Attack: 458682, Defense: 87475, Current HP: 760, A Avg: 1220094, D Avg: 87475, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 062: HP: 760, STR: 374957, VIT: 244, SPD: 16, LUK: 1, Attack: 458781, Defense: 86356, Current HP: 760, A Avg: 1220357, D Avg: 86356, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 061: HP: 340, STR: 374680, VIT: 62, SPD: 16, LUK: 1, Attack: 458803, Defense: 83785, Current HP: 340, A Avg: 1220415, D Avg: 83785, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 060: HP: 340, STR: 374680, VIT: 62, SPD: 16, LUK: 1, Attack: 458803, Defense: 83795, Current HP: 340, A Avg: 1220415, D Avg: 83795, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 059: HP: 323, STR: 374680, VIT: 74, SPD: 16, LUK: 1, Attack: 458803, Defense: 83943, Current HP: 323, A Avg: 1220415, D Avg: 83943, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 058: HP: 323, STR: 374680, VIT: 79, SPD: 16, LUK: 1, Attack: 458803, Defense: 83883, Current HP: 323, A Avg: 1220415, D Avg: 83883, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 057: HP: 323, STR: 374680, VIT: 81, SPD: 16, LUK: 1, Attack: 458803, Defense: 83944, Current HP: 323, A Avg: 1220415, D Avg: 83944, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 056: HP: 323, STR: 374680, VIT: 98, SPD: 16, LUK: 1, Attack: 458803, Defense: 83987, Current HP: 323, A Avg: 1220415, D Avg: 83987, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 055: HP: 340, STR: 374680, VIT: 99, SPD: 16, LUK: 1, Attack: 458803, Defense: 83975, Current HP: 340, A Avg: 1220415, D Avg: 83975, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 054: HP: 427, STR: 374680, VIT: 112, SPD: 16, LUK: 1, Attack: 458803, Defense: 83949, Current HP: 427, A Avg: 1220415, D Avg: 83949, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 053: HP: 400, STR: 374680, VIT: 84, SPD: 16, LUK: 1, Attack: 458803, Defense: 83856, Current HP: 400, A Avg: 1220415, D Avg: 83856, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 052: HP: 440, STR: 374680, VIT: 99, SPD: 16, LUK: 1, Attack: 458803, Defense: 84118, Current HP: 440, A Avg: 1220415, D Avg: 84118, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 051: HP: 399, STR: 374680, VIT: 90, SPD: 16, LUK: 1, Attack: 458803, Defense: 84018, Current HP: 399, A Avg: 1220415, D Avg: 84018, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 050: HP: 566, STR: 374680, VIT: 150, SPD: 16, LUK: 1, Attack: 458803, Defense: 84712, Current HP: 566, A Avg: 1220415, D Avg: 84712, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 049: HP: 497, STR: 374680, VIT: 81, SPD: 16, LUK: 1, Attack: 458803, Defense: 84009, Current HP: 497, A Avg: 1220415, D Avg: 84009, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 048: HP: 340, STR: 374680, VIT: 403, SPD: 16, LUK: 1, Attack: 458803, Defense: 87191, Current HP: 340, A Avg: 1220415, D Avg: 87191, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 047: HP: 1529, STR: 374680, VIT: 66, SPD: 16, LUK: 1, Attack: 458803, Defense: 85983, Current HP: 1529, A Avg: 1220415, D Avg: 85983, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 046: HP: 724, STR: 374680, VIT: 180, SPD: 16, LUK: 1, Attack: 458803, Defense: 84914, Current HP: 724, A Avg: 1220415, D Avg: 84914, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 045: HP: 570, STR: 374680, VIT: 150, SPD: 16, LUK: 1, Attack: 458803, Defense: 85625, Current HP: 570, A Avg: 1220415, D Avg: 85625, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 044: HP: 513, STR: 374680, VIT: 219, SPD: 16, LUK: 1, Attack: 458803, Defense: 85187, Current HP: 513, A Avg: 1220415, D Avg: 85187, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 043: HP: 437, STR: 374680, VIT: 318, SPD: 16, LUK: 1, Attack: 458803, Defense: 87158, Current HP: 437, A Avg: 1220415, D Avg: 87158, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 042: HP: 610, STR: 374680, VIT: 192, SPD: 16, LUK: 1, Attack: 458803, Defense: 87617, Current HP: 610, A Avg: 1220415, D Avg: 87617, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 041: HP: 323, STR: 374680, VIT: 62, SPD: 16, LUK: 1, Attack: 458803, Defense: 86851, Current HP: 323, A Avg: 1220415, D Avg: 86851, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 040: HP: 323, STR: 374680, VIT: 350, SPD: 16, LUK: 1, Attack: 458803, Defense: 90128, Current HP: 323, A Avg: 1220415, D Avg: 90128, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 039: HP: 798, STR: 374680, VIT: 618, SPD: 16, LUK: 1, Attack: 458803, Defense: 87406, Current HP: 798, A Avg: 1220415, D Avg: 87406, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 038: HP: 608, STR: 374680, VIT: 193, SPD: 17, LUK: 1, Attack: 458803, Defense: 86071, Current HP: 608, A Avg: 1220415, D Avg: 86071, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 037: HP: 756, STR: 374680, VIT: 243, SPD: 16, LUK: 1, Attack: 458803, Defense: 86459, Current HP: 756, A Avg: 1220415, D Avg: 86459, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 036: HP: 740, STR: 374680, VIT: 440, SPD: 16, LUK: 1, Attack: 458803, Defense: 87475, Current HP: 740, A Avg: 1220415, D Avg: 87475, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 035: HP: 340, STR: 374680, VIT: 235, SPD: 16, LUK: 1, Attack: 458803, Defense: 87283, Current HP: 340, A Avg: 1220415, D Avg: 87283, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 034: HP: 450, STR: 374719, VIT: 120, SPD: 16, LUK: 1, Attack: 458842, Defense: 84061, Current HP: 450, A Avg: 1220519, D Avg: 84061, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 033: HP: 524, STR: 374743, VIT: 158, SPD: 16, LUK: 1, Attack: 458853, Defense: 84086, Current HP: 524, A Avg: 1220548, D Avg: 84086, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 032: HP: 323, STR: 374735, VIT: 99, SPD: 17, LUK: 1, Attack: 458858, Defense: 84124, Current HP: 323, A Avg: 1220562, D Avg: 84124, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 031: HP: 503, STR: 374754, VIT: 122, SPD: 16, LUK: 1, Attack: 458877, Defense: 84362, Current HP: 503, A Avg: 1220612, D Avg: 84362, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 030: HP: 456, STR: 374766, VIT: 155, SPD: 16, LUK: 1, Attack: 458889, Defense: 85773, Current HP: 456, A Avg: 1220644, D Avg: 85773, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 029: HP: 391, STR: 374770, VIT: 275, SPD: 16, LUK: 1, Attack: 458893, Defense: 85113, Current HP: 391, A Avg: 1220655, D Avg: 85113, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 028: HP: 503, STR: 374809, VIT: 290, SPD: 16, LUK: 1, Attack: 458932, Defense: 87091, Current HP: 503, A Avg: 1220759, D Avg: 87091, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 027: HP: 503, STR: 374809, VIT: 137, SPD: 16, LUK: 1, Attack: 458932, Defense: 85001, Current HP: 503, A Avg: 1220759, D Avg: 85001, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 026: HP: 427, STR: 374809, VIT: 150, SPD: 17, LUK: 1, Attack: 458932, Defense: 84572, Current HP: 427, A Avg: 1220759, D Avg: 84572, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 025: HP: 520, STR: 374692, VIT: 462, SPD: 16, LUK: 1, Attack: 459010, Defense: 87250, Current HP: 520, A Avg: 1220966, D Avg: 87250, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 024: HP: 361, STR: 374891, VIT: 196, SPD: 16, LUK: 1, Attack: 459014, Defense: 84787, Current HP: 361, A Avg: 1220977, D Avg: 84787, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 023: HP: 446, STR: 374891, VIT: 211, SPD: 16, LUK: 1, Attack: 459014, Defense: 87129, Current HP: 446, A Avg: 1220977, D Avg: 87129, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 022: HP: 760, STR: 375051, VIT: 244, SPD: 16, LUK: 1, Attack: 459174, Defense: 86356, Current HP: 760, A Avg: 1221402, D Avg: 86356, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 021: HP: 703, STR: 375090, VIT: 397, SPD: 16, LUK: 1, Attack: 459213, Defense: 85391, Current HP: 703, A Avg: 1221506, D Avg: 85391, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 020: HP: 870, STR: 374712, VIT: 476, SPD: 16, LUK: 1, Attack: 459225, Defense: 87511, Current HP: 870, A Avg: 1221538, D Avg: 87511, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 019: HP: 540, STR: 374840, VIT: 491, SPD: 16, LUK: 1, Attack: 459490, Defense: 87279, Current HP: 540, A Avg: 1222243, D Avg: 87279, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 018: HP: 703, STR: 374961, VIT: 397, SPD: 16, LUK: 1, Attack: 459802, Defense: 85391, Current HP: 703, A Avg: 1223073, D Avg: 85391, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 017: HP: 323, STR: 375706, VIT: 62, SPD: 17, LUK: 1, Attack: 459829, Defense: 84198, Current HP: 323, A Avg: 1223145, D Avg: 84198, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 016: HP: 579, STR: 374801, VIT: 198, SPD: 16, LUK: 1, Attack: 460133, Defense: 84126, Current HP: 579, A Avg: 1223953, D Avg: 84126, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 015: HP: 323, STR: 376131, VIT: 62, SPD: 17, LUK: 1, Attack: 460254, Defense: 84406, Current HP: 323, A Avg: 1224275, D Avg: 84406, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 014: HP: 684, STR: 376767, VIT: 62, SPD: 17, LUK: 1, Attack: 460890, Defense: 86850, Current HP: 684, A Avg: 1225967, D Avg: 86850, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 013: HP: 360, STR: 374949, VIT: 518, SPD: 16, LUK: 1, Attack: 461477, Defense: 87306, Current HP: 360, A Avg: 1227528, D Avg: 87306, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 012: HP: 342, STR: 384288, VIT: 99, SPD: 16, LUK: 1, Attack: 468411, Defense: 84105, Current HP: 342, A Avg: 1245973, D Avg: 84105, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
