Rank 1000: HP: 1064, STR: 288928, VIT: 539, SPD: 42, LUK: 1, Attack: 374897, Defense: 86417, Current HP: 1064, A Avg: 997226, D Avg: 86417, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 114: HP: 703, STR: 347672, VIT: 2358, SPD: 40, LUK: 1, Attack: 433212, Defense: 88028, Current HP: 703, A Avg: 1152343, D Avg: 88028, [Zodiac(184)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 113: HP: 560, STR: 346737, VIT: 950, SPD: 40, LUK: 1, Attack: 433265, Defense: 87738, Current HP: 560, A Avg: 1152484, D Avg: 87738, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 112: HP: 1178, STR: 347956, VIT: 710, SPD: 40, LUK: 1, Attack: 433290, Defense: 84898, Current HP: 1178, A Avg: 1152551, D Avg: 84898, [Impulse(166)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 111: HP: 874, STR: 348532, VIT: 796, SPD: 40, LUK: 1, Attack: 433320, Defense: 86024, Current HP: 874, A Avg: 1152631, D Avg: 86024, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 110: HP: 1383, STR: 348422, VIT: 421, SPD: 40, LUK: 1, Attack: 433351, Defense: 86637, Current HP: 1383, A Avg: 1152713, D Avg: 86637, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 109: HP: 832, STR: 347818, VIT: 523, SPD: 40, LUK: 1, Attack: 433358, Defense: 85023, Current HP: 832, A Avg: 1152732, D Avg: 85023, [Zodiac(184)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 108: HP: 1288, STR: 348566, VIT: 472, SPD: 40, LUK: 1, Attack: 433495, Defense: 86688, Current HP: 1288, A Avg: 1153096, D Avg: 86688, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 107: HP: 1501, STR: 349102, VIT: 795, SPD: 40, LUK: 1, Attack: 433602, Defense: 85659, Current HP: 1501, A Avg: 1153381, D Avg: 85659, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 106: HP: 1273, STR: 348102, VIT: 1334, SPD: 40, LUK: 1, Attack: 433642, Defense: 88902, Current HP: 1273, A Avg: 1153487, D Avg: 88902, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 105: HP: 722, STR: 348110, VIT: 484, SPD: 40, LUK: 1, Attack: 433650, Defense: 84347, Current HP: 722, A Avg: 1153508, D Avg: 84347, [Zodiac(184)[230, 230, 230], Small Sword(218)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 104: HP: 1406, STR: 349246, VIT: 846, SPD: 40, LUK: 1, Attack: 433746, Defense: 85710, Current HP: 1406, A Avg: 1153764, D Avg: 85710, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 103: HP: 740, STR: 349250, VIT: 171, SPD: 40, LUK: 1, Attack: 433828, Defense: 84190, Current HP: 740, A Avg: 1153982, D Avg: 84190, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 102: HP: 988, STR: 348317, VIT: 523, SPD: 40, LUK: 1, Attack: 433857, Defense: 84412, Current HP: 988, A Avg: 1154059, D Avg: 84412, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 101: HP: 896, STR: 348355, VIT: 531, SPD: 40, LUK: 1, Attack: 433895, Defense: 84537, Current HP: 896, A Avg: 1154160, D Avg: 84537, [Zodiac(184)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 100: HP: 1083, STR: 347439, VIT: 921, SPD: 42, LUK: 1, Attack: 433928, Defense: 85343, Current HP: 1083, A Avg: 1154248, D Avg: 85343, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 099: HP: 1444, STR: 348618, VIT: 883, SPD: 40, LUK: 1, Attack: 433952, Defense: 86111, Current HP: 1444, A Avg: 1154312, D Avg: 86111, [Impulse(166)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 098: HP: 640, STR: 349394, VIT: 219, SPD: 40, LUK: 1, Attack: 433972, Defense: 84238, Current HP: 640, A Avg: 1154365, D Avg: 84238, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 097: HP: 1637, STR: 349073, VIT: 212, SPD: 42, LUK: 1, Attack: 434039, Defense: 87000, Current HP: 1637, A Avg: 1154543, D Avg: 87000, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 096: HP: 988, STR: 347583, VIT: 969, SPD: 42, LUK: 1, Attack: 434072, Defense: 85391, Current HP: 988, A Avg: 1154631, D Avg: 85391, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 095: HP: 1542, STR: 349217, VIT: 260, SPD: 42, LUK: 1, Attack: 434183, Defense: 87048, Current HP: 1542, A Avg: 1154926, D Avg: 87048, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 094: HP: 1264, STR: 348818, VIT: 656, SPD: 40, LUK: 1, Attack: 434696, Defense: 85390, Current HP: 1264, A Avg: 1156291, D Avg: 85390, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 093: HP: 1164, STR: 348962, VIT: 704, SPD: 40, LUK: 1, Attack: 434840, Defense: 85438, Current HP: 1164, A Avg: 1156674, D Avg: 85438, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 092: HP: 703, STR: 349332, VIT: 438, SPD: 40, LUK: 1, Attack: 434872, Defense: 84626, Current HP: 703, A Avg: 1156759, D Avg: 84626, [Zodiac(184)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 091: HP: 608, STR: 350682, VIT: 624, SPD: 40, LUK: 1, Attack: 435470, Defense: 88452, Current HP: 608, A Avg: 1158350, D Avg: 88452, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 090: HP: 969, STR: 349994, VIT: 611, SPD: 40, LUK: 1, Attack: 435534, Defense: 85839, Current HP: 969, A Avg: 1158520, D Avg: 85839, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 089: HP: 1178, STR: 350768, VIT: 710, SPD: 40, LUK: 1, Attack: 436102, Defense: 88538, Current HP: 1178, A Avg: 1160031, D Avg: 88538, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 088: HP: 2920, STR: 348407, VIT: 1545, SPD: 40, LUK: 1, Attack: 436235, Defense: 88970, Current HP: 2920, A Avg: 1160385, D Avg: 88970, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 087: HP: 2820, STR: 348551, VIT: 1593, SPD: 40, LUK: 1, Attack: 436379, Defense: 89018, Current HP: 2820, A Avg: 1160768, D Avg: 89018, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 086: HP: 3268, STR: 350776, VIT: 1168, SPD: 40, LUK: 1, Attack: 436589, Defense: 90946, Current HP: 3268, A Avg: 1161326, D Avg: 90946, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 085: HP: 3173, STR: 350920, VIT: 1216, SPD: 40, LUK: 1, Attack: 436733, Defense: 90994, Current HP: 3173, A Avg: 1161709, D Avg: 90994, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 084: HP: 703, STR: 352144, VIT: 438, SPD: 40, LUK: 1, Attack: 437684, Defense: 88266, Current HP: 703, A Avg: 1164239, D Avg: 88266, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 083: HP: 1444, STR: 346312, VIT: 403, SPD: 40, LUK: 1, Attack: 438498, Defense: 87321, Current HP: 1444, A Avg: 1166404, D Avg: 87321, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 082: HP: 1349, STR: 346456, VIT: 451, SPD: 40, LUK: 1, Attack: 438642, Defense: 87369, Current HP: 1349, A Avg: 1166787, D Avg: 87369, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 081: HP: 1178, STR: 355965, VIT: 1020, SPD: 40, LUK: 1, Attack: 439841, Defense: 88588, Current HP: 1178, A Avg: 1169977, D Avg: 88588, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 080: HP: 1083, STR: 356113, VIT: 1068, SPD: 40, LUK: 1, Attack: 439989, Defense: 88636, Current HP: 1083, A Avg: 1170370, D Avg: 88636, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 079: HP: 1178, STR: 356073, VIT: 1020, SPD: 40, LUK: 1, Attack: 440222, Defense: 88588, Current HP: 1178, A Avg: 1170990, D Avg: 88588, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 078: HP: 1083, STR: 356221, VIT: 1068, SPD: 40, LUK: 1, Attack: 440370, Defense: 88636, Current HP: 1083, A Avg: 1171384, D Avg: 88636, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 077: HP: 1303, STR: 356354, VIT: 601, SPD: 40, LUK: 1, Attack: 441998, Defense: 85101, Current HP: 1303, A Avg: 1175714, D Avg: 85101, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 076: HP: 1208, STR: 356502, VIT: 649, SPD: 40, LUK: 1, Attack: 442146, Defense: 85149, Current HP: 1208, A Avg: 1176108, D Avg: 85149, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 075: HP: 741, STR: 357323, VIT: 2438, SPD: 40, LUK: 1, Attack: 443201, Defense: 88108, Current HP: 741, A Avg: 1178914, D Avg: 88108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 074: HP: 893, STR: 353666, VIT: 118, SPD: 40, LUK: 1, Attack: 443575, Defense: 87946, Current HP: 893, A Avg: 1179909, D Avg: 87946, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 073: HP: 779, STR: 358359, VIT: 307, SPD: 40, LUK: 1, Attack: 445410, Defense: 85535, Current HP: 779, A Avg: 1184790, D Avg: 85535, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 072: HP: 988, STR: 363221, VIT: 150, SPD: 40, LUK: 1, Attack: 453130, Defense: 87978, Current HP: 988, A Avg: 1205325, D Avg: 87978, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 071: HP: 893, STR: 363369, VIT: 198, SPD: 40, LUK: 1, Attack: 453278, Defense: 88026, Current HP: 893, A Avg: 1205719, D Avg: 88026, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 070: HP: 1010, STR: 374610, VIT: 132, SPD: 40, LUK: 1, Attack: 458336, Defense: 84060, Current HP: 1010, A Avg: 1219173, D Avg: 84060, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 069: HP: 1010, STR: 374610, VIT: 132, SPD: 40, LUK: 1, Attack: 458375, Defense: 84060, Current HP: 1010, A Avg: 1219277, D Avg: 84060, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 068: HP: 640, STR: 374610, VIT: 86, SPD: 40, LUK: 1, Attack: 458378, Defense: 83819, Current HP: 640, A Avg: 1219285, D Avg: 83819, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 067: HP: 1096, STR: 374817, VIT: 1322, SPD: 40, LUK: 1, Attack: 458633, Defense: 88110, Current HP: 1096, A Avg: 1219963, D Avg: 88110, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 066: HP: 1020, STR: 374704, VIT: 132, SPD: 40, LUK: 1, Attack: 458697, Defense: 84060, Current HP: 1020, A Avg: 1220134, D Avg: 84060, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 065: HP: 1060, STR: 374817, VIT: 560, SPD: 40, LUK: 1, Attack: 458706, Defense: 87595, Current HP: 1060, A Avg: 1220157, D Avg: 87595, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 064: HP: 693, STR: 374817, VIT: 141, SPD: 40, LUK: 1, Attack: 458816, Defense: 84069, Current HP: 693, A Avg: 1220450, D Avg: 84069, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 063: HP: 1060, STR: 374910, VIT: 560, SPD: 40, LUK: 1, Attack: 458916, Defense: 87595, Current HP: 1060, A Avg: 1220716, D Avg: 87595, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 062: HP: 640, STR: 374856, VIT: 86, SPD: 40, LUK: 1, Attack: 458979, Defense: 83809, Current HP: 640, A Avg: 1220884, D Avg: 83809, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 061: HP: 640, STR: 374856, VIT: 86, SPD: 40, LUK: 1, Attack: 458979, Defense: 83819, Current HP: 640, A Avg: 1220884, D Avg: 83819, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 060: HP: 608, STR: 374856, VIT: 100, SPD: 40, LUK: 1, Attack: 458979, Defense: 83969, Current HP: 608, A Avg: 1220884, D Avg: 83969, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 059: HP: 608, STR: 374856, VIT: 105, SPD: 40, LUK: 1, Attack: 458979, Defense: 83909, Current HP: 608, A Avg: 1220884, D Avg: 83909, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 058: HP: 608, STR: 374856, VIT: 132, SPD: 40, LUK: 1, Attack: 458979, Defense: 83995, Current HP: 608, A Avg: 1220884, D Avg: 83995, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 057: HP: 608, STR: 374856, VIT: 149, SPD: 40, LUK: 1, Attack: 458979, Defense: 84038, Current HP: 608, A Avg: 1220884, D Avg: 84038, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 056: HP: 640, STR: 374856, VIT: 171, SPD: 40, LUK: 1, Attack: 458979, Defense: 84047, Current HP: 640, A Avg: 1220884, D Avg: 84047, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 055: HP: 855, STR: 374856, VIT: 214, SPD: 40, LUK: 1, Attack: 458979, Defense: 84051, Current HP: 855, A Avg: 1220884, D Avg: 84051, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 054: HP: 700, STR: 374856, VIT: 132, SPD: 40, LUK: 1, Attack: 458979, Defense: 83904, Current HP: 700, A Avg: 1220884, D Avg: 83904, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 053: HP: 740, STR: 374856, VIT: 171, SPD: 40, LUK: 1, Attack: 458979, Defense: 84190, Current HP: 740, A Avg: 1220884, D Avg: 84190, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 052: HP: 684, STR: 374856, VIT: 141, SPD: 40, LUK: 1, Attack: 458979, Defense: 84069, Current HP: 684, A Avg: 1220884, D Avg: 84069, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 051: HP: 1076, STR: 374856, VIT: 294, SPD: 40, LUK: 1, Attack: 458979, Defense: 84856, Current HP: 1076, A Avg: 1220884, D Avg: 84856, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 050: HP: 1010, STR: 374856, VIT: 132, SPD: 40, LUK: 1, Attack: 458979, Defense: 84060, Current HP: 1010, A Avg: 1220884, D Avg: 84060, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 049: HP: 640, STR: 374856, VIT: 595, SPD: 40, LUK: 1, Attack: 458979, Defense: 87383, Current HP: 640, A Avg: 1220884, D Avg: 87383, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 048: HP: 2242, STR: 374856, VIT: 91, SPD: 40, LUK: 1, Attack: 458979, Defense: 86008, Current HP: 2242, A Avg: 1220884, D Avg: 86008, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 047: HP: 1264, STR: 374856, VIT: 348, SPD: 40, LUK: 1, Attack: 458979, Defense: 85082, Current HP: 1264, A Avg: 1220884, D Avg: 85082, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 046: HP: 1020, STR: 374856, VIT: 294, SPD: 40, LUK: 1, Attack: 458979, Defense: 85769, Current HP: 1020, A Avg: 1220884, D Avg: 85769, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 045: HP: 798, STR: 374856, VIT: 499, SPD: 40, LUK: 1, Attack: 458979, Defense: 85467, Current HP: 798, A Avg: 1220884, D Avg: 85467, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 044: HP: 722, STR: 374856, VIT: 582, SPD: 40, LUK: 1, Attack: 458979, Defense: 87422, Current HP: 722, A Avg: 1220884, D Avg: 87422, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 043: HP: 1360, STR: 374856, VIT: 432, SPD: 40, LUK: 1, Attack: 458979, Defense: 87857, Current HP: 1360, A Avg: 1220884, D Avg: 87857, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 042: HP: 608, STR: 374856, VIT: 86, SPD: 40, LUK: 1, Attack: 458979, Defense: 86875, Current HP: 608, A Avg: 1220884, D Avg: 86875, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 041: HP: 608, STR: 374856, VIT: 854, SPD: 40, LUK: 1, Attack: 458979, Defense: 90632, Current HP: 608, A Avg: 1220884, D Avg: 90632, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 040: HP: 1083, STR: 374856, VIT: 1281, SPD: 40, LUK: 1, Attack: 458979, Defense: 88069, Current HP: 1083, A Avg: 1220884, D Avg: 88069, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 039: HP: 893, STR: 374856, VIT: 409, SPD: 42, LUK: 1, Attack: 458979, Defense: 86287, Current HP: 893, A Avg: 1220884, D Avg: 86287, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 038: HP: 1383, STR: 374856, VIT: 421, SPD: 40, LUK: 1, Attack: 458979, Defense: 86637, Current HP: 1383, A Avg: 1220884, D Avg: 86637, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 037: HP: 1040, STR: 374856, VIT: 560, SPD: 40, LUK: 1, Attack: 458979, Defense: 87595, Current HP: 1040, A Avg: 1220884, D Avg: 87595, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 036: HP: 640, STR: 374856, VIT: 547, SPD: 40, LUK: 1, Attack: 458979, Defense: 87595, Current HP: 640, A Avg: 1220884, D Avg: 87595, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 035: HP: 820, STR: 374895, VIT: 222, SPD: 40, LUK: 1, Attack: 459018, Defense: 84163, Current HP: 820, A Avg: 1220987, D Avg: 84163, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 034: HP: 608, STR: 374969, VIT: 171, SPD: 42, LUK: 1, Attack: 459092, Defense: 84196, Current HP: 608, A Avg: 1221184, D Avg: 84196, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 033: HP: 931, STR: 374988, VIT: 224, SPD: 40, LUK: 1, Attack: 459111, Defense: 84464, Current HP: 931, A Avg: 1221235, D Avg: 84464, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 032: HP: 936, STR: 375059, VIT: 323, SPD: 40, LUK: 1, Attack: 459182, Defense: 85941, Current HP: 936, A Avg: 1221424, D Avg: 85941, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 031: HP: 790, STR: 375063, VIT: 479, SPD: 40, LUK: 1, Attack: 459186, Defense: 85317, Current HP: 790, A Avg: 1221434, D Avg: 85317, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 030: HP: 1360, STR: 375367, VIT: 412, SPD: 40, LUK: 1, Attack: 459191, Defense: 86524, Current HP: 1360, A Avg: 1221448, D Avg: 86524, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 029: HP: 923, STR: 375094, VIT: 311, SPD: 40, LUK: 1, Attack: 459204, Defense: 84239, Current HP: 923, A Avg: 1221482, D Avg: 84239, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 028: HP: 931, STR: 375102, VIT: 265, SPD: 40, LUK: 1, Attack: 459225, Defense: 85129, Current HP: 931, A Avg: 1221538, D Avg: 85129, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 027: HP: 855, STR: 375102, VIT: 294, SPD: 42, LUK: 1, Attack: 459225, Defense: 84716, Current HP: 855, A Avg: 1221538, D Avg: 84716, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 026: HP: 931, STR: 375160, VIT: 520, SPD: 40, LUK: 1, Attack: 459283, Defense: 87321, Current HP: 931, A Avg: 1221692, D Avg: 87321, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 025: HP: 1120, STR: 374985, VIT: 726, SPD: 40, LUK: 1, Attack: 459303, Defense: 87514, Current HP: 1120, A Avg: 1221745, D Avg: 87514, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 024: HP: 1320, STR: 375004, VIT: 644, SPD: 40, LUK: 1, Attack: 459517, Defense: 87679, Current HP: 1320, A Avg: 1222315, D Avg: 87679, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
