Rank 1000: HP: 1155, STR: 540554, VIT: 806, SPD: 56, LUK: 1, Attack: 624976, Defense: 87646, Current HP: 1155, A Avg: 1268701, D Avg: 87646, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 122: HP: 3819, STR: 464234, VIT: 737, SPD: 56, LUK: 1, Attack: 550086, Defense: 86654, Current HP: 3819, A Avg: 1463228, D Avg: 86654, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 121: HP: 3724, STR: 464378, VIT: 788, SPD: 56, LUK: 1, Attack: 550230, Defense: 86705, Current HP: 3724, A Avg: 1463611, D Avg: 86705, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 120: HP: 798, STR: 465690, VIT: 864, SPD: 56, LUK: 1, Attack: 550478, Defense: 85052, Current HP: 798, A Avg: 1464271, D Avg: 85052, [Pulse Knife(165)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 119: HP: 760, STR: 464133, VIT: 1206, SPD: 56, LUK: 1, Attack: 550661, Defense: 87994, Current HP: 760, A Avg: 1464758, D Avg: 87994, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 118: HP: 1634, STR: 466667, VIT: 272, SPD: 59, LUK: 1, Attack: 550667, Defense: 87060, Current HP: 1634, A Avg: 1464774, D Avg: 87060, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 117: HP: 1976, STR: 466685, VIT: 272, SPD: 59, LUK: 1, Attack: 550806, Defense: 87060, Current HP: 1976, A Avg: 1465143, D Avg: 87060, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 116: HP: 1539, STR: 466811, VIT: 320, SPD: 59, LUK: 1, Attack: 550811, Defense: 87108, Current HP: 1539, A Avg: 1465157, D Avg: 87108, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 115: HP: 1881, STR: 466829, VIT: 320, SPD: 59, LUK: 1, Attack: 550950, Defense: 87108, Current HP: 1881, A Avg: 1465526, D Avg: 87108, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 114: HP: 912, STR: 465535, VIT: 731, SPD: 56, LUK: 1, Attack: 551075, Defense: 84737, Current HP: 912, A Avg: 1465859, D Avg: 84737, [Zodiac(184)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 113: HP: 893, STR: 465535, VIT: 3334, SPD: 56, LUK: 1, Attack: 551075, Defense: 89004, Current HP: 893, A Avg: 1465859, D Avg: 89004, [Zodiac(184)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 112: HP: 1558, STR: 465776, VIT: 966, SPD: 56, LUK: 1, Attack: 551110, Defense: 85154, Current HP: 1558, A Avg: 1465952, D Avg: 85154, [Impulse(166)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 111: HP: 1801, STR: 466250, VIT: 540, SPD: 56, LUK: 1, Attack: 551179, Defense: 86756, Current HP: 1801, A Avg: 1466136, D Avg: 86756, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 110: HP: 1060, STR: 465724, VIT: 731, SPD: 56, LUK: 1, Attack: 551264, Defense: 85231, Current HP: 1060, A Avg: 1466362, D Avg: 85231, [Zodiac(184)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 109: HP: 1706, STR: 466394, VIT: 591, SPD: 56, LUK: 1, Attack: 551323, Defense: 86807, Current HP: 1706, A Avg: 1466519, D Avg: 86807, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 108: HP: 1159, STR: 466610, VIT: 1100, SPD: 56, LUK: 1, Attack: 551398, Defense: 86328, Current HP: 1159, A Avg: 1466718, D Avg: 86328, [Pulse Knife(165)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 107: HP: 1786, STR: 466966, VIT: 1016, SPD: 56, LUK: 1, Attack: 551466, Defense: 85880, Current HP: 1786, A Avg: 1466899, D Avg: 85880, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 106: HP: 1368, STR: 465015, VIT: 1225, SPD: 59, LUK: 1, Attack: 551504, Defense: 85647, Current HP: 1368, A Avg: 1467000, D Avg: 85647, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 105: HP: 1463, STR: 465965, VIT: 1750, SPD: 56, LUK: 1, Attack: 551505, Defense: 89318, Current HP: 1463, A Avg: 1467003, D Avg: 89318, [Zodiac(184)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 104: HP: 1691, STR: 467110, VIT: 1067, SPD: 56, LUK: 1, Attack: 551610, Defense: 85931, Current HP: 1691, A Avg: 1467282, D Avg: 85931, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 103: HP: 912, STR: 466102, VIT: 676, SPD: 56, LUK: 1, Attack: 551642, Defense: 84539, Current HP: 912, A Avg: 1467367, D Avg: 84539, [Zodiac(184)[630, 630, 630], Small Sword(218)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 102: HP: 1273, STR: 465159, VIT: 1273, SPD: 59, LUK: 1, Attack: 551648, Defense: 85695, Current HP: 1273, A Avg: 1467383, D Avg: 85695, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 101: HP: 2169, STR: 466937, VIT: 276, SPD: 59, LUK: 1, Attack: 551903, Defense: 87064, Current HP: 2169, A Avg: 1468061, D Avg: 87064, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 100: HP: 1273, STR: 466395, VIT: 731, SPD: 56, LUK: 1, Attack: 551935, Defense: 84620, Current HP: 1273, A Avg: 1468147, D Avg: 84620, [Zodiac(184)[630, 630, 630], Small Lion(219)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 099: HP: 1143, STR: 466476, VIT: 739, SPD: 56, LUK: 1, Attack: 552016, Defense: 84745, Current HP: 1143, A Avg: 1468362, D Avg: 84745, [Zodiac(184)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 098: HP: 1919, STR: 466696, VIT: 1203, SPD: 56, LUK: 1, Attack: 552030, Defense: 86431, Current HP: 1919, A Avg: 1468399, D Avg: 86431, [Impulse(166)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 097: HP: 2074, STR: 467081, VIT: 324, SPD: 59, LUK: 1, Attack: 552047, Defense: 87112, Current HP: 2074, A Avg: 1468445, D Avg: 87112, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 096: HP: 940, STR: 467798, VIT: 219, SPD: 56, LUK: 1, Attack: 552376, Defense: 84238, Current HP: 940, A Avg: 1469320, D Avg: 84238, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 095: HP: 840, STR: 467942, VIT: 267, SPD: 56, LUK: 1, Attack: 552520, Defense: 84286, Current HP: 840, A Avg: 1469703, D Avg: 84286, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 094: HP: 1624, STR: 467186, VIT: 896, SPD: 56, LUK: 1, Attack: 553064, Defense: 85630, Current HP: 1624, A Avg: 1471150, D Avg: 85630, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 093: HP: 1524, STR: 467330, VIT: 944, SPD: 56, LUK: 1, Attack: 553208, Defense: 85678, Current HP: 1524, A Avg: 1471533, D Avg: 85678, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 092: HP: 893, STR: 467797, VIT: 614, SPD: 56, LUK: 1, Attack: 553337, Defense: 84802, Current HP: 893, A Avg: 1471876, D Avg: 84802, [Zodiac(184)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 091: HP: 798, STR: 469405, VIT: 864, SPD: 56, LUK: 1, Attack: 554193, Defense: 88692, Current HP: 798, A Avg: 1474153, D Avg: 88692, [Pulse Knife(165)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 090: HP: 3820, STR: 466379, VIT: 2089, SPD: 56, LUK: 1, Attack: 554207, Defense: 89514, Current HP: 3820, A Avg: 1474190, D Avg: 89514, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 089: HP: 1254, STR: 468717, VIT: 851, SPD: 56, LUK: 1, Attack: 554257, Defense: 86079, Current HP: 1254, A Avg: 1474323, D Avg: 86079, [Zodiac(184)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 088: HP: 4408, STR: 468460, VIT: 1568, SPD: 56, LUK: 1, Attack: 554273, Defense: 91346, Current HP: 4408, A Avg: 1474366, D Avg: 91346, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 087: HP: 3720, STR: 466523, VIT: 2137, SPD: 56, LUK: 1, Attack: 554351, Defense: 89562, Current HP: 3720, A Avg: 1474573, D Avg: 89562, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 086: HP: 4313, STR: 468604, VIT: 1616, SPD: 56, LUK: 1, Attack: 554417, Defense: 91394, Current HP: 4313, A Avg: 1474749, D Avg: 91394, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 085: HP: 1558, STR: 469491, VIT: 966, SPD: 56, LUK: 1, Attack: 554825, Defense: 88794, Current HP: 1558, A Avg: 1475834, D Avg: 88794, [Impulse(166)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 084: HP: 1729, STR: 463636, VIT: 531, SPD: 56, LUK: 1, Attack: 555822, Defense: 87449, Current HP: 1729, A Avg: 1478486, D Avg: 87449, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 083: HP: 1634, STR: 463780, VIT: 579, SPD: 56, LUK: 1, Attack: 555966, Defense: 87497, Current HP: 1634, A Avg: 1478869, D Avg: 87497, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 082: HP: 893, STR: 471512, VIT: 614, SPD: 56, LUK: 1, Attack: 557052, Defense: 88442, Current HP: 893, A Avg: 1481758, D Avg: 88442, [Zodiac(184)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 081: HP: 1368, STR: 476400, VIT: 1292, SPD: 56, LUK: 1, Attack: 560276, Defense: 88860, Current HP: 1368, A Avg: 1490334, D Avg: 88860, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 080: HP: 1273, STR: 476548, VIT: 1340, SPD: 56, LUK: 1, Attack: 560424, Defense: 88908, Current HP: 1273, A Avg: 1490727, D Avg: 88908, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 079: HP: 1368, STR: 476545, VIT: 1292, SPD: 56, LUK: 1, Attack: 560694, Defense: 88860, Current HP: 1368, A Avg: 1491446, D Avg: 88860, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 078: HP: 1273, STR: 476693, VIT: 1340, SPD: 56, LUK: 1, Attack: 560842, Defense: 88908, Current HP: 1273, A Avg: 1491839, D Avg: 88908, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 077: HP: 1083, STR: 472475, VIT: 134, SPD: 56, LUK: 1, Attack: 562384, Defense: 87962, Current HP: 1083, A Avg: 1495941, D Avg: 87962, [Spectral Sword Shigure(172)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 076: HP: 1759, STR: 477085, VIT: 825, SPD: 56, LUK: 1, Attack: 562729, Defense: 85325, Current HP: 1759, A Avg: 1496859, D Avg: 85325, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 075: HP: 1664, STR: 477233, VIT: 873, SPD: 56, LUK: 1, Attack: 562877, Defense: 85373, Current HP: 1664, A Avg: 1497252, D Avg: 85373, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 074: HP: 931, STR: 478424, VIT: 3414, SPD: 56, LUK: 1, Attack: 564302, Defense: 89084, Current HP: 931, A Avg: 1501043, D Avg: 89084, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 073: HP: 1064, STR: 479645, VIT: 387, SPD: 56, LUK: 1, Attack: 566696, Defense: 85615, Current HP: 1064, A Avg: 1507411, D Avg: 85615, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 072: HP: 1178, STR: 485506, VIT: 166, SPD: 56, LUK: 1, Attack: 575415, Defense: 87994, Current HP: 1178, A Avg: 1530603, D Avg: 87994, [Spectral Sword Shigure(172)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 071: HP: 1083, STR: 485654, VIT: 214, SPD: 56, LUK: 1, Attack: 575563, Defense: 88042, Current HP: 1083, A Avg: 1530997, D Avg: 88042, [Spectral Sword Shigure(172)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 070: HP: 1352, STR: 501477, VIT: 166, SPD: 56, LUK: 1, Attack: 585203, Defense: 84094, Current HP: 1352, A Avg: 1556639, D Avg: 84094, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 069: HP: 1352, STR: 501477, VIT: 166, SPD: 56, LUK: 1, Attack: 585242, Defense: 84094, Current HP: 1352, A Avg: 1556743, D Avg: 84094, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 068: HP: 840, STR: 501477, VIT: 102, SPD: 56, LUK: 1, Attack: 585245, Defense: 83835, Current HP: 840, A Avg: 1556751, D Avg: 83835, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 067: HP: 1286, STR: 501762, VIT: 1781, SPD: 56, LUK: 1, Attack: 585578, Defense: 88569, Current HP: 1286, A Avg: 1557637, D Avg: 88569, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 066: HP: 1362, STR: 501610, VIT: 166, SPD: 56, LUK: 1, Attack: 585603, Defense: 84094, Current HP: 1362, A Avg: 1557703, D Avg: 84094, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 065: HP: 1260, STR: 501762, VIT: 640, SPD: 56, LUK: 1, Attack: 585651, Defense: 87675, Current HP: 1260, A Avg: 1557831, D Avg: 87675, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 064: HP: 883, STR: 501762, VIT: 175, SPD: 56, LUK: 1, Attack: 585761, Defense: 84103, Current HP: 883, A Avg: 1558124, D Avg: 84103, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 063: HP: 1260, STR: 501894, VIT: 640, SPD: 56, LUK: 1, Attack: 585900, Defense: 87675, Current HP: 1260, A Avg: 1558493, D Avg: 87675, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 062: HP: 840, STR: 501801, VIT: 102, SPD: 56, LUK: 1, Attack: 585924, Defense: 83825, Current HP: 840, A Avg: 1558557, D Avg: 83825, [Pinpoint(112)[630, 630, 630], Pot Lid(201)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 061: HP: 840, STR: 501801, VIT: 102, SPD: 56, LUK: 1, Attack: 585924, Defense: 83835, Current HP: 840, A Avg: 1558557, D Avg: 83835, [Pinpoint(112)[630, 630, 630], High Pot Lid(202)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 060: HP: 798, STR: 501801, VIT: 117, SPD: 56, LUK: 1, Attack: 585924, Defense: 83986, Current HP: 798, A Avg: 1558557, D Avg: 83986, [Pinpoint(112)[630, 630, 630], Wooden Shield(203)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 059: HP: 798, STR: 501801, VIT: 122, SPD: 56, LUK: 1, Attack: 585924, Defense: 83926, Current HP: 798, A Avg: 1558557, D Avg: 83926, [Pinpoint(112)[630, 630, 630], Iron Shield(204)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 058: HP: 798, STR: 501801, VIT: 166, SPD: 56, LUK: 1, Attack: 585924, Defense: 84029, Current HP: 798, A Avg: 1558557, D Avg: 84029, [Pinpoint(112)[630, 630, 630], Titanium Shield(205)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 057: HP: 798, STR: 501801, VIT: 183, SPD: 56, LUK: 1, Attack: 585924, Defense: 84072, Current HP: 798, A Avg: 1558557, D Avg: 84072, [Pinpoint(112)[630, 630, 630], Large iron Shield(206)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 056: HP: 840, STR: 501801, VIT: 219, SPD: 56, LUK: 1, Attack: 585924, Defense: 84095, Current HP: 840, A Avg: 1558557, D Avg: 84095, [Pinpoint(112)[630, 630, 630], Magic Shield(207)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 055: HP: 1140, STR: 501801, VIT: 282, SPD: 56, LUK: 1, Attack: 585924, Defense: 84119, Current HP: 1140, A Avg: 1558557, D Avg: 84119, [Pinpoint(112)[630, 630, 630], Emerald Shield(209)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 054: HP: 900, STR: 501801, VIT: 164, SPD: 56, LUK: 1, Attack: 585924, Defense: 83936, Current HP: 900, A Avg: 1558557, D Avg: 83936, [Pinpoint(112)[630, 630, 630], Clear Shield(211)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 053: HP: 940, STR: 501801, VIT: 219, SPD: 56, LUK: 1, Attack: 585924, Defense: 84238, Current HP: 940, A Avg: 1558557, D Avg: 84238, [Pinpoint(112)[630, 630, 630], Prism Shield(212)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 052: HP: 874, STR: 501801, VIT: 175, SPD: 56, LUK: 1, Attack: 585924, Defense: 84103, Current HP: 874, A Avg: 1558557, D Avg: 84103, [Pinpoint(112)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 051: HP: 1416, STR: 501801, VIT: 390, SPD: 56, LUK: 1, Attack: 585924, Defense: 84952, Current HP: 1416, A Avg: 1558557, D Avg: 84952, [Pinpoint(112)[630, 630, 630], Slime Shield(221)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 050: HP: 1352, STR: 501801, VIT: 166, SPD: 56, LUK: 1, Attack: 585924, Defense: 84094, Current HP: 1352, A Avg: 1558557, D Avg: 84094, [Pinpoint(112)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 049: HP: 840, STR: 501801, VIT: 723, SPD: 56, LUK: 1, Attack: 585924, Defense: 87511, Current HP: 840, A Avg: 1558557, D Avg: 87511, [Pinpoint(112)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 048: HP: 2717, STR: 501801, VIT: 108, SPD: 56, LUK: 1, Attack: 585924, Defense: 86025, Current HP: 2717, A Avg: 1558557, D Avg: 86025, [Pinpoint(112)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 047: HP: 1624, STR: 501801, VIT: 460, SPD: 56, LUK: 1, Attack: 585924, Defense: 85194, Current HP: 1624, A Avg: 1558557, D Avg: 85194, [Pinpoint(112)[630, 630, 630], Slafield(232)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 046: HP: 1320, STR: 501801, VIT: 390, SPD: 56, LUK: 1, Attack: 585924, Defense: 85865, Current HP: 1320, A Avg: 1558557, D Avg: 85865, [Pinpoint(112)[630, 630, 630], Mist Shield(233)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 045: HP: 988, STR: 501801, VIT: 686, SPD: 56, LUK: 1, Attack: 585924, Defense: 85654, Current HP: 988, A Avg: 1558557, D Avg: 85654, [Pinpoint(112)[630, 630, 630], Huge Shield(234)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 044: HP: 912, STR: 501801, VIT: 758, SPD: 56, LUK: 1, Attack: 585924, Defense: 87598, Current HP: 912, A Avg: 1558557, D Avg: 87598, [Pinpoint(112)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 043: HP: 1860, STR: 501801, VIT: 592, SPD: 56, LUK: 1, Attack: 585924, Defense: 88017, Current HP: 1860, A Avg: 1558557, D Avg: 88017, [Pinpoint(112)[630, 630, 630], Cloud Shield(241)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 042: HP: 798, STR: 501801, VIT: 102, SPD: 56, LUK: 1, Attack: 585924, Defense: 86891, Current HP: 798, A Avg: 1558557, D Avg: 86891, [Pinpoint(112)[630, 630, 630], Graffiti(243)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 041: HP: 798, STR: 501801, VIT: 1190, SPD: 56, LUK: 1, Attack: 585924, Defense: 90968, Current HP: 798, A Avg: 1558557, D Avg: 90968, [Pinpoint(112)[630, 630, 630], Blank Shield(244)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 040: HP: 1273, STR: 501801, VIT: 1723, SPD: 56, LUK: 1, Attack: 585924, Defense: 88511, Current HP: 1273, A Avg: 1558557, D Avg: 88511, [Pinpoint(112)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 039: HP: 1083, STR: 501801, VIT: 553, SPD: 59, LUK: 1, Attack: 585924, Defense: 86431, Current HP: 1083, A Avg: 1558557, D Avg: 86431, [Pinpoint(112)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 038: HP: 1801, STR: 501801, VIT: 540, SPD: 56, LUK: 1, Attack: 585924, Defense: 86756, Current HP: 1801, A Avg: 1558557, D Avg: 86756, [Pinpoint(112)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 037: HP: 1240, STR: 501801, VIT: 640, SPD: 56, LUK: 1, Attack: 585924, Defense: 87675, Current HP: 1240, A Avg: 1558557, D Avg: 87675, [Pinpoint(112)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 036: HP: 840, STR: 501801, VIT: 755, SPD: 56, LUK: 1, Attack: 585924, Defense: 87803, Current HP: 840, A Avg: 1558557, D Avg: 87803, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 035: HP: 1067, STR: 501840, VIT: 290, SPD: 56, LUK: 1, Attack: 585963, Defense: 84231, Current HP: 1067, A Avg: 1558661, D Avg: 84231, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 034: HP: 798, STR: 501953, VIT: 219, SPD: 59, LUK: 1, Attack: 586076, Defense: 84244, Current HP: 798, A Avg: 1558962, D Avg: 84244, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 033: HP: 1216, STR: 501972, VIT: 292, SPD: 56, LUK: 1, Attack: 586095, Defense: 84532, Current HP: 1216, A Avg: 1559012, D Avg: 84532, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 032: HP: 1256, STR: 502082, VIT: 435, SPD: 56, LUK: 1, Attack: 586205, Defense: 86053, Current HP: 1256, A Avg: 1559305, D Avg: 86053, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
