Rank 1000: HP: 988, STR: 288132, VIT: 1190, SPD: 24, LUK: 1, Attack: 374374, Defense: 86860, Current HP: 988, A Avg: 995834, D Avg: 86860, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 122: HP: 604, STR: 346442, VIT: 315, SPD: 24, LUK: 1, Attack: 431982, Defense: 84815, Current HP: 604, A Avg: 1149072, D Avg: 84815, [Zodiac(184)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 121: HP: 764, STR: 346240, VIT: 284, SPD: 24, LUK: 1, Attack: 431988, Defense: 85902, Current HP: 764, A Avg: 1149088, D Avg: 85902, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 120: HP: 874, STR: 346024, VIT: 363, SPD: 25, LUK: 1, Attack: 431993, Defense: 86241, Current HP: 874, A Avg: 1149101, D Avg: 86241, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 119: HP: 798, STR: 346666, VIT: 454, SPD: 24, LUK: 1, Attack: 432000, Defense: 84642, Current HP: 798, A Avg: 1149119, D Avg: 84642, [Impulse(166)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 118: HP: 664, STR: 346384, VIT: 332, SPD: 24, LUK: 1, Attack: 432132, Defense: 85950, Current HP: 664, A Avg: 1149471, D Avg: 85950, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 117: HP: 779, STR: 346168, VIT: 411, SPD: 25, LUK: 1, Attack: 432137, Defense: 86289, Current HP: 779, A Avg: 1149484, D Avg: 86289, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 116: HP: 874, STR: 348155, VIT: 144, SPD: 25, LUK: 1, Attack: 432155, Defense: 86932, Current HP: 874, A Avg: 1149532, D Avg: 86932, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 115: HP: 532, STR: 346648, VIT: 292, SPD: 24, LUK: 1, Attack: 432188, Defense: 84155, Current HP: 532, A Avg: 1149620, D Avg: 84155, [Zodiac(184)[230, 230, 230], Small Sword(218)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 114: HP: 2299, STR: 346370, VIT: 363, SPD: 24, LUK: 1, Attack: 432222, Defense: 86280, Current HP: 2299, A Avg: 1149710, D Avg: 86280, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 113: HP: 1026, STR: 348173, VIT: 144, SPD: 25, LUK: 1, Attack: 432294, Defense: 86932, Current HP: 1026, A Avg: 1149902, D Avg: 86932, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 112: HP: 779, STR: 348299, VIT: 192, SPD: 25, LUK: 1, Attack: 432299, Defense: 86980, Current HP: 779, A Avg: 1149915, D Avg: 86980, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 111: HP: 649, STR: 346764, VIT: 323, SPD: 24, LUK: 1, Attack: 432304, Defense: 84329, Current HP: 649, A Avg: 1149928, D Avg: 84329, [Zodiac(184)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 110: HP: 703, STR: 346769, VIT: 315, SPD: 24, LUK: 1, Attack: 432309, Defense: 84204, Current HP: 703, A Avg: 1149941, D Avg: 84204, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 109: HP: 1083, STR: 346769, VIT: 918, SPD: 24, LUK: 1, Attack: 432309, Defense: 88486, Current HP: 1083, A Avg: 1149941, D Avg: 88486, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 108: HP: 540, STR: 347774, VIT: 123, SPD: 24, LUK: 1, Attack: 432352, Defense: 84142, Current HP: 540, A Avg: 1150056, D Avg: 84142, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 107: HP: 2204, STR: 346514, VIT: 414, SPD: 24, LUK: 1, Attack: 432366, Defense: 86331, Current HP: 2204, A Avg: 1150093, D Avg: 86331, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 106: HP: 969, STR: 347070, VIT: 563, SPD: 24, LUK: 1, Attack: 432404, Defense: 85791, Current HP: 969, A Avg: 1150194, D Avg: 85791, [Impulse(166)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 105: HP: 931, STR: 348317, VIT: 192, SPD: 25, LUK: 1, Attack: 432438, Defense: 86980, Current HP: 931, A Avg: 1150285, D Avg: 86980, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 104: HP: 440, STR: 347918, VIT: 171, SPD: 24, LUK: 1, Attack: 432496, Defense: 84190, Current HP: 440, A Avg: 1150439, D Avg: 84190, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 103: HP: 965, STR: 347666, VIT: 302, SPD: 24, LUK: 1, Attack: 432595, Defense: 86518, Current HP: 965, A Avg: 1150702, D Avg: 86518, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 102: HP: 870, STR: 347810, VIT: 353, SPD: 24, LUK: 1, Attack: 432739, Defense: 86569, Current HP: 870, A Avg: 1151085, D Avg: 86569, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 101: HP: 1216, STR: 348310, VIT: 574, SPD: 24, LUK: 1, Attack: 432810, Defense: 85438, Current HP: 1216, A Avg: 1151274, D Avg: 85438, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 100: HP: 513, STR: 347397, VIT: 262, SPD: 24, LUK: 1, Attack: 432937, Defense: 84450, Current HP: 513, A Avg: 1151612, D Avg: 84450, [Zodiac(184)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 099: HP: 360, STR: 346413, VIT: 694, SPD: 24, LUK: 1, Attack: 432941, Defense: 87482, Current HP: 360, A Avg: 1151623, D Avg: 87482, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 098: HP: 1121, STR: 348454, VIT: 625, SPD: 24, LUK: 1, Attack: 432954, Defense: 85489, Current HP: 1121, A Avg: 1151657, D Avg: 85489, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 097: HP: 1105, STR: 348281, VIT: 148, SPD: 25, LUK: 1, Attack: 433247, Defense: 86936, Current HP: 1105, A Avg: 1152437, D Avg: 86936, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 096: HP: 418, STR: 348489, VIT: 384, SPD: 24, LUK: 1, Attack: 433277, Defense: 88212, Current HP: 418, A Avg: 1152516, D Avg: 88212, [Pulse Knife(165)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 095: HP: 684, STR: 347801, VIT: 371, SPD: 24, LUK: 1, Attack: 433341, Defense: 85599, Current HP: 684, A Avg: 1152687, D Avg: 85599, [Zodiac(184)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 094: HP: 1010, STR: 348425, VIT: 196, SPD: 25, LUK: 1, Attack: 433391, Defense: 86984, Current HP: 1010, A Avg: 1152820, D Avg: 86984, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 093: HP: 904, STR: 347522, VIT: 416, SPD: 24, LUK: 1, Attack: 433400, Defense: 85150, Current HP: 904, A Avg: 1152843, D Avg: 85150, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 092: HP: 798, STR: 346935, VIT: 617, SPD: 25, LUK: 1, Attack: 433424, Defense: 85039, Current HP: 798, A Avg: 1152907, D Avg: 85039, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 091: HP: 804, STR: 347666, VIT: 464, SPD: 24, LUK: 1, Attack: 433544, Defense: 85198, Current HP: 804, A Avg: 1153227, D Avg: 85198, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 090: HP: 703, STR: 347079, VIT: 665, SPD: 25, LUK: 1, Attack: 433568, Defense: 85087, Current HP: 703, A Avg: 1153290, D Avg: 85087, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 089: HP: 798, STR: 348575, VIT: 454, SPD: 24, LUK: 1, Attack: 433909, Defense: 88282, Current HP: 798, A Avg: 1154197, D Avg: 88282, [Impulse(166)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 088: HP: 513, STR: 349306, VIT: 262, SPD: 24, LUK: 1, Attack: 434846, Defense: 88090, Current HP: 513, A Avg: 1156690, D Avg: 88090, [Zodiac(184)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 087: HP: 2020, STR: 347507, VIT: 1001, SPD: 24, LUK: 1, Attack: 435335, Defense: 88426, Current HP: 2020, A Avg: 1157991, D Avg: 88426, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 086: HP: 1920, STR: 347651, VIT: 1049, SPD: 24, LUK: 1, Attack: 435479, Defense: 88474, Current HP: 1920, A Avg: 1158374, D Avg: 88474, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 085: HP: 2128, STR: 350164, VIT: 768, SPD: 24, LUK: 1, Attack: 435977, Defense: 90546, Current HP: 2128, A Avg: 1159698, D Avg: 90546, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 084: HP: 2033, STR: 350308, VIT: 816, SPD: 24, LUK: 1, Attack: 436121, Defense: 90594, Current HP: 2033, A Avg: 1160081, D Avg: 90594, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 083: HP: 1159, STR: 346060, VIT: 275, SPD: 24, LUK: 1, Attack: 438246, Defense: 87193, Current HP: 1159, A Avg: 1165734, D Avg: 87193, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 082: HP: 1064, STR: 346204, VIT: 323, SPD: 24, LUK: 1, Attack: 438390, Defense: 87241, Current HP: 1064, A Avg: 1166117, D Avg: 87241, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 081: HP: 988, STR: 355854, VIT: 748, SPD: 24, LUK: 1, Attack: 439730, Defense: 88316, Current HP: 988, A Avg: 1169681, D Avg: 88316, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 080: HP: 893, STR: 356002, VIT: 796, SPD: 24, LUK: 1, Attack: 439878, Defense: 88364, Current HP: 893, A Avg: 1170075, D Avg: 88364, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 079: HP: 988, STR: 355925, VIT: 748, SPD: 24, LUK: 1, Attack: 440074, Defense: 88316, Current HP: 988, A Avg: 1170596, D Avg: 88316, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 078: HP: 893, STR: 356073, VIT: 796, SPD: 24, LUK: 1, Attack: 440222, Defense: 88364, Current HP: 893, A Avg: 1170990, D Avg: 88364, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 077: HP: 703, STR: 351387, VIT: 102, SPD: 24, LUK: 1, Attack: 441296, Defense: 87930, Current HP: 703, A Avg: 1173847, D Avg: 87930, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 076: HP: 847, STR: 355947, VIT: 377, SPD: 24, LUK: 1, Attack: 441591, Defense: 84877, Current HP: 847, A Avg: 1174632, D Avg: 84877, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 075: HP: 752, STR: 356095, VIT: 425, SPD: 24, LUK: 1, Attack: 441739, Defense: 84925, Current HP: 752, A Avg: 1175025, D Avg: 84925, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 074: HP: 551, STR: 356546, VIT: 1462, SPD: 24, LUK: 1, Attack: 442424, Defense: 87132, Current HP: 551, A Avg: 1176847, D Avg: 87132, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 073: HP: 494, STR: 357397, VIT: 227, SPD: 24, LUK: 1, Attack: 444448, Defense: 85455, Current HP: 494, A Avg: 1182231, D Avg: 85455, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 072: HP: 798, STR: 361260, VIT: 134, SPD: 24, LUK: 1, Attack: 451169, Defense: 87962, Current HP: 798, A Avg: 1200109, D Avg: 87962, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 071: HP: 703, STR: 361408, VIT: 182, SPD: 24, LUK: 1, Attack: 451317, Defense: 88010, Current HP: 703, A Avg: 1200503, D Avg: 88010, [Spectral Sword Shigure(172)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 070: HP: 668, STR: 374571, VIT: 98, SPD: 24, LUK: 1, Attack: 458297, Defense: 84026, Current HP: 668, A Avg: 1219070, D Avg: 84026, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 069: HP: 668, STR: 374571, VIT: 98, SPD: 24, LUK: 1, Attack: 458336, Defense: 84026, Current HP: 668, A Avg: 1219173, D Avg: 84026, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 068: HP: 440, STR: 374571, VIT: 70, SPD: 24, LUK: 1, Attack: 458339, Defense: 83803, Current HP: 440, A Avg: 1219181, D Avg: 83803, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 067: HP: 906, STR: 374700, VIT: 863, SPD: 24, LUK: 1, Attack: 458516, Defense: 87651, Current HP: 906, A Avg: 1219652, D Avg: 87651, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 066: HP: 860, STR: 374700, VIT: 480, SPD: 24, LUK: 1, Attack: 458589, Defense: 87515, Current HP: 860, A Avg: 1219846, D Avg: 87515, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 065: HP: 678, STR: 374626, VIT: 98, SPD: 24, LUK: 1, Attack: 458619, Defense: 84026, Current HP: 678, A Avg: 1219926, D Avg: 84026, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 064: HP: 503, STR: 374700, VIT: 107, SPD: 24, LUK: 1, Attack: 458699, Defense: 84035, Current HP: 503, A Avg: 1220139, D Avg: 84035, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 063: HP: 860, STR: 374754, VIT: 480, SPD: 24, LUK: 1, Attack: 458760, Defense: 87515, Current HP: 860, A Avg: 1220301, D Avg: 87515, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 062: HP: 440, STR: 374739, VIT: 70, SPD: 24, LUK: 1, Attack: 458862, Defense: 83793, Current HP: 440, A Avg: 1220572, D Avg: 83793, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 061: HP: 440, STR: 374739, VIT: 70, SPD: 24, LUK: 1, Attack: 458862, Defense: 83803, Current HP: 440, A Avg: 1220572, D Avg: 83803, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 060: HP: 418, STR: 374739, VIT: 83, SPD: 24, LUK: 1, Attack: 458862, Defense: 83952, Current HP: 418, A Avg: 1220572, D Avg: 83952, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 059: HP: 418, STR: 374739, VIT: 88, SPD: 24, LUK: 1, Attack: 458862, Defense: 83892, Current HP: 418, A Avg: 1220572, D Avg: 83892, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 058: HP: 418, STR: 374739, VIT: 98, SPD: 24, LUK: 1, Attack: 458862, Defense: 83961, Current HP: 418, A Avg: 1220572, D Avg: 83961, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 057: HP: 418, STR: 374739, VIT: 115, SPD: 24, LUK: 1, Attack: 458862, Defense: 84004, Current HP: 418, A Avg: 1220572, D Avg: 84004, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 056: HP: 440, STR: 374739, VIT: 123, SPD: 24, LUK: 1, Attack: 458862, Defense: 83999, Current HP: 440, A Avg: 1220572, D Avg: 83999, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 055: HP: 570, STR: 374739, VIT: 146, SPD: 24, LUK: 1, Attack: 458862, Defense: 83983, Current HP: 570, A Avg: 1220572, D Avg: 83983, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 054: HP: 500, STR: 374739, VIT: 100, SPD: 24, LUK: 1, Attack: 458862, Defense: 83872, Current HP: 500, A Avg: 1220572, D Avg: 83872, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 053: HP: 540, STR: 374739, VIT: 123, SPD: 24, LUK: 1, Attack: 458862, Defense: 84142, Current HP: 540, A Avg: 1220572, D Avg: 84142, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 052: HP: 494, STR: 374739, VIT: 107, SPD: 24, LUK: 1, Attack: 458862, Defense: 84035, Current HP: 494, A Avg: 1220572, D Avg: 84035, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 051: HP: 736, STR: 374739, VIT: 198, SPD: 24, LUK: 1, Attack: 458862, Defense: 84760, Current HP: 736, A Avg: 1220572, D Avg: 84760, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 050: HP: 668, STR: 374739, VIT: 98, SPD: 24, LUK: 1, Attack: 458862, Defense: 84026, Current HP: 668, A Avg: 1220572, D Avg: 84026, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 049: HP: 440, STR: 374739, VIT: 467, SPD: 24, LUK: 1, Attack: 458862, Defense: 87255, Current HP: 440, A Avg: 1220572, D Avg: 87255, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 048: HP: 1767, STR: 374739, VIT: 74, SPD: 24, LUK: 1, Attack: 458862, Defense: 85991, Current HP: 1767, A Avg: 1220572, D Avg: 85991, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 047: HP: 904, STR: 374739, VIT: 236, SPD: 24, LUK: 1, Attack: 458862, Defense: 84970, Current HP: 904, A Avg: 1220572, D Avg: 84970, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 046: HP: 720, STR: 374739, VIT: 198, SPD: 24, LUK: 1, Attack: 458862, Defense: 85673, Current HP: 720, A Avg: 1220572, D Avg: 85673, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 045: HP: 608, STR: 374739, VIT: 312, SPD: 24, LUK: 1, Attack: 458862, Defense: 85280, Current HP: 608, A Avg: 1220572, D Avg: 85280, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 044: HP: 532, STR: 374739, VIT: 406, SPD: 24, LUK: 1, Attack: 458862, Defense: 87246, Current HP: 532, A Avg: 1220572, D Avg: 87246, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 043: HP: 860, STR: 374739, VIT: 272, SPD: 24, LUK: 1, Attack: 458862, Defense: 87697, Current HP: 860, A Avg: 1220572, D Avg: 87697, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 042: HP: 418, STR: 374739, VIT: 70, SPD: 24, LUK: 1, Attack: 458862, Defense: 86859, Current HP: 418, A Avg: 1220572, D Avg: 86859, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 041: HP: 418, STR: 374739, VIT: 518, SPD: 24, LUK: 1, Attack: 458862, Defense: 90296, Current HP: 418, A Avg: 1220572, D Avg: 90296, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 040: HP: 893, STR: 374739, VIT: 839, SPD: 24, LUK: 1, Attack: 458862, Defense: 87627, Current HP: 893, A Avg: 1220572, D Avg: 87627, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 039: HP: 703, STR: 374739, VIT: 265, SPD: 25, LUK: 1, Attack: 458862, Defense: 86143, Current HP: 703, A Avg: 1220572, D Avg: 86143, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 038: HP: 965, STR: 374739, VIT: 302, SPD: 24, LUK: 1, Attack: 458862, Defense: 86518, Current HP: 965, A Avg: 1220572, D Avg: 86518, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 037: HP: 840, STR: 374739, VIT: 480, SPD: 24, LUK: 1, Attack: 458862, Defense: 87515, Current HP: 840, A Avg: 1220572, D Avg: 87515, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 036: HP: 440, STR: 374739, VIT: 339, SPD: 24, LUK: 1, Attack: 458862, Defense: 87387, Current HP: 440, A Avg: 1220572, D Avg: 87387, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 035: HP: 573, STR: 374778, VIT: 154, SPD: 24, LUK: 1, Attack: 458901, Defense: 84095, Current HP: 573, A Avg: 1220676, D Avg: 84095, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 034: HP: 960, STR: 375094, VIT: 300, SPD: 24, LUK: 1, Attack: 458918, Defense: 86412, Current HP: 960, A Avg: 1220721, D Avg: 86412, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 033: HP: 418, STR: 374813, VIT: 123, SPD: 25, LUK: 1, Attack: 458936, Defense: 84148, Current HP: 418, A Avg: 1220769, D Avg: 84148, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 032: HP: 646, STR: 374832, VIT: 156, SPD: 24, LUK: 1, Attack: 458955, Defense: 84396, Current HP: 646, A Avg: 1220820, D Avg: 84396, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
