Rank 1000: HP: 988, STR: 603357, VIT: 922, SPD: 23, LUK: 1, Attack: 1033037, Defense: 85890, Current HP: 988, A Avg: 8605198, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 143: HP: 418, STR: 678553, VIT: 566, SPD: 25, LUK: 1, Attack: 1145012, Defense: 84591, Current HP: 418, A Avg: 9537949, D Avg: 118427, [Pulse Knife[165, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 142: HP: 646, STR: 678576, VIT: 626, SPD: 23, LUK: 1, Attack: 1145046, Defense: 84866, Current HP: 646, A Avg: 9538233, D Avg: 118812, [Pulse Knife[165, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 141: HP: 616, STR: 678614, VIT: 680, SPD: 23, LUK: 1, Attack: 1145103, Defense: 86298, Current HP: 616, A Avg: 9538707, D Avg: 120817, [Pulse Knife[165, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 140: HP: 524, STR: 678618, VIT: 865, SPD: 23, LUK: 1, Attack: 1145109, Defense: 85703, Current HP: 524, A Avg: 9538757, D Avg: 119984, [Pulse Knife[165, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 139: HP: 646, STR: 678665, VIT: 656, SPD: 23, LUK: 1, Attack: 1145180, Defense: 85520, Current HP: 646, A Avg: 9539349, D Avg: 119727, [Pulse Knife[165, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 138: HP: 570, STR: 678665, VIT: 664, SPD: 25, LUK: 1, Attack: 1145180, Defense: 85086, Current HP: 570, A Avg: 9539349, D Avg: 119120, [Pulse Knife[165, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 137: HP: 646, STR: 678689, VIT: 896, SPD: 23, LUK: 1, Attack: 1145216, Defense: 87697, Current HP: 646, A Avg: 9539649, D Avg: 122775, [Pulse Knife[165, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 136: HP: 456, STR: 678858, VIT: 734, SPD: 23, LUK: 1, Attack: 1145469, Defense: 85325, Current HP: 456, A Avg: 9541756, D Avg: 119454, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 135: HP: 589, STR: 678858, VIT: 763, SPD: 23, LUK: 1, Attack: 1145469, Defense: 87681, Current HP: 589, A Avg: 9541756, D Avg: 122753, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 134: HP: 2299, STR: 677805, VIT: 526, SPD: 23, LUK: 1, Attack: 1145485, Defense: 86443, Current HP: 2299, A Avg: 9541890, D Avg: 121020, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 133: HP: 664, STR: 678012, VIT: 327, SPD: 23, LUK: 1, Attack: 1145640, Defense: 85945, Current HP: 664, A Avg: 9543181, D Avg: 120322, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 132: HP: 960, STR: 679027, VIT: 796, SPD: 23, LUK: 1, Attack: 1145723, Defense: 86908, Current HP: 960, A Avg: 9543872, D Avg: 121671, [Pulse Knife[165, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 131: HP: 798, STR: 679074, VIT: 1000, SPD: 23, LUK: 1, Attack: 1145793, Defense: 85994, Current HP: 798, A Avg: 9544455, D Avg: 120391, [Pulse Knife[165, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 130: HP: 840, STR: 678557, VIT: 589, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84312, Current HP: 840, A Avg: 9544822, D Avg: 118036, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 129: HP: 840, STR: 678557, VIT: 589, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84322, Current HP: 840, A Avg: 9544822, D Avg: 118050, [Impulse[166, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 128: HP: 798, STR: 678557, VIT: 628, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84497, Current HP: 798, A Avg: 9544822, D Avg: 118295, [Impulse[166, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 127: HP: 798, STR: 678557, VIT: 635, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84439, Current HP: 798, A Avg: 9544822, D Avg: 118214, [Impulse[166, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 126: HP: 798, STR: 678557, VIT: 648, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84511, Current HP: 798, A Avg: 9544822, D Avg: 118315, [Impulse[166, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 125: HP: 798, STR: 678557, VIT: 669, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84558, Current HP: 798, A Avg: 9544822, D Avg: 118381, [Impulse[166, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 124: HP: 840, STR: 678557, VIT: 657, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84533, Current HP: 840, A Avg: 9544822, D Avg: 118346, [Impulse[166, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 123: HP: 950, STR: 678557, VIT: 709, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84546, Current HP: 950, A Avg: 9544822, D Avg: 118364, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 122: HP: 900, STR: 678557, VIT: 628, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84400, Current HP: 900, A Avg: 9544822, D Avg: 118159, [Impulse[166, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 121: HP: 940, STR: 678557, VIT: 657, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84676, Current HP: 940, A Avg: 9544822, D Avg: 118546, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 120: HP: 874, STR: 678557, VIT: 659, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84587, Current HP: 874, A Avg: 9544822, D Avg: 118421, [Impulse[166, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 119: HP: 1136, STR: 678557, VIT: 755, SPD: 23, LUK: 1, Attack: 1145837, Defense: 85317, Current HP: 1136, A Avg: 9544822, D Avg: 119443, [Impulse[166, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 118: HP: 1048, STR: 678557, VIT: 648, SPD: 23, LUK: 1, Attack: 1145837, Defense: 84576, Current HP: 1048, A Avg: 9544822, D Avg: 118406, [Impulse[166, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 117: HP: 840, STR: 678557, VIT: 1103, SPD: 23, LUK: 1, Attack: 1145837, Defense: 87891, Current HP: 840, A Avg: 9544822, D Avg: 123047, [Impulse[166, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 116: HP: 2147, STR: 678557, VIT: 617, SPD: 23, LUK: 1, Attack: 1145837, Defense: 86534, Current HP: 2147, A Avg: 9544822, D Avg: 121147, [Impulse[166, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 115: HP: 1304, STR: 678557, VIT: 805, SPD: 23, LUK: 1, Attack: 1145837, Defense: 85539, Current HP: 1304, A Avg: 9544822, D Avg: 119754, [Impulse[166, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 114: HP: 1120, STR: 678557, VIT: 755, SPD: 23, LUK: 1, Attack: 1145837, Defense: 86230, Current HP: 1120, A Avg: 9544822, D Avg: 120721, [Impulse[166, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 113: HP: 988, STR: 678557, VIT: 922, SPD: 23, LUK: 1, Attack: 1145837, Defense: 85890, Current HP: 988, A Avg: 9544822, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 112: HP: 912, STR: 678557, VIT: 1025, SPD: 23, LUK: 1, Attack: 1145837, Defense: 87865, Current HP: 912, A Avg: 9544822, D Avg: 123010, [Impulse[166, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 111: HP: 1260, STR: 678557, VIT: 850, SPD: 23, LUK: 1, Attack: 1145837, Defense: 88275, Current HP: 1260, A Avg: 9544822, D Avg: 123584, [Impulse[166, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 110: HP: 798, STR: 678557, VIT: 589, SPD: 23, LUK: 1, Attack: 1145837, Defense: 87378, Current HP: 798, A Avg: 9544822, D Avg: 122329, [Impulse[166, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 109: HP: 798, STR: 678557, VIT: 1170, SPD: 23, LUK: 1, Attack: 1145837, Defense: 90948, Current HP: 798, A Avg: 9544822, D Avg: 127327, [Impulse[166, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 108: HP: 1273, STR: 678557, VIT: 1596, SPD: 23, LUK: 1, Attack: 1145837, Defense: 88384, Current HP: 1273, A Avg: 9544822, D Avg: 123737, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 107: HP: 1083, STR: 678557, VIT: 842, SPD: 25, LUK: 1, Attack: 1145837, Defense: 86720, Current HP: 1083, A Avg: 9544822, D Avg: 121407, [Impulse[166, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 106: HP: 1345, STR: 678557, VIT: 909, SPD: 23, LUK: 1, Attack: 1145837, Defense: 87125, Current HP: 1345, A Avg: 9544822, D Avg: 121974, [Impulse[166, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 105: HP: 1240, STR: 678557, VIT: 1120, SPD: 23, LUK: 1, Attack: 1145837, Defense: 88155, Current HP: 1240, A Avg: 9544822, D Avg: 123416, [Impulse[166, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 104: HP: 840, STR: 678557, VIT: 937, SPD: 23, LUK: 1, Attack: 1145837, Defense: 87985, Current HP: 840, A Avg: 9544822, D Avg: 123178, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 103: HP: 953, STR: 678604, VIT: 719, SPD: 23, LUK: 1, Attack: 1145907, Defense: 84660, Current HP: 953, A Avg: 9545405, D Avg: 118523, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 102: HP: 798, STR: 678647, VIT: 657, SPD: 25, LUK: 1, Attack: 1145972, Defense: 84682, Current HP: 798, A Avg: 9545946, D Avg: 118554, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 101: HP: 1026, STR: 678670, VIT: 722, SPD: 23, LUK: 1, Attack: 1146006, Defense: 84962, Current HP: 1026, A Avg: 9546229, D Avg: 118946, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 100: HP: 1016, STR: 678708, VIT: 771, SPD: 23, LUK: 1, Attack: 1146063, Defense: 86389, Current HP: 1016, A Avg: 9546704, D Avg: 120944, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 099: HP: 904, STR: 678712, VIT: 961, SPD: 23, LUK: 1, Attack: 1146069, Defense: 85799, Current HP: 904, A Avg: 9546754, D Avg: 120118, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 098: HP: 1026, STR: 678759, VIT: 752, SPD: 23, LUK: 1, Attack: 1146140, Defense: 85616, Current HP: 1026, A Avg: 9547346, D Avg: 119862, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 097: HP: 950, STR: 678759, VIT: 755, SPD: 25, LUK: 1, Attack: 1146140, Defense: 85177, Current HP: 950, A Avg: 9547346, D Avg: 119247, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 096: HP: 1026, STR: 678783, VIT: 991, SPD: 23, LUK: 1, Attack: 1146176, Defense: 87792, Current HP: 1026, A Avg: 9547646, D Avg: 122908, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 095: HP: 836, STR: 678952, VIT: 825, SPD: 23, LUK: 1, Attack: 1146429, Defense: 85416, Current HP: 836, A Avg: 9549753, D Avg: 119582, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 094: HP: 969, STR: 678952, VIT: 854, SPD: 23, LUK: 1, Attack: 1146429, Defense: 87772, Current HP: 969, A Avg: 9549753, D Avg: 122880, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 093: HP: 965, STR: 679497, VIT: 448, SPD: 23, LUK: 1, Attack: 1146639, Defense: 86664, Current HP: 965, A Avg: 9551502, D Avg: 121329, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 092: HP: 1360, STR: 679121, VIT: 888, SPD: 23, LUK: 1, Attack: 1146683, Defense: 87000, Current HP: 1360, A Avg: 9551869, D Avg: 121799, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 091: HP: 1178, STR: 679168, VIT: 1096, SPD: 23, LUK: 1, Attack: 1146753, Defense: 86090, Current HP: 1178, A Avg: 9552452, D Avg: 120525, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 090: HP: 779, STR: 680512, VIT: 145, SPD: 25, LUK: 1, Attack: 1146769, Defense: 86933, Current HP: 779, A Avg: 9552585, D Avg: 121706, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 089: HP: 418, STR: 679864, VIT: 498, SPD: 25, LUK: 1, Attack: 1146978, Defense: 84634, Current HP: 418, A Avg: 9554326, D Avg: 118487, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 088: HP: 931, STR: 680536, VIT: 145, SPD: 25, LUK: 1, Attack: 1146986, Defense: 86933, Current HP: 931, A Avg: 9554393, D Avg: 121706, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 087: HP: 540, STR: 679356, VIT: 340, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84063, Current HP: 540, A Avg: 9557375, D Avg: 117688, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 086: HP: 540, STR: 679356, VIT: 340, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84073, Current HP: 540, A Avg: 9557375, D Avg: 117702, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 085: HP: 513, STR: 679356, VIT: 367, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84236, Current HP: 513, A Avg: 9557375, D Avg: 117930, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 084: HP: 513, STR: 679356, VIT: 374, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84178, Current HP: 513, A Avg: 9557375, D Avg: 117849, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 083: HP: 513, STR: 679356, VIT: 387, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84250, Current HP: 513, A Avg: 9557375, D Avg: 117949, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 082: HP: 513, STR: 679356, VIT: 408, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84297, Current HP: 513, A Avg: 9557375, D Avg: 118015, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 081: HP: 540, STR: 679356, VIT: 408, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84284, Current HP: 540, A Avg: 9557375, D Avg: 117997, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 080: HP: 665, STR: 679356, VIT: 448, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84285, Current HP: 665, A Avg: 9557375, D Avg: 117998, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 079: HP: 600, STR: 679356, VIT: 379, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84151, Current HP: 600, A Avg: 9557375, D Avg: 117811, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 078: HP: 640, STR: 679356, VIT: 408, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84427, Current HP: 640, A Avg: 9557375, D Avg: 118197, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 077: HP: 589, STR: 679356, VIT: 398, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84326, Current HP: 589, A Avg: 9557375, D Avg: 118056, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 076: HP: 836, STR: 679356, VIT: 506, SPD: 23, LUK: 1, Attack: 1147344, Defense: 85068, Current HP: 836, A Avg: 9557375, D Avg: 119095, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 075: HP: 763, STR: 679356, VIT: 387, SPD: 23, LUK: 1, Attack: 1147344, Defense: 84315, Current HP: 763, A Avg: 9557375, D Avg: 118040, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 074: HP: 540, STR: 679356, VIT: 854, SPD: 23, LUK: 1, Attack: 1147344, Defense: 87642, Current HP: 540, A Avg: 9557375, D Avg: 122698, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 073: HP: 1862, STR: 679356, VIT: 356, SPD: 23, LUK: 1, Attack: 1147344, Defense: 86273, Current HP: 1862, A Avg: 9557375, D Avg: 120782, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 072: HP: 1004, STR: 679356, VIT: 556, SPD: 23, LUK: 1, Attack: 1147344, Defense: 85290, Current HP: 1004, A Avg: 9557375, D Avg: 119405, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 071: HP: 820, STR: 679356, VIT: 506, SPD: 23, LUK: 1, Attack: 1147344, Defense: 85981, Current HP: 820, A Avg: 9557375, D Avg: 120373, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 070: HP: 703, STR: 679356, VIT: 661, SPD: 23, LUK: 1, Attack: 1147344, Defense: 85629, Current HP: 703, A Avg: 9557375, D Avg: 119880, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 069: HP: 627, STR: 679356, VIT: 776, SPD: 23, LUK: 1, Attack: 1147344, Defense: 87616, Current HP: 627, A Avg: 9557375, D Avg: 122662, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 068: HP: 960, STR: 679356, VIT: 601, SPD: 23, LUK: 1, Attack: 1147344, Defense: 88026, Current HP: 960, A Avg: 9557375, D Avg: 123236, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 067: HP: 513, STR: 679356, VIT: 340, SPD: 23, LUK: 1, Attack: 1147344, Defense: 87129, Current HP: 513, A Avg: 9557375, D Avg: 121980, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 066: HP: 513, STR: 679356, VIT: 921, SPD: 23, LUK: 1, Attack: 1147344, Defense: 90699, Current HP: 513, A Avg: 9557375, D Avg: 126978, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 065: HP: 988, STR: 679356, VIT: 1335, SPD: 23, LUK: 1, Attack: 1147344, Defense: 88123, Current HP: 988, A Avg: 9557375, D Avg: 123372, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 064: HP: 798, STR: 679356, VIT: 593, SPD: 25, LUK: 1, Attack: 1147344, Defense: 86471, Current HP: 798, A Avg: 9557375, D Avg: 121059, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 063: HP: 1060, STR: 679356, VIT: 648, SPD: 23, LUK: 1, Attack: 1147344, Defense: 86864, Current HP: 1060, A Avg: 9557375, D Avg: 121609, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 062: HP: 940, STR: 679356, VIT: 871, SPD: 23, LUK: 1, Attack: 1147344, Defense: 87906, Current HP: 940, A Avg: 9557375, D Avg: 123068, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 061: HP: 540, STR: 679356, VIT: 688, SPD: 23, LUK: 1, Attack: 1147344, Defense: 87736, Current HP: 540, A Avg: 9557375, D Avg: 122830, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 060: HP: 668, STR: 679403, VIT: 458, SPD: 23, LUK: 1, Attack: 1147414, Defense: 84399, Current HP: 668, A Avg: 9557958, D Avg: 118158, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 059: HP: 513, STR: 679446, VIT: 408, SPD: 25, LUK: 1, Attack: 1147479, Defense: 84433, Current HP: 513, A Avg: 9558500, D Avg: 118206, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 058: HP: 741, STR: 679469, VIT: 461, SPD: 23, LUK: 1, Attack: 1147513, Defense: 84701, Current HP: 741, A Avg: 9558783, D Avg: 118581, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 057: HP: 798, STR: 678543, VIT: 859, SPD: 25, LUK: 1, Attack: 1147548, Defense: 85281, Current HP: 798, A Avg: 9559074, D Avg: 119393, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 056: HP: 716, STR: 679507, VIT: 522, SPD: 23, LUK: 1, Attack: 1147570, Defense: 86140, Current HP: 716, A Avg: 9559258, D Avg: 120595, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 055: HP: 619, STR: 679511, VIT: 700, SPD: 23, LUK: 1, Attack: 1147576, Defense: 85538, Current HP: 619, A Avg: 9559308, D Avg: 119753, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 054: HP: 741, STR: 679558, VIT: 491, SPD: 23, LUK: 1, Attack: 1147647, Defense: 85355, Current HP: 741, A Avg: 9559899, D Avg: 119496, [Zodiac[184, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 230]]
