Rank 1000: HP: 285, STR: 602304, VIT: 130, SPD: 1, LUK: 1, Attack: 1031457, Defense: 83967, Current HP: 285, A Avg: 8592036, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 106: HP: 680, STR: 677504, VIT: 539, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87574, Current HP: 680, A Avg: 9531660, D Avg: 122603, [Impulse[166, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 105: HP: 280, STR: 677504, VIT: 124, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87172, Current HP: 280, A Avg: 9531660, D Avg: 122040, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 104: HP: 260, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83743, Current HP: 260, A Avg: 9531885, D Avg: 117240, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 103: HP: 260, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83753, Current HP: 260, A Avg: 9531885, D Avg: 117254, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 102: HP: 247, STR: 677316, VIT: 32, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83901, Current HP: 247, A Avg: 9531885, D Avg: 117461, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 101: HP: 247, STR: 677316, VIT: 39, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83843, Current HP: 247, A Avg: 9531885, D Avg: 117380, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 100: HP: 247, STR: 677316, VIT: 21, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83884, Current HP: 247, A Avg: 9531885, D Avg: 117437, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 099: HP: 247, STR: 677316, VIT: 43, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83932, Current HP: 247, A Avg: 9531885, D Avg: 117504, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 098: HP: 260, STR: 677316, VIT: 31, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83907, Current HP: 260, A Avg: 9531885, D Avg: 117469, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 097: HP: 266, STR: 677316, VIT: 21, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83858, Current HP: 266, A Avg: 9531885, D Avg: 117401, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 096: HP: 320, STR: 677316, VIT: 31, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83803, Current HP: 320, A Avg: 9531885, D Avg: 117324, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 095: HP: 360, STR: 677316, VIT: 31, SPD: 1, LUK: 1, Attack: 1144284, Defense: 84050, Current HP: 360, A Avg: 9531885, D Avg: 117669, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 094: HP: 323, STR: 677316, VIT: 32, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83960, Current HP: 323, A Avg: 9531885, D Avg: 117543, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 093: HP: 360, STR: 677316, VIT: 41, SPD: 1, LUK: 1, Attack: 1144284, Defense: 84603, Current HP: 360, A Avg: 9531885, D Avg: 118444, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 092: HP: 285, STR: 677316, VIT: 21, SPD: 1, LUK: 1, Attack: 1144284, Defense: 83949, Current HP: 285, A Avg: 9531885, D Avg: 117528, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 091: HP: 260, STR: 677316, VIT: 332, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87120, Current HP: 260, A Avg: 9531885, D Avg: 121967, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 090: HP: 285, STR: 677316, VIT: 83, SPD: 1, LUK: 1, Attack: 1144284, Defense: 84674, Current HP: 285, A Avg: 9531885, D Avg: 118543, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 089: HP: 285, STR: 677316, VIT: 83, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87001, Current HP: 285, A Avg: 9531885, D Avg: 121801, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 088: HP: 1197, STR: 677316, VIT: 21, SPD: 1, LUK: 1, Attack: 1144284, Defense: 85938, Current HP: 1197, A Avg: 9531885, D Avg: 120313, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 087: HP: 500, STR: 677316, VIT: 62, SPD: 1, LUK: 1, Attack: 1144284, Defense: 84796, Current HP: 500, A Avg: 9531885, D Avg: 118714, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 086: HP: 400, STR: 677316, VIT: 41, SPD: 1, LUK: 1, Attack: 1144284, Defense: 85516, Current HP: 400, A Avg: 9531885, D Avg: 119722, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 085: HP: 437, STR: 677316, VIT: 21, SPD: 1, LUK: 1, Attack: 1144284, Defense: 84989, Current HP: 437, A Avg: 9531885, D Avg: 118984, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 084: HP: 361, STR: 677316, VIT: 166, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87006, Current HP: 361, A Avg: 9531885, D Avg: 121808, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 083: HP: 260, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87445, Current HP: 260, A Avg: 9531885, D Avg: 122422, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 082: HP: 247, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1144284, Defense: 86809, Current HP: 247, A Avg: 9531885, D Avg: 121532, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 081: HP: 247, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1144284, Defense: 89798, Current HP: 247, A Avg: 9531885, D Avg: 125717, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 080: HP: 722, STR: 677316, VIT: 239, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87027, Current HP: 722, A Avg: 9531885, D Avg: 121837, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 079: HP: 532, STR: 677316, VIT: 41, SPD: 1, LUK: 1, Attack: 1144284, Defense: 85919, Current HP: 532, A Avg: 9531885, D Avg: 120286, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 078: HP: 475, STR: 677316, VIT: 130, SPD: 1, LUK: 1, Attack: 1144284, Defense: 86346, Current HP: 475, A Avg: 9531885, D Avg: 120884, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 077: HP: 660, STR: 677316, VIT: 435, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87470, Current HP: 660, A Avg: 9531885, D Avg: 122457, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 076: HP: 260, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1144284, Defense: 87068, Current HP: 260, A Avg: 9531885, D Avg: 121895, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 075: HP: 288, STR: 677523, VIT: 132, SPD: 1, LUK: 1, Attack: 1144286, Defense: 85750, Current HP: 288, A Avg: 9531902, D Avg: 120049, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 074: HP: 266, STR: 677528, VIT: 134, SPD: 1, LUK: 1, Attack: 1144293, Defense: 84159, Current HP: 266, A Avg: 9531960, D Avg: 117822, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 073: HP: 266, STR: 677528, VIT: 261, SPD: 1, LUK: 1, Attack: 1144293, Defense: 85099, Current HP: 266, A Avg: 9531960, D Avg: 119138, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 072: HP: 361, STR: 677533, VIT: 261, SPD: 1, LUK: 1, Attack: 1144301, Defense: 87062, Current HP: 361, A Avg: 9532027, D Avg: 121886, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 071: HP: 268, STR: 677335, VIT: 29, SPD: 1, LUK: 1, Attack: 1144312, Defense: 85647, Current HP: 268, A Avg: 9532118, D Avg: 119905, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 070: HP: 247, STR: 677340, VIT: 31, SPD: 1, LUK: 1, Attack: 1144320, Defense: 84056, Current HP: 247, A Avg: 9532185, D Avg: 117678, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 069: HP: 247, STR: 677340, VIT: 152, SPD: 1, LUK: 1, Attack: 1144320, Defense: 84990, Current HP: 247, A Avg: 9532185, D Avg: 118985, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 068: HP: 342, STR: 677345, VIT: 152, SPD: 1, LUK: 1, Attack: 1144327, Defense: 86953, Current HP: 342, A Avg: 9532243, D Avg: 121734, [Zodiac[184, 230, 230, 230], Riot[236, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 067: HP: 342, STR: 677551, VIT: 141, SPD: 1, LUK: 1, Attack: 1144328, Defense: 84082, Current HP: 342, A Avg: 9532252, D Avg: 117714, [Impulse[166, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 066: HP: 361, STR: 677551, VIT: 143, SPD: 1, LUK: 1, Attack: 1144328, Defense: 84383, Current HP: 361, A Avg: 9532252, D Avg: 118136, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 065: HP: 323, STR: 677363, VIT: 32, SPD: 1, LUK: 1, Attack: 1144354, Defense: 83973, Current HP: 323, A Avg: 9532468, D Avg: 117562, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 064: HP: 342, STR: 677363, VIT: 34, SPD: 1, LUK: 1, Attack: 1144354, Defense: 84274, Current HP: 342, A Avg: 9532468, D Avg: 117983, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 063: HP: 361, STR: 677575, VIT: 143, SPD: 1, LUK: 1, Attack: 1144364, Defense: 85007, Current HP: 361, A Avg: 9532552, D Avg: 119009, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 062: HP: 285, STR: 677575, VIT: 145, SPD: 1, LUK: 1, Attack: 1144364, Defense: 84567, Current HP: 285, A Avg: 9532552, D Avg: 118393, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 061: HP: 342, STR: 677387, VIT: 34, SPD: 1, LUK: 1, Attack: 1144390, Defense: 84898, Current HP: 342, A Avg: 9532768, D Avg: 118857, [Zodiac[184, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 060: HP: 266, STR: 677387, VIT: 41, SPD: 1, LUK: 1, Attack: 1144390, Defense: 84463, Current HP: 266, A Avg: 9532768, D Avg: 118248, [Zodiac[184, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 059: HP: 1235, STR: 677081, VIT: 130, SPD: 1, LUK: 1, Attack: 1144399, Defense: 86047, Current HP: 1235, A Avg: 9532843, D Avg: 120465, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 058: HP: 380, STR: 678115, VIT: 174, SPD: 1, LUK: 1, Attack: 1144566, Defense: 86390, Current HP: 380, A Avg: 9534234, D Avg: 120945, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 057: HP: 520, STR: 677739, VIT: 249, SPD: 1, LUK: 1, Attack: 1144610, Defense: 86361, Current HP: 520, A Avg: 9534601, D Avg: 120905, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 056: HP: 500, STR: 677551, VIT: 145, SPD: 1, LUK: 1, Attack: 1144636, Defense: 86257, Current HP: 500, A Avg: 9534817, D Avg: 120759, [Zodiac[184, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 055: HP: 76, STR: 677354, VIT: 37, SPD: 1, LUK: 1, Attack: 1144653, Defense: 85655, Current HP: 76, A Avg: 9534959, D Avg: 119916, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 054: HP: 646, STR: 677786, VIT: 456, SPD: 1, LUK: 1, Attack: 1144680, Defense: 85450, Current HP: 646, A Avg: 9535184, D Avg: 119629, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 053: HP: 152, STR: 678350, VIT: 62, SPD: 1, LUK: 1, Attack: 1144707, Defense: 84198, Current HP: 152, A Avg: 9535409, D Avg: 117877, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 052: HP: 627, STR: 677598, VIT: 348, SPD: 1, LUK: 1, Attack: 1144707, Defense: 85342, Current HP: 627, A Avg: 9535409, D Avg: 119478, [Zodiac[184, 230, 230, 230], Metalization[228, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 051: HP: 300, STR: 677316, VIT: 62, SPD: 1, LUK: 1, Attack: 1144791, Defense: 84796, Current HP: 300, A Avg: 9536109, D Avg: 118714, [Blue Sword[180, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 050: HP: 247, STR: 679196, VIT: 29, SPD: 1, LUK: 1, Attack: 1144795, Defense: 86817, Current HP: 247, A Avg: 9536142, D Avg: 121543, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 049: HP: 266, STR: 679220, VIT: 29, SPD: 1, LUK: 1, Attack: 1145012, Defense: 86817, Current HP: 266, A Avg: 9537949, D Avg: 121543, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 048: HP: 152, STR: 678820, VIT: 62, SPD: 1, LUK: 1, Attack: 1145412, Defense: 84406, Current HP: 152, A Avg: 9541281, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 047: HP: 722, STR: 679267, VIT: 295, SPD: 1, LUK: 1, Attack: 1145650, Defense: 85159, Current HP: 722, A Avg: 9543264, D Avg: 119222, [Divine Dragon Sword[181, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 046: HP: 266, STR: 678444, VIT: 124, SPD: 1, LUK: 1, Attack: 1145667, Defense: 84260, Current HP: 266, A Avg: 9543406, D Avg: 117963, [Impulse[166, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 045: HP: 247, STR: 678256, VIT: 20, SPD: 1, LUK: 1, Attack: 1145694, Defense: 84156, Current HP: 247, A Avg: 9543631, D Avg: 117818, [Zodiac[184, 230, 230, 230], Magnum[237, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 044: HP: 342, STR: 679290, VIT: 62, SPD: 1, LUK: 1, Attack: 1146117, Defense: 86850, Current HP: 342, A Avg: 9547154, D Avg: 121589, [Pulse Knife[165, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 043: HP: 399, STR: 677622, VIT: 249, SPD: 1, LUK: 1, Attack: 1146166, Defense: 84671, Current HP: 399, A Avg: 9547562, D Avg: 118539, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 042: HP: 266, STR: 679229, VIT: 35, SPD: 1, LUK: 1, Attack: 1146293, Defense: 86823, Current HP: 266, A Avg: 9548620, D Avg: 121552, [Red Shark[134, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 041: HP: 266, STR: 678914, VIT: 124, SPD: 1, LUK: 1, Attack: 1146372, Defense: 84468, Current HP: 266, A Avg: 9549278, D Avg: 118255, [Impulse[166, 230, 230, 230], V Magnum[238, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 040: HP: 247, STR: 678726, VIT: 20, SPD: 1, LUK: 1, Attack: 1146399, Defense: 84364, Current HP: 247, A Avg: 9549503, D Avg: 118109, [Zodiac[184, 230, 230, 230], V Magnum[238, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 039: HP: 456, STR: 679384, VIT: 124, SPD: 1, LUK: 1, Attack: 1147077, Defense: 86912, Current HP: 456, A Avg: 9555151, D Avg: 121676, [Impulse[166, 230, 230, 230], C Magnum[239, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 038: HP: 437, STR: 679196, VIT: 20, SPD: 1, LUK: 1, Attack: 1147104, Defense: 86808, Current HP: 437, A Avg: 9555376, D Avg: 121531, [Zodiac[184, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 037: HP: 660, STR: 678021, VIT: 269, SPD: 1, LUK: 1, Attack: 1148773, Defense: 87694, Current HP: 660, A Avg: 9569279, D Avg: 122771, [Stargazer[183, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 036: HP: 532, STR: 681640, VIT: 269, SPD: 1, LUK: 1, Attack: 1151179, Defense: 90047, Current HP: 532, A Avg: 9589321, D Avg: 126065, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 035: HP: 627, STR: 692232, VIT: 435, SPD: 1, LUK: 1, Attack: 1164162, Defense: 88003, Current HP: 627, A Avg: 9697469, D Avg: 123204, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 034: HP: 627, STR: 692256, VIT: 435, SPD: 1, LUK: 1, Attack: 1164607, Defense: 88003, Current HP: 627, A Avg: 9701176, D Avg: 123204, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 033: HP: 60, STR: 677316, VIT: 20, SPD: 1, LUK: 1, Attack: 1164874, Defense: 87068, Current HP: 60, A Avg: 9703400, D Avg: 121895, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 032: HP: 171, STR: 691824, VIT: 72, SPD: 1, LUK: 1, Attack: 1164918, Defense: 84078, Current HP: 171, A Avg: 9703766, D Avg: 117709, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 031: HP: 152, STR: 691824, VIT: 62, SPD: 1, LUK: 1, Attack: 1164918, Defense: 85732, Current HP: 152, A Avg: 9703766, D Avg: 120024, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 030: HP: 190, STR: 691872, VIT: 72, SPD: 1, LUK: 1, Attack: 1164990, Defense: 84572, Current HP: 190, A Avg: 9704366, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 029: HP: 209, STR: 691896, VIT: 83, SPD: 1, LUK: 1, Attack: 1165026, Defense: 84089, Current HP: 209, A Avg: 9704666, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 028: HP: 171, STR: 691968, VIT: 72, SPD: 1, LUK: 1, Attack: 1165134, Defense: 83935, Current HP: 171, A Avg: 9705566, D Avg: 117508, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 027: HP: 209, STR: 691968, VIT: 72, SPD: 1, LUK: 1, Attack: 1165134, Defense: 83961, Current HP: 209, A Avg: 9705566, D Avg: 117545, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 026: HP: 152, STR: 692064, VIT: 62, SPD: 1, LUK: 1, Attack: 1165278, Defense: 84250, Current HP: 152, A Avg: 9706765, D Avg: 117949, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 025: HP: 190, STR: 692112, VIT: 87, SPD: 1, LUK: 1, Attack: 1165350, Defense: 85315, Current HP: 190, A Avg: 9707365, D Avg: 119440, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 024: HP: 722, STR: 692304, VIT: 477, SPD: 1, LUK: 1, Attack: 1165638, Defense: 88045, Current HP: 722, A Avg: 9709764, D Avg: 123262, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 023: HP: 285, STR: 691920, VIT: 134, SPD: 1, LUK: 1, Attack: 1165881, Defense: 84140, Current HP: 285, A Avg: 9711788, D Avg: 117795, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 022: HP: 266, STR: 691920, VIT: 124, SPD: 1, LUK: 1, Attack: 1165881, Defense: 85794, Current HP: 266, A Avg: 9711788, D Avg: 120111, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 021: HP: 266, STR: 691728, VIT: 31, SPD: 1, LUK: 1, Attack: 1165902, Defense: 84037, Current HP: 266, A Avg: 9711963, D Avg: 117651, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 020: HP: 247, STR: 691728, VIT: 20, SPD: 1, LUK: 1, Attack: 1165902, Defense: 85690, Current HP: 247, A Avg: 9711963, D Avg: 119965, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 019: HP: 304, STR: 691968, VIT: 134, SPD: 1, LUK: 1, Attack: 1165953, Defense: 84634, Current HP: 304, A Avg: 9712388, D Avg: 118487, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 018: HP: 285, STR: 691776, VIT: 31, SPD: 1, LUK: 1, Attack: 1165974, Defense: 84531, Current HP: 285, A Avg: 9712563, D Avg: 118343, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 017: HP: 323, STR: 691992, VIT: 145, SPD: 1, LUK: 1, Attack: 1165989, Defense: 84151, Current HP: 323, A Avg: 9712688, D Avg: 117811, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 016: HP: 304, STR: 691800, VIT: 41, SPD: 1, LUK: 1, Attack: 1166010, Defense: 84047, Current HP: 304, A Avg: 9712863, D Avg: 117665, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 230]]
