Rank 38249: 8005 - [10330, 7259, 710] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 275542, D Avg: 197786, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 43047: 1951 - [12655, 5082, 562] - HP: 93003, STR: 96028, VIT: 51358, SPD: 8, LUK: 1, Attack: 195294, Defense: 141136, Current HP: 93003, A Avg: 244117, D Avg: 141136, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43058: 1944 - [12669, 5051, 579] - HP: 93873, STR: 102422, VIT: 51358, SPD: 8, LUK: 1, Attack: 194608, Defense: 141136, Current HP: 93873, A Avg: 245206, D Avg: 141136, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43066: 2456 - [12522, 5500, 277] - HP: 48343, STR: 108993, VIT: 77246, SPD: 8, LUK: 1, Attack: 201179, Defense: 164814, Current HP: 48343, A Avg: 211237, D Avg: 197776, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43073: 2454 - [12549, 5426, 324] - HP: 47473, STR: 102422, VIT: 76958, SPD: 8, LUK: 1, Attack: 194608, Defense: 166736, Current HP: 47473, A Avg: 204338, D Avg: 200083, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43086: 1941 - [12672, 5070, 557] - HP: 93003, STR: 96028, VIT: 51358, SPD: 8, LUK: 1, Attack: 195294, Defense: 141136, Current HP: 93003, A Avg: 246070, D Avg: 141136, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43094: 1917 - [12627, 5213, 459] - HP: 93873, STR: 129400, VIT: 26046, SPD: 8, LUK: 1, Attack: 228666, Defense: 113614, Current HP: 93873, A Avg: 240099, D Avg: 136336, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43126: 176 - [13095, 3841, 1363] - HP: 187543, STR: 81793, VIT: 51646, SPD: 8, LUK: 1, Attack: 173979, Defense: 139214, Current HP: 187543, A Avg: 182677, D Avg: 139214, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43130: 1952 - [12667, 5129, 503] - HP: 94453, STR: 110241, VIT: 51710, SPD: 8, LUK: 1, Attack: 200150, Defense: 139278, Current HP: 94453, A Avg: 250187, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43146: 177 - [13095, 3861, 1343] - HP: 186673, STR: 75000, VIT: 51646, SPD: 8, LUK: 1, Attack: 174266, Defense: 139214, Current HP: 186673, A Avg: 182979, D Avg: 139214, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43147: 1912 - [12663, 5158, 478] - HP: 94453, STR: 137441, VIT: 26110, SPD: 8, LUK: 1, Attack: 227350, Defense: 113678, Current HP: 94453, A Avg: 238717, D Avg: 136413, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43207: 1916 - [12685, 5152, 462] - HP: 94743, STR: 136193, VIT: 26046, SPD: 8, LUK: 1, Attack: 228379, Defense: 113614, Current HP: 94743, A Avg: 239797, D Avg: 136336, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43228: 1975 - [12613, 5389, 297] - HP: 62092, STR: 128248, VIT: 51654, SPD: 8, LUK: 2, Attack: 220434, Defense: 139222, Current HP: 62092, A Avg: 231455, D Avg: 167066, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 43261: 2415 - [12647, 5320, 332] - HP: 31692, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 31692, A Avg: 231455, D Avg: 164822, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 43261: 2465 - [12647, 5320, 332] - HP: 31692, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 31692, A Avg: 231455, D Avg: 164822, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 43263: 211 - [12727, 5082, 490] - HP: 139403, STR: 147228, VIT: 158, SPD: 8, LUK: 1, Attack: 246494, Defense: 89936, Current HP: 139403, A Avg: 258818, D Avg: 89936, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43263: 1957 - [12722, 5097, 480] - HP: 93873, STR: 102200, VIT: 51646, SPD: 8, LUK: 1, Attack: 201466, Defense: 139214, Current HP: 93873, A Avg: 251832, D Avg: 139214, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43276: 325 - [12542, 5650, 107] - HP: 62092, STR: 96248, VIT: 102854, SPD: 8, LUK: 2, Attack: 188434, Defense: 190422, Current HP: 62092, A Avg: 197855, D Avg: 190422, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43276: 1942 - [12734, 5074, 491] - HP: 94453, STR: 110241, VIT: 51710, SPD: 8, LUK: 1, Attack: 200150, Defense: 139278, Current HP: 94453, A Avg: 252189, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43290: 1554 - [13265, 3495, 1539] - HP: 140273, STR: 102422, VIT: 25758, SPD: 8, LUK: 1, Attack: 194608, Defense: 115536, Current HP: 140273, A Avg: 204338, D Avg: 138643, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43298: 1947 - [12738, 5084, 477] - HP: 93873, STR: 102200, VIT: 51646, SPD: 8, LUK: 1, Attack: 201466, Defense: 139214, Current HP: 93873, A Avg: 253847, D Avg: 139214, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43300: 1492 - [13148, 3856, 1295] - HP: 140853, STR: 137441, VIT: 510, SPD: 8, LUK: 1, Attack: 227350, Defense: 88078, Current HP: 140853, A Avg: 238717, D Avg: 105693, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 43306: 1956 - [12742, 5080, 477] - HP: 94743, STR: 108993, VIT: 51646, SPD: 8, LUK: 1, Attack: 201179, Defense: 139214, Current HP: 94743, A Avg: 251473, D Avg: 139214, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43345: 1946 - [12760, 5065, 474] - HP: 94743, STR: 108993, VIT: 51646, SPD: 8, LUK: 1, Attack: 201179, Defense: 139214, Current HP: 94743, A Avg: 253485, D Avg: 139214, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43360: 1551 - [13276, 3532, 1491] - HP: 139403, STR: 96028, VIT: 25758, SPD: 8, LUK: 1, Attack: 195294, Defense: 115536, Current HP: 139403, A Avg: 205058, D Avg: 138643, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43371: 323 - [12594, 5589, 116] - HP: 61522, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 61522, A Avg: 192602, D Avg: 192344, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43381: 223 - [12642, 5455, 202] - HP: 91922, STR: 152045, VIT: 25766, SPD: 8, LUK: 2, Attack: 244231, Defense: 115544, Current HP: 91922, A Avg: 256442, D Avg: 115544, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43405: 518 - [12614, 5563, 122] - HP: 1710, STR: 76822, VIT: 153976, SPD: 8, LUK: 1, Attack: 169008, Defense: 241011, Current HP: 1710, A Avg: 177458, D Avg: 241011, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43409: 2445 - [12668, 5405, 226] - HP: 31692, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 31692, A Avg: 236966, D Avg: 164822, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 43412: 510 - [12614, 5570, 115] - HP: 152, STR: 70444, VIT: 153766, SPD: 8, LUK: 2, Attack: 169710, Defense: 243544, Current HP: 152, A Avg: 178195, D Avg: 243544, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43412: 511 - [12614, 5570, 115] - HP: 203, STR: 70428, VIT: 153758, SPD: 8, LUK: 1, Attack: 169694, Defense: 243536, Current HP: 203, A Avg: 178178, D Avg: 243536, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43430: 512 - [12614, 5588, 097] - HP: 1653, STR: 83041, VIT: 154110, SPD: 8, LUK: 1, Attack: 172950, Defense: 241678, Current HP: 1653, A Avg: 181597, D Avg: 241678, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43430: 519 - [12614, 5588, 097] - HP: 1102, STR: 83058, VIT: 154118, SPD: 8, LUK: 2, Attack: 172967, Defense: 241686, Current HP: 1102, A Avg: 181615, D Avg: 241686, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43431: 516 - [12614, 5589, 096] - HP: 1943, STR: 81793, VIT: 154046, SPD: 8, LUK: 1, Attack: 173979, Defense: 241614, Current HP: 1943, A Avg: 182677, D Avg: 241614, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43437: 517 - [12614, 5595, 090] - HP: 1073, STR: 75000, VIT: 154046, SPD: 8, LUK: 1, Attack: 174266, Defense: 241614, Current HP: 1073, A Avg: 182979, D Avg: 241614, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43447: 1496 - [13205, 3832, 1262] - HP: 141143, STR: 136193, VIT: 446, SPD: 8, LUK: 1, Attack: 228379, Defense: 88014, Current HP: 141143, A Avg: 239797, D Avg: 105616, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 43463: 218 - [12840, 4943, 516] - HP: 145710, STR: 153622, VIT: 376, SPD: 8, LUK: 1, Attack: 245808, Defense: 87411, Current HP: 145710, A Avg: 258098, D Avg: 87411, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43466: 233 - [12793, 5087, 419] - HP: 91922, STR: 121645, VIT: 51366, SPD: 8, LUK: 2, Attack: 213831, Defense: 141144, Current HP: 91922, A Avg: 224522, D Avg: 141144, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 43471: 214 - [12832, 4975, 492] - HP: 140273, STR: 153622, VIT: 158, SPD: 8, LUK: 1, Attack: 245808, Defense: 89936, Current HP: 140273, A Avg: 258098, D Avg: 89936, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43484: 419 - [12640, 5564, 095] - HP: 31502, STR: 83058, VIT: 128518, SPD: 8, LUK: 2, Attack: 172967, Defense: 216086, Current HP: 31502, A Avg: 181615, D Avg: 216086, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43497: 515 - [12614, 5655, 030] - HP: 1292, STR: 96248, VIT: 154054, SPD: 8, LUK: 2, Attack: 188434, Defense: 241622, Current HP: 1292, A Avg: 197855, D Avg: 241622, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43501: 399 - [12697, 5410, 192] - HP: 31502, STR: 137458, VIT: 77318, SPD: 8, LUK: 2, Attack: 227367, Defense: 164886, Current HP: 31502, A Avg: 238735, D Avg: 164886, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 43508: 390 - [12747, 5267, 285] - HP: 30552, STR: 121644, VIT: 76966, SPD: 8, LUK: 2, Attack: 220910, Defense: 166744, Current HP: 30552, A Avg: 231955, D Avg: 166744, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 43537: 513 - [12635, 5632, 032] - HP: 722, STR: 91245, VIT: 153766, SPD: 8, LUK: 2, Attack: 183431, Defense: 243544, Current HP: 722, A Avg: 192602, D Avg: 243544, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43544: 1497 - [13251, 3791, 1257] - HP: 140273, STR: 129400, VIT: 446, SPD: 8, LUK: 1, Attack: 228666, Defense: 88014, Current HP: 140273, A Avg: 240099, D Avg: 105616, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 43575: 298 - [12730, 5385, 184] - HP: 97710, STR: 153622, VIT: 25976, SPD: 8, LUK: 1, Attack: 245808, Defense: 113011, Current HP: 97710, A Avg: 258098, D Avg: 113011, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43593: 410 - [12696, 5505, 098] - HP: 30552, STR: 70444, VIT: 128166, SPD: 8, LUK: 2, Attack: 169710, Defense: 217944, Current HP: 30552, A Avg: 178195, D Avg: 217944, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43610: 514 - [12706, 5492, 101] - HP: 1073, STR: 76822, VIT: 153758, SPD: 8, LUK: 1, Attack: 169008, Defense: 243536, Current HP: 1073, A Avg: 177458, D Avg: 243536, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43612: 2435 - [12730, 5422, 147] - HP: 31692, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 31692, A Avg: 275542, D Avg: 164822, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 43614: 2425 - [12731, 5421, 147] - HP: 31692, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 31692, A Avg: 277746, D Avg: 164822, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 43634: 415 - [12685, 5579, 035] - HP: 31692, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 31692, A Avg: 197855, D Avg: 216022, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43645: 291 - [12751, 5392, 156] - HP: 93003, STR: 147228, VIT: 25758, SPD: 8, LUK: 1, Attack: 246494, Defense: 115536, Current HP: 93003, A Avg: 258818, D Avg: 115536, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43661: 225 - [12742, 5435, 122] - HP: 92492, STR: 160248, VIT: 26054, SPD: 8, LUK: 2, Attack: 252434, Defense: 113622, Current HP: 92492, A Avg: 265055, D Avg: 113622, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43665: 165 - [12982, 4719, 598] - HP: 122892, STR: 128248, VIT: 26054, SPD: 8, LUK: 2, Attack: 220434, Defense: 113622, Current HP: 122892, A Avg: 231455, D Avg: 113622, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43688: 494 - [12870, 5078, 351] - HP: 1073, STR: 128022, VIT: 102558, SPD: 8, LUK: 1, Attack: 220208, Defense: 192336, Current HP: 1073, A Avg: 231218, D Avg: 192336, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43688: 498 - [12870, 5078, 351] - HP: 1710, STR: 128022, VIT: 102776, SPD: 8, LUK: 1, Attack: 220208, Defense: 189811, Current HP: 1710, A Avg: 231218, D Avg: 189811, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43688: 2955 - [12870, 5078, 351] - HP: 1292, STR: 128248, VIT: 102854, SPD: 8, LUK: 2, Attack: 220434, Defense: 190422, Current HP: 1292, A Avg: 231455, D Avg: 190422, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 43688: 2995 - [12870, 5078, 351] - HP: 1292, STR: 128248, VIT: 102854, SPD: 8, LUK: 2, Attack: 220434, Defense: 190422, Current HP: 1292, A Avg: 231455, D Avg: 228506, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 43688: 3005 - [12870, 5078, 351] - HP: 1292, STR: 128248, VIT: 102854, SPD: 8, LUK: 2, Attack: 220434, Defense: 190422, Current HP: 1292, A Avg: 231455, D Avg: 190422, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 43689: 1978 - [13024, 4617, 658] - HP: 97710, STR: 102422, VIT: 51576, SPD: 8, LUK: 1, Attack: 194608, Defense: 138611, Current HP: 97710, A Avg: 204338, D Avg: 166333, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 43691: 491 - [12870, 5081, 348] - HP: 203, STR: 121628, VIT: 102558, SPD: 8, LUK: 1, Attack: 220894, Defense: 192336, Current HP: 203, A Avg: 231938, D Avg: 192336, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43696: 490 - [12870, 5086, 343] - HP: 152, STR: 121644, VIT: 102566, SPD: 8, LUK: 2, Attack: 220910, Defense: 192344, Current HP: 152, A Avg: 231955, D Avg: 192344, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43717: 310 - [12839, 5200, 260] - HP: 60952, STR: 96044, VIT: 76966, SPD: 8, LUK: 2, Attack: 195310, Defense: 166744, Current HP: 60952, A Avg: 205075, D Avg: 166744, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 43726: 294 - [12797, 5335, 167] - HP: 93873, STR: 153622, VIT: 25758, SPD: 8, LUK: 1, Attack: 245808, Defense: 115536, Current HP: 93873, A Avg: 258098, D Avg: 115536, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43749: 319 - [12835, 5244, 220] - HP: 61902, STR: 110258, VIT: 77318, SPD: 8, LUK: 2, Attack: 200167, Defense: 164886, Current HP: 61902, A Avg: 210175, D Avg: 164886, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 43781: 413 - [12759, 5504, 036] - HP: 31122, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 31122, A Avg: 192602, D Avg: 217944, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43798: 2985 - [12870, 5188, 241] - HP: 1292, STR: 128248, VIT: 102854, SPD: 8, LUK: 2, Attack: 220434, Defense: 190422, Current HP: 1292, A Avg: 236966, D Avg: 190422, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 43827: 492 - [12870, 5217, 212] - HP: 1653, STR: 137441, VIT: 102910, SPD: 8, LUK: 1, Attack: 227350, Defense: 190478, Current HP: 1653, A Avg: 238717, D Avg: 190478, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43827: 499 - [12870, 5217, 212] - HP: 1102, STR: 137458, VIT: 102918, SPD: 8, LUK: 2, Attack: 227367, Defense: 190486, Current HP: 1102, A Avg: 238735, D Avg: 190486, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43829: 496 - [12870, 5219, 210] - HP: 1943, STR: 136193, VIT: 102846, SPD: 8, LUK: 1, Attack: 228379, Defense: 190414, Current HP: 1943, A Avg: 239797, D Avg: 190414, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43836: 497 - [12870, 5226, 203] - HP: 1073, STR: 129400, VIT: 102846, SPD: 8, LUK: 1, Attack: 228666, Defense: 190414, Current HP: 1073, A Avg: 240099, D Avg: 190414, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43881: 2975 - [12870, 5271, 158] - HP: 1292, STR: 128248, VIT: 102854, SPD: 8, LUK: 2, Attack: 220434, Defense: 190422, Current HP: 1292, A Avg: 275542, D Avg: 190422, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 43882: 2965 - [12870, 5272, 157] - HP: 1292, STR: 128248, VIT: 102854, SPD: 8, LUK: 2, Attack: 220434, Defense: 190422, Current HP: 1292, A Avg: 277746, D Avg: 190422, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 43893: 1971 - [13084, 4641, 574] - HP: 93003, STR: 96028, VIT: 51358, SPD: 8, LUK: 1, Attack: 195294, Defense: 141136, Current HP: 93003, A Avg: 205058, D Avg: 169363, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 43911: 1552 - [13489, 3444, 1366] - HP: 140853, STR: 110241, VIT: 26110, SPD: 8, LUK: 1, Attack: 200150, Defense: 113678, Current HP: 140853, A Avg: 210157, D Avg: 136413, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43946: 1974 - [13119, 4589, 591] - HP: 93873, STR: 102422, VIT: 51358, SPD: 8, LUK: 1, Attack: 194608, Defense: 141136, Current HP: 93873, A Avg: 204338, D Avg: 169363, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 43961: 1557 - [13489, 3494, 1316] - HP: 140273, STR: 102200, VIT: 26046, SPD: 8, LUK: 1, Attack: 201466, Defense: 113614, Current HP: 140273, A Avg: 211539, D Avg: 136336, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43991: 212 - [13055, 4826, 418] - HP: 140853, STR: 164641, VIT: 510, SPD: 8, LUK: 1, Attack: 254550, Defense: 88078, Current HP: 140853, A Avg: 267277, D Avg: 88078, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 44021: 1556 - [13530, 3431, 1338] - HP: 141143, STR: 108993, VIT: 26046, SPD: 8, LUK: 1, Attack: 201179, Defense: 113614, Current HP: 141143, A Avg: 211237, D Avg: 136336, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 44029: 297 - [12922, 5263, 114] - HP: 93873, STR: 156600, VIT: 26046, SPD: 8, LUK: 1, Attack: 255866, Defense: 113614, Current HP: 93873, A Avg: 268659, D Avg: 113614, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
