Rank 38671: 1901 - [10534, 7069, 696] - HP: 61807, STR: 152074, VIT: 26270, SPD: 32, LUK: 2, Attack: 244260, Defense: 116048, Current HP: 61807, A Avg: 262579, D Avg: 116048, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 45076: 2588 - [13929, 3289, 1081] - HP: 33364, STR: 120682, VIT: 129240, SPD: 38, LUK: 1, Attack: 206495, Defense: 219018, Current HP: 33364, A Avg: 216819, D Avg: 219018, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 807]]
Rank 45078: 2568 - [13929, 3291, 1079] - HP: 33364, STR: 120682, VIT: 129240, SPD: 38, LUK: 1, Attack: 206495, Defense: 219018, Current HP: 33364, A Avg: 221982, D Avg: 219018, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 803]]
Rank 45087: 213 - [13603, 4278, 418] - HP: 141578, STR: 163419, VIT: 830, SPD: 32, LUK: 1, Attack: 255605, Defense: 88398, Current HP: 141578, A Avg: 268385, D Avg: 88398, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 45129: 2558 - [13939, 3312, 1048] - HP: 33364, STR: 120682, VIT: 129240, SPD: 38, LUK: 1, Attack: 206495, Defense: 219018, Current HP: 33364, A Avg: 258118, D Avg: 219018, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 68]]
Rank 45134: 2548 - [13939, 3317, 1043] - HP: 33364, STR: 120682, VIT: 129240, SPD: 38, LUK: 1, Attack: 206495, Defense: 219018, Current HP: 33364, A Avg: 260183, D Avg: 219018, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 67]]
Rank 45181: 501 - [13486, 4723, 090] - HP: 1007, STR: 121674, VIT: 128670, SPD: 32, LUK: 2, Attack: 213860, Defense: 218448, Current HP: 1007, A Avg: 224553, D Avg: 218448, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 45390: 2578 - [13953, 3531, 815] - HP: 33364, STR: 120682, VIT: 129240, SPD: 38, LUK: 1, Attack: 206495, Defense: 219018, Current HP: 33364, A Avg: 216819, D Avg: 262821, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 806]]
Rank 45467: 258 - [13832, 3971, 496] - HP: 94164, STR: 120682, VIT: 103640, SPD: 38, LUK: 1, Attack: 206495, Defense: 193418, Current HP: 94164, A Avg: 216819, D Avg: 193418, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 330], Black Box[323, 330, 330, 330]]
Rank 45527: 304 - [13646, 4589, 064] - HP: 62377, STR: 160278, VIT: 52038, SPD: 32, LUK: 2, Attack: 252464, Defense: 139606, Current HP: 62377, A Avg: 265087, D Avg: 139606, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 45549: 2478 - [14643, 1620, 2036] - HP: 33364, STR: 178282, VIT: 103640, SPD: 38, LUK: 1, Attack: 264095, Defense: 193418, Current HP: 33364, A Avg: 277299, D Avg: 193418, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 66]]
Rank 45549: 2528 - [14643, 1620, 2036] - HP: 33364, STR: 178282, VIT: 103640, SPD: 38, LUK: 1, Attack: 264095, Defense: 193418, Current HP: 33364, A Avg: 277299, D Avg: 193418, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 807]]
Rank 45557: 2508 - [14645, 1622, 2032] - HP: 33364, STR: 178282, VIT: 103640, SPD: 38, LUK: 1, Attack: 264095, Defense: 193418, Current HP: 33364, A Avg: 283902, D Avg: 193418, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 803]]
Rank 45560: 2488 - [14645, 1625, 2029] - HP: 33364, STR: 178282, VIT: 103640, SPD: 38, LUK: 1, Attack: 264095, Defense: 193418, Current HP: 33364, A Avg: 332759, D Avg: 193418, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 67]]
Rank 45560: 2498 - [14645, 1625, 2029] - HP: 33364, STR: 178282, VIT: 103640, SPD: 38, LUK: 1, Attack: 264095, Defense: 193418, Current HP: 33364, A Avg: 330118, D Avg: 193418, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 68]]
Rank 45586: 401 - [13686, 4528, 085] - HP: 31407, STR: 121674, VIT: 103070, SPD: 32, LUK: 2, Attack: 213860, Defense: 192848, Current HP: 31407, A Avg: 224553, D Avg: 192848, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 45623: 163 - [14334, 2621, 1344] - HP: 187978, STR: 109019, VIT: 26430, SPD: 32, LUK: 1, Attack: 201205, Defense: 113998, Current HP: 187978, A Avg: 211265, D Avg: 113998, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 45688: 165 - [14348, 2644, 1307] - HP: 187108, STR: 110319, VIT: 25654, SPD: 32, LUK: 1, Attack: 202505, Defense: 113482, Current HP: 187108, A Avg: 212630, D Avg: 113482, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 45735: 232 - [14116, 3387, 796] - HP: 140418, STR: 104028, VIT: 51926, SPD: 32, LUK: 1, Attack: 193937, Defense: 141704, Current HP: 140418, A Avg: 203633, D Avg: 141704, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 45737: 236 - [14115, 3392, 792] - HP: 146415, STR: 102446, VIT: 51528, SPD: 32, LUK: 1, Attack: 194632, Defense: 138953, Current HP: 146415, A Avg: 204363, D Avg: 138953, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 45750: 491 - [13806, 4332, 161] - HP: 1007, STR: 152074, VIT: 103070, SPD: 32, LUK: 2, Attack: 244260, Defense: 192848, Current HP: 1007, A Avg: 256473, D Avg: 192848, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 45755: 396 - [13802, 4349, 148] - HP: 50415, STR: 128046, VIT: 77128, SPD: 32, LUK: 1, Attack: 220232, Defense: 164553, Current HP: 50415, A Avg: 231243, D Avg: 164553, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 45758: 392 - [13806, 4340, 153] - HP: 47618, STR: 129628, VIT: 77526, SPD: 32, LUK: 1, Attack: 219537, Defense: 167304, Current HP: 47618, A Avg: 230513, D Avg: 167304, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 45776: 390 - [13811, 4343, 145] - HP: 47908, STR: 128046, VIT: 77462, SPD: 32, LUK: 1, Attack: 220232, Defense: 167240, Current HP: 47908, A Avg: 231243, D Avg: 167240, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 45842: 230 - [14148, 3398, 753] - HP: 140708, STR: 102446, VIT: 51862, SPD: 32, LUK: 1, Attack: 194632, Defense: 141640, Current HP: 140708, A Avg: 204363, D Avg: 141640, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 45883: 402 - [13878, 4249, 172] - HP: 47618, STR: 104028, VIT: 103126, SPD: 32, LUK: 1, Attack: 193937, Defense: 192904, Current HP: 47618, A Avg: 203633, D Avg: 192904, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 45900: 406 - [13878, 4266, 155] - HP: 50415, STR: 102446, VIT: 102728, SPD: 32, LUK: 1, Attack: 194632, Defense: 190153, Current HP: 50415, A Avg: 204363, D Avg: 190153, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 45916: 497 - [13916, 4168, 215] - HP: 2233, STR: 128046, VIT: 109835, SPD: 32, LUK: 1, Attack: 220232, Defense: 196623, Current HP: 2233, A Avg: 231243, D Avg: 196623, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 45922: 237 - [14184, 3370, 745] - HP: 141433, STR: 102446, VIT: 55435, SPD: 32, LUK: 1, Attack: 194632, Defense: 142223, Current HP: 141433, A Avg: 204363, D Avg: 142223, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 45951: 400 - [13901, 4248, 150] - HP: 47908, STR: 102446, VIT: 103062, SPD: 32, LUK: 1, Attack: 194632, Defense: 192840, Current HP: 47908, A Avg: 204363, D Avg: 192840, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 45969: 248 - [14370, 2859, 1070] - HP: 94164, STR: 178282, VIT: 78040, SPD: 38, LUK: 1, Attack: 264095, Defense: 167818, Current HP: 94164, A Avg: 277299, D Avg: 167818, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 230], Black Box[323, 330, 330, 330]]
Rank 46043: 2518 - [14671, 2030, 1598] - HP: 33364, STR: 178282, VIT: 103640, SPD: 38, LUK: 1, Attack: 264095, Defense: 193418, Current HP: 33364, A Avg: 277299, D Avg: 232101, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 806]]
Rank 46087: 234 - [14022, 4021, 256] - HP: 92777, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 92777, A Avg: 231487, D Avg: 139606, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 46096: 222 - [14227, 3415, 657] - HP: 140418, STR: 129628, VIT: 26326, SPD: 32, LUK: 1, Attack: 219537, Defense: 116104, Current HP: 140418, A Avg: 230513, D Avg: 116104, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 46101: 391 - [13950, 4251, 098] - HP: 31407, STR: 152074, VIT: 77470, SPD: 32, LUK: 2, Attack: 244260, Defense: 167248, Current HP: 31407, A Avg: 256473, D Avg: 167248, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 46102: 3078 - [14330, 3112, 857] - HP: 2964, STR: 120682, VIT: 154840, SPD: 38, LUK: 1, Attack: 206495, Defense: 244618, Current HP: 2964, A Avg: 216819, D Avg: 244618, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 66]]
Rank 46102: 3128 - [14330, 3112, 857] - HP: 2964, STR: 120682, VIT: 154840, SPD: 38, LUK: 1, Attack: 206495, Defense: 244618, Current HP: 2964, A Avg: 216819, D Avg: 244618, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 807]]
Rank 46104: 3108 - [14331, 3111, 857] - HP: 2964, STR: 120682, VIT: 154840, SPD: 38, LUK: 1, Attack: 206495, Defense: 244618, Current HP: 2964, A Avg: 221982, D Avg: 244618, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 803]]
Rank 46126: 227 - [14223, 3457, 619] - HP: 141433, STR: 128046, VIT: 28235, SPD: 32, LUK: 1, Attack: 220232, Defense: 115023, Current HP: 141433, A Avg: 231243, D Avg: 115023, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 46128: 494 - [13960, 4248, 091] - HP: 1577, STR: 160278, VIT: 103238, SPD: 32, LUK: 2, Attack: 252464, Defense: 190806, Current HP: 1577, A Avg: 265087, D Avg: 190806, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 46137: 3098 - [14334, 3135, 830] - HP: 2964, STR: 120682, VIT: 154840, SPD: 38, LUK: 1, Attack: 206495, Defense: 244618, Current HP: 2964, A Avg: 258118, D Avg: 244618, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 68]]
Rank 46142: 3088 - [14334, 3140, 825] - HP: 2964, STR: 120682, VIT: 154840, SPD: 38, LUK: 1, Attack: 206495, Defense: 244618, Current HP: 2964, A Avg: 260183, D Avg: 244618, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 67]]
Rank 46169: 312 - [14075, 3944, 280] - HP: 94018, STR: 104028, VIT: 77526, SPD: 32, LUK: 1, Attack: 193937, Defense: 167304, Current HP: 94018, A Avg: 203633, D Avg: 167304, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46213: 316 - [14093, 3934, 272] - HP: 98415, STR: 102446, VIT: 77128, SPD: 32, LUK: 1, Attack: 194632, Defense: 164553, Current HP: 98415, A Avg: 204363, D Avg: 164553, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46216: 397 - [14015, 4171, 113] - HP: 48633, STR: 128046, VIT: 82635, SPD: 32, LUK: 1, Attack: 220232, Defense: 169423, Current HP: 48633, A Avg: 231243, D Avg: 169423, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46224: 507 - [14022, 4158, 119] - HP: 2233, STR: 102446, VIT: 137035, SPD: 32, LUK: 1, Attack: 194632, Defense: 223823, Current HP: 2233, A Avg: 204363, D Avg: 223823, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 46260: 220 - [14280, 3420, 599] - HP: 140708, STR: 128046, VIT: 26262, SPD: 32, LUK: 1, Attack: 220232, Defense: 116040, Current HP: 140708, A Avg: 231243, D Avg: 116040, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 46267: 395 - [14010, 4237, 052] - HP: 47908, STR: 137519, VIT: 76854, SPD: 32, LUK: 1, Attack: 229705, Defense: 164682, Current HP: 47908, A Avg: 241190, D Avg: 164682, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46269: 407 - [14054, 4107, 138] - HP: 48633, STR: 102446, VIT: 109835, SPD: 32, LUK: 1, Attack: 194632, Defense: 196623, Current HP: 48633, A Avg: 204363, D Avg: 196623, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 46270: 3118 - [14414, 3028, 857] - HP: 2964, STR: 120682, VIT: 154840, SPD: 38, LUK: 1, Attack: 206495, Defense: 244618, Current HP: 2964, A Avg: 216819, D Avg: 293541, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 806]]
Rank 46272: 310 - [14112, 3936, 251] - HP: 94308, STR: 102446, VIT: 77462, SPD: 32, LUK: 1, Attack: 194632, Defense: 167240, Current HP: 94308, A Avg: 204363, D Avg: 167240, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46282: 153 - [14619, 2425, 1255] - HP: 187978, STR: 136219, VIT: 830, SPD: 32, LUK: 1, Attack: 228405, Defense: 88398, Current HP: 187978, A Avg: 239825, D Avg: 88398, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 46295: 226 - [14322, 3329, 648] - HP: 146415, STR: 128046, VIT: 25928, SPD: 32, LUK: 1, Attack: 220232, Defense: 113353, Current HP: 146415, A Avg: 231243, D Avg: 113353, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 46323: 394 - [14035, 4218, 046] - HP: 31977, STR: 160278, VIT: 77638, SPD: 32, LUK: 2, Attack: 252464, Defense: 165206, Current HP: 31977, A Avg: 265087, D Avg: 165206, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 46339: 408 - [15034, 1237, 2028] - HP: 33364, STR: 235882, VIT: 103640, SPD: 38, LUK: 1, Attack: 321695, Defense: 193418, Current HP: 33364, A Avg: 337779, D Avg: 193418, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 230, 330], Black Box[323, 330, 330, 330]]
Rank 46356: 393 - [14058, 4182, 059] - HP: 48778, STR: 136219, VIT: 77630, SPD: 32, LUK: 1, Attack: 228405, Defense: 165198, Current HP: 48778, A Avg: 239825, D Avg: 165198, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46398: 155 - [14667, 2397, 1235] - HP: 187108, STR: 137519, VIT: 54, SPD: 32, LUK: 1, Attack: 229705, Defense: 87882, Current HP: 187108, A Avg: 241190, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 46411: 306 - [14186, 3853, 260] - HP: 98415, STR: 128046, VIT: 51528, SPD: 32, LUK: 1, Attack: 220232, Defense: 138953, Current HP: 98415, A Avg: 231243, D Avg: 138953, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 46421: 338 - [14275, 3596, 428] - HP: 63764, STR: 120682, VIT: 129240, SPD: 38, LUK: 1, Attack: 206495, Defense: 219018, Current HP: 63764, A Avg: 216819, D Avg: 219018, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 330]]
Rank 46428: 302 - [14192, 3852, 255] - HP: 94018, STR: 129628, VIT: 51926, SPD: 32, LUK: 1, Attack: 219537, Defense: 141704, Current HP: 94018, A Avg: 230513, D Avg: 141704, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 46449: 405 - [14122, 4083, 094] - HP: 47908, STR: 110319, VIT: 102454, SPD: 32, LUK: 1, Attack: 202505, Defense: 190282, Current HP: 47908, A Avg: 212630, D Avg: 190282, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 46480: 300 - [14209, 3853, 237] - HP: 94308, STR: 128046, VIT: 51862, SPD: 32, LUK: 1, Attack: 220232, Defense: 141640, Current HP: 94308, A Avg: 231243, D Avg: 141640, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 46539: 403 - [14171, 4026, 102] - HP: 48778, STR: 109019, VIT: 103230, SPD: 32, LUK: 1, Attack: 201205, Defense: 190798, Current HP: 48778, A Avg: 211265, D Avg: 190798, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 46574: 307 - [14255, 3809, 235] - HP: 95033, STR: 128046, VIT: 55435, SPD: 32, LUK: 1, Attack: 220232, Defense: 142223, Current HP: 95033, A Avg: 231243, D Avg: 142223, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 46579: 317 - [14230, 3889, 180] - HP: 95033, STR: 102446, VIT: 82635, SPD: 32, LUK: 1, Attack: 194632, Defense: 169423, Current HP: 95033, A Avg: 204363, D Avg: 169423, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 46859: 235 - [14545, 3224, 530] - HP: 140708, STR: 110319, VIT: 51254, SPD: 32, LUK: 1, Attack: 202505, Defense: 139082, Current HP: 140708, A Avg: 212630, D Avg: 139082, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 46875: 233 - [14562, 3189, 548] - HP: 141578, STR: 109019, VIT: 52030, SPD: 32, LUK: 1, Attack: 201205, Defense: 139598, Current HP: 141578, A Avg: 211265, D Avg: 139598, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 46890: 315 - [14377, 3759, 163] - HP: 94308, STR: 110319, VIT: 76854, SPD: 32, LUK: 1, Attack: 202505, Defense: 164682, Current HP: 94308, A Avg: 212630, D Avg: 164682, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 47002: 313 - [14434, 3700, 165] - HP: 95178, STR: 109019, VIT: 77630, SPD: 32, LUK: 1, Attack: 201205, Defense: 165198, Current HP: 95178, A Avg: 211265, D Avg: 165198, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 47202: 305 - [14518, 3648, 133] - HP: 94308, STR: 137519, VIT: 51254, SPD: 32, LUK: 1, Attack: 229705, Defense: 139082, Current HP: 94308, A Avg: 241190, D Avg: 139082, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 47276: 303 - [14556, 3608, 135] - HP: 95178, STR: 136219, VIT: 52030, SPD: 32, LUK: 1, Attack: 228405, Defense: 139598, Current HP: 95178, A Avg: 239825, D Avg: 139598, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 47277: 223 - [14708, 3153, 438] - HP: 141578, STR: 136219, VIT: 26430, SPD: 32, LUK: 1, Attack: 228405, Defense: 113998, Current HP: 141578, A Avg: 239825, D Avg: 113998, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 47294: 225 - [14711, 3161, 427] - HP: 140708, STR: 137519, VIT: 25654, SPD: 32, LUK: 1, Attack: 229705, Defense: 113482, Current HP: 140708, A Avg: 241190, D Avg: 113482, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 47314: 314 - [14546, 3676, 077] - HP: 62377, STR: 128278, VIT: 77638, SPD: 32, LUK: 2, Attack: 220464, Defense: 165206, Current HP: 62377, A Avg: 231487, D Avg: 165206, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 47314: 3018 - [15270, 1504, 1525] - HP: 2964, STR: 178282, VIT: 129240, SPD: 38, LUK: 1, Attack: 264095, Defense: 219018, Current HP: 2964, A Avg: 277299, D Avg: 219018, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 66]]
Rank 47314: 3068 - [15270, 1504, 1525] - HP: 2964, STR: 178282, VIT: 129240, SPD: 38, LUK: 1, Attack: 264095, Defense: 219018, Current HP: 2964, A Avg: 277299, D Avg: 219018, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 807]]
Rank 47319: 3048 - [15271, 1506, 1522] - HP: 2964, STR: 178282, VIT: 129240, SPD: 38, LUK: 1, Attack: 264095, Defense: 219018, Current HP: 2964, A Avg: 283902, D Avg: 219018, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 803]]
Rank 47323: 3028 - [15273, 1504, 1522] - HP: 2964, STR: 178282, VIT: 129240, SPD: 38, LUK: 1, Attack: 264095, Defense: 219018, Current HP: 2964, A Avg: 332759, D Avg: 219018, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 67]]
