Rank 38334: 3078 - [10172, 7818, 309] - HP: 722, STR: 52700, VIT: 154166, SPD: 24, LUK: 2, Attack: 142609, Defense: 243944, Current HP: 722, A Avg: 149739, D Avg: 243944, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 42828: 2437 - [12367, 5727, 205] - HP: 48488, STR: 102438, VIT: 82414, SPD: 24, LUK: 1, Attack: 194624, Defense: 169202, Current HP: 48488, A Avg: 243280, D Avg: 169202, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42834: 2450 - [12441, 5511, 347] - HP: 47763, STR: 102438, VIT: 77294, SPD: 24, LUK: 1, Attack: 194624, Defense: 167072, Current HP: 47763, A Avg: 204355, D Avg: 200486, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42843: 2427 - [12374, 5721, 204] - HP: 48488, STR: 102438, VIT: 82414, SPD: 24, LUK: 1, Attack: 194624, Defense: 169202, Current HP: 48488, A Avg: 245226, D Avg: 169202, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42856: 2034 - [12538, 5242, 519] - HP: 94163, STR: 82813, VIT: 76846, SPD: 24, LUK: 1, Attack: 174999, Defense: 164674, Current HP: 94163, A Avg: 183748, D Avg: 197608, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42875: 2039 - [12557, 5204, 538] - HP: 94743, STR: 83347, VIT: 77566, SPD: 24, LUK: 1, Attack: 173256, Defense: 165134, Current HP: 94743, A Avg: 181918, D Avg: 198160, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42885: 515 - [12360, 5805, 134] - HP: 2040, STR: 76838, VIT: 153848, SPD: 24, LUK: 1, Attack: 169024, Defense: 241273, Current HP: 2040, A Avg: 177475, D Avg: 241273, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 42900: 2032 - [12566, 5202, 531] - HP: 95033, STR: 81810, VIT: 77502, SPD: 24, LUK: 1, Attack: 173996, Defense: 165070, Current HP: 95033, A Avg: 182695, D Avg: 198084, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42914: 2037 - [12524, 5342, 433] - HP: 94888, STR: 76838, VIT: 82414, SPD: 24, LUK: 1, Attack: 169024, Defense: 169202, Current HP: 94888, A Avg: 177475, D Avg: 203042, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42932: 1550 - [13130, 3542, 1627] - HP: 140563, STR: 102438, VIT: 26094, SPD: 24, LUK: 1, Attack: 194624, Defense: 115872, Current HP: 140563, A Avg: 204355, D Avg: 139046, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42976: 179 - [13040, 3856, 1403] - HP: 187543, STR: 83347, VIT: 51966, SPD: 24, LUK: 1, Attack: 173256, Defense: 139534, Current HP: 187543, A Avg: 181918, D Avg: 139534, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42991: 2454 - [12492, 5515, 292] - HP: 47763, STR: 110013, VIT: 76846, SPD: 24, LUK: 1, Attack: 202199, Defense: 164674, Current HP: 47763, A Avg: 212308, D Avg: 197608, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43025: 172 - [13057, 3854, 1388] - HP: 187833, STR: 81810, VIT: 51902, SPD: 24, LUK: 1, Attack: 173996, Defense: 139470, Current HP: 187833, A Avg: 182695, D Avg: 139470, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43033: 221 - [12493, 5554, 252] - HP: 92112, STR: 152064, VIT: 26102, SPD: 24, LUK: 2, Attack: 244250, Defense: 115880, Current HP: 92112, A Avg: 256462, D Avg: 115880, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43059: 174 - [13055, 3894, 1350] - HP: 186963, STR: 82813, VIT: 51246, SPD: 24, LUK: 1, Attack: 174999, Defense: 139074, Current HP: 186963, A Avg: 183748, D Avg: 139074, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43093: 1914 - [12632, 5197, 470] - HP: 94163, STR: 137213, VIT: 25646, SPD: 24, LUK: 1, Attack: 229399, Defense: 113474, Current HP: 94163, A Avg: 240868, D Avg: 136168, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43095: 1973 - [12568, 5391, 340] - HP: 62282, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 62282, A Avg: 231476, D Avg: 167373, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 43116: 1954 - [12654, 5154, 491] - HP: 94163, STR: 110013, VIT: 51246, SPD: 24, LUK: 1, Attack: 202199, Defense: 139074, Current HP: 94163, A Avg: 252748, D Avg: 139074, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43120: 1919 - [12654, 5158, 487] - HP: 94743, STR: 137747, VIT: 26366, SPD: 24, LUK: 1, Attack: 227656, Defense: 113934, Current HP: 94743, A Avg: 239038, D Avg: 136720, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43122: 216 - [12694, 5040, 565] - HP: 140273, STR: 155084, VIT: 558, SPD: 24, LUK: 1, Attack: 244993, Defense: 90336, Current HP: 140273, A Avg: 257242, D Avg: 90336, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43144: 518 - [12479, 5707, 113] - HP: 722, STR: 78300, VIT: 154166, SPD: 24, LUK: 2, Attack: 168209, Defense: 243944, Current HP: 722, A Avg: 176619, D Avg: 243944, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43160: 516 - [12487, 5699, 113] - HP: 1073, STR: 78284, VIT: 154158, SPD: 24, LUK: 1, Attack: 168193, Defense: 243936, Current HP: 1073, A Avg: 176602, D Avg: 243936, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43167: 1959 - [12686, 5109, 504] - HP: 94743, STR: 110547, VIT: 51966, SPD: 24, LUK: 1, Attack: 200456, Defense: 139534, Current HP: 94743, A Avg: 250570, D Avg: 139534, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43174: 418 - [12495, 5689, 115] - HP: 31122, STR: 78300, VIT: 128566, SPD: 24, LUK: 2, Attack: 168209, Defense: 218344, Current HP: 31122, A Avg: 176619, D Avg: 218344, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43183: 210 - [12719, 5026, 554] - HP: 140563, STR: 153638, VIT: 494, SPD: 24, LUK: 1, Attack: 245824, Defense: 90272, Current HP: 140563, A Avg: 258115, D Avg: 90272, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43196: 1912 - [12686, 5138, 475] - HP: 95033, STR: 136210, VIT: 26302, SPD: 24, LUK: 1, Attack: 228396, Defense: 113870, Current HP: 95033, A Avg: 239815, D Avg: 136644, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43200: 215 - [12741, 4977, 581] - HP: 146040, STR: 153638, VIT: 248, SPD: 24, LUK: 1, Attack: 245824, Defense: 87673, Current HP: 146040, A Avg: 258115, D Avg: 87673, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43209: 2459 - [12583, 5460, 256] - HP: 48343, STR: 110547, VIT: 77566, SPD: 24, LUK: 1, Attack: 200456, Defense: 165134, Current HP: 48343, A Avg: 210478, D Avg: 198160, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43212: 1944 - [12697, 5121, 481] - HP: 94163, STR: 110013, VIT: 51246, SPD: 24, LUK: 1, Attack: 202199, Defense: 139074, Current HP: 94163, A Avg: 254770, D Avg: 139074, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43262: 295 - [12592, 5486, 221] - HP: 98040, STR: 153638, VIT: 25848, SPD: 24, LUK: 1, Attack: 245824, Defense: 113273, Current HP: 98040, A Avg: 258115, D Avg: 113273, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43262: 1949 - [12730, 5072, 497] - HP: 94743, STR: 110547, VIT: 51966, SPD: 24, LUK: 1, Attack: 200456, Defense: 139534, Current HP: 94743, A Avg: 252574, D Avg: 139534, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43264: 1952 - [12727, 5083, 489] - HP: 95033, STR: 109010, VIT: 51902, SPD: 24, LUK: 1, Attack: 201196, Defense: 139470, Current HP: 95033, A Avg: 251495, D Avg: 139470, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43271: 318 - [12649, 5324, 326] - HP: 61522, STR: 103900, VIT: 77366, SPD: 24, LUK: 2, Attack: 193809, Defense: 167144, Current HP: 61522, A Avg: 203499, D Avg: 167144, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 43278: 510 - [12540, 5658, 101] - HP: 1363, STR: 76838, VIT: 154094, SPD: 24, LUK: 1, Attack: 169024, Defense: 243872, Current HP: 1363, A Avg: 177475, D Avg: 243872, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43282: 297 - [12596, 5494, 209] - HP: 94888, STR: 153638, VIT: 28014, SPD: 24, LUK: 1, Attack: 245824, Defense: 114802, Current HP: 94888, A Avg: 258115, D Avg: 114802, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43296: 1499 - [13159, 3819, 1321] - HP: 141143, STR: 137747, VIT: 766, SPD: 24, LUK: 1, Attack: 227656, Defense: 88334, Current HP: 141143, A Avg: 239038, D Avg: 106000, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 43296: 2413 - [12658, 5322, 319] - HP: 31882, STR: 128268, VIT: 77510, SPD: 24, LUK: 2, Attack: 220454, Defense: 165078, Current HP: 31882, A Avg: 231476, D Avg: 165078, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 43296: 2463 - [12658, 5322, 319] - HP: 31882, STR: 128268, VIT: 77510, SPD: 24, LUK: 2, Attack: 220454, Defense: 165078, Current HP: 31882, A Avg: 231476, D Avg: 165078, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 43307: 2452 - [12624, 5435, 240] - HP: 48633, STR: 109010, VIT: 77502, SPD: 24, LUK: 1, Attack: 201196, Defense: 165070, Current HP: 48633, A Avg: 211255, D Avg: 198084, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43323: 163 - [12844, 4791, 664] - HP: 123082, STR: 128268, VIT: 26310, SPD: 24, LUK: 2, Attack: 220454, Defense: 113878, Current HP: 123082, A Avg: 231476, D Avg: 113878, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43337: 1494 - [13161, 3854, 1284] - HP: 140563, STR: 137213, VIT: 46, SPD: 24, LUK: 1, Attack: 229399, Defense: 87874, Current HP: 140563, A Avg: 240868, D Avg: 105448, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 43342: 231 - [12738, 5128, 433] - HP: 92112, STR: 121664, VIT: 51702, SPD: 24, LUK: 2, Attack: 213850, Defense: 141480, Current HP: 92112, A Avg: 224542, D Avg: 141480, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 43349: 1942 - [12766, 5051, 482] - HP: 95033, STR: 109010, VIT: 51902, SPD: 24, LUK: 1, Attack: 201196, Defense: 139470, Current HP: 95033, A Avg: 253506, D Avg: 139470, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43376: 496 - [12742, 5150, 407] - HP: 1073, STR: 129484, VIT: 102958, SPD: 24, LUK: 1, Attack: 219393, Defense: 192736, Current HP: 1073, A Avg: 230362, D Avg: 192736, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43376: 498 - [12742, 5150, 407] - HP: 722, STR: 129500, VIT: 102966, SPD: 24, LUK: 2, Attack: 219409, Defense: 192744, Current HP: 722, A Avg: 230379, D Avg: 192744, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43378: 495 - [12742, 5152, 405] - HP: 2040, STR: 128038, VIT: 102648, SPD: 24, LUK: 1, Attack: 220224, Defense: 190073, Current HP: 2040, A Avg: 231235, D Avg: 190073, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43379: 2953 - [12742, 5153, 404] - HP: 1482, STR: 128268, VIT: 103110, SPD: 24, LUK: 2, Attack: 220454, Defense: 190678, Current HP: 1482, A Avg: 231476, D Avg: 190678, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 43379: 2993 - [12742, 5153, 404] - HP: 1482, STR: 128268, VIT: 103110, SPD: 24, LUK: 2, Attack: 220454, Defense: 190678, Current HP: 1482, A Avg: 231476, D Avg: 228813, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 43379: 3003 - [12742, 5153, 404] - HP: 1482, STR: 128268, VIT: 103110, SPD: 24, LUK: 2, Attack: 220454, Defense: 190678, Current HP: 1482, A Avg: 231476, D Avg: 190678, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 43419: 296 - [12667, 5418, 214] - HP: 93873, STR: 155084, VIT: 26158, SPD: 24, LUK: 1, Attack: 244993, Defense: 115936, Current HP: 93873, A Avg: 257242, D Avg: 115936, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43421: 512 - [12614, 5579, 106] - HP: 2233, STR: 81810, VIT: 154302, SPD: 24, LUK: 1, Attack: 173996, Defense: 241870, Current HP: 2233, A Avg: 182695, D Avg: 241870, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43421: 519 - [12614, 5579, 106] - HP: 1943, STR: 83347, VIT: 154366, SPD: 24, LUK: 1, Attack: 173256, Defense: 241934, Current HP: 1943, A Avg: 181918, D Avg: 241934, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43422: 2443 - [12681, 5379, 239] - HP: 31882, STR: 128268, VIT: 77510, SPD: 24, LUK: 2, Attack: 220454, Defense: 165078, Current HP: 31882, A Avg: 236988, D Avg: 165078, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 43428: 514 - [12614, 5586, 099] - HP: 1363, STR: 82813, VIT: 153646, SPD: 24, LUK: 1, Attack: 174999, Defense: 241474, Current HP: 1363, A Avg: 183748, D Avg: 241474, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43428: 2457 - [12686, 5370, 243] - HP: 48488, STR: 102438, VIT: 82414, SPD: 24, LUK: 1, Attack: 194624, Defense: 169202, Current HP: 48488, A Avg: 204355, D Avg: 203042, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43432: 321 - [12625, 5557, 117] - HP: 61712, STR: 91264, VIT: 102902, SPD: 24, LUK: 2, Attack: 183450, Defense: 192680, Current HP: 61712, A Avg: 192622, D Avg: 192680, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43435: 1975 - [12922, 4669, 708] - HP: 98040, STR: 102438, VIT: 51448, SPD: 24, LUK: 1, Attack: 194624, Defense: 138873, Current HP: 98040, A Avg: 204355, D Avg: 166647, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 43448: 323 - [12627, 5567, 105] - HP: 62282, STR: 96268, VIT: 103110, SPD: 24, LUK: 2, Attack: 188454, Defense: 190678, Current HP: 62282, A Avg: 197876, D Avg: 190678, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43455: 398 - [12737, 5244, 318] - HP: 31122, STR: 129500, VIT: 77366, SPD: 24, LUK: 2, Attack: 219409, Defense: 167144, Current HP: 31122, A Avg: 230379, D Avg: 167144, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 43456: 290 - [12681, 5413, 205] - HP: 94163, STR: 153638, VIT: 26094, SPD: 24, LUK: 1, Attack: 245824, Defense: 115872, Current HP: 94163, A Avg: 258115, D Avg: 115872, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43465: 2983 - [12742, 5239, 318] - HP: 1482, STR: 128268, VIT: 103110, SPD: 24, LUK: 2, Attack: 220454, Defense: 190678, Current HP: 1482, A Avg: 236988, D Avg: 190678, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 43494: 513 - [12614, 5652, 033] - HP: 1482, STR: 96268, VIT: 154310, SPD: 24, LUK: 2, Attack: 188454, Defense: 241878, Current HP: 1482, A Avg: 197876, D Avg: 241878, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43501: 1976 - [12937, 4690, 672] - HP: 93873, STR: 103884, VIT: 51758, SPD: 24, LUK: 1, Attack: 193793, Defense: 141536, Current HP: 93873, A Avg: 203482, D Avg: 169843, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 43570: 245 - [12959, 4693, 647] - HP: 146040, STR: 76838, VIT: 77048, SPD: 24, LUK: 1, Attack: 169024, Defense: 164473, Current HP: 146040, A Avg: 177475, D Avg: 164473, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 43579: 223 - [12711, 5446, 142] - HP: 92682, STR: 160268, VIT: 26310, SPD: 24, LUK: 2, Attack: 252454, Defense: 113878, Current HP: 92682, A Avg: 265076, D Avg: 113878, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43590: 1492 - [13288, 3726, 1285] - HP: 141433, STR: 136210, VIT: 702, SPD: 24, LUK: 1, Attack: 228396, Defense: 88270, Current HP: 141433, A Avg: 239815, D Avg: 105924, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 43596: 2973 - [12742, 5370, 187] - HP: 1482, STR: 128268, VIT: 103110, SPD: 24, LUK: 2, Attack: 220454, Defense: 190678, Current HP: 1482, A Avg: 275567, D Avg: 190678, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 43598: 2963 - [12742, 5372, 185] - HP: 1482, STR: 128268, VIT: 103110, SPD: 24, LUK: 2, Attack: 220454, Defense: 190678, Current HP: 1482, A Avg: 277772, D Avg: 190678, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 43600: 490 - [12836, 5092, 371] - HP: 1363, STR: 128038, VIT: 102894, SPD: 24, LUK: 1, Attack: 220224, Defense: 192672, Current HP: 1363, A Avg: 231235, D Avg: 192672, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43631: 246 - [12981, 4688, 630] - HP: 140273, STR: 78284, VIT: 77358, SPD: 24, LUK: 1, Attack: 168193, Defense: 167136, Current HP: 140273, A Avg: 176602, D Avg: 167136, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 43642: 1970 - [12994, 4660, 645] - HP: 94163, STR: 102438, VIT: 51694, SPD: 24, LUK: 1, Attack: 194624, Defense: 141472, Current HP: 94163, A Avg: 204355, D Avg: 169766, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 43673: 157 - [13500, 3173, 1626] - HP: 187688, STR: 128038, VIT: 814, SPD: 24, LUK: 1, Attack: 220224, Defense: 87602, Current HP: 187688, A Avg: 231235, D Avg: 87602, [Big Bang[171, 130, 130, 130], Golem Shield[245, 130, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43702: 2433 - [12772, 5386, 141] - HP: 31882, STR: 128268, VIT: 77510, SPD: 24, LUK: 2, Attack: 220454, Defense: 165078, Current HP: 31882, A Avg: 275567, D Avg: 165078, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 43706: 2423 - [12774, 5384, 141] - HP: 31882, STR: 128268, VIT: 77510, SPD: 24, LUK: 2, Attack: 220454, Defense: 165078, Current HP: 31882, A Avg: 277772, D Avg: 165078, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 43735: 240 - [13023, 4666, 610] - HP: 140563, STR: 76838, VIT: 77294, SPD: 24, LUK: 1, Attack: 169024, Defense: 167072, Current HP: 140563, A Avg: 177475, D Avg: 167072, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 43745: 511 - [12741, 5522, 036] - HP: 912, STR: 91264, VIT: 154102, SPD: 24, LUK: 2, Attack: 183450, Defense: 243880, Current HP: 912, A Avg: 192622, D Avg: 243880, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43796: 499 - [12870, 5186, 243] - HP: 1943, STR: 137747, VIT: 103166, SPD: 24, LUK: 1, Attack: 227656, Defense: 190734, Current HP: 1943, A Avg: 239038, D Avg: 190734, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43797: 492 - [12870, 5187, 242] - HP: 2233, STR: 136210, VIT: 103102, SPD: 24, LUK: 1, Attack: 228396, Defense: 190670, Current HP: 2233, A Avg: 239815, D Avg: 190670, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43806: 494 - [12870, 5196, 233] - HP: 1363, STR: 137213, VIT: 102446, SPD: 24, LUK: 1, Attack: 229399, Defense: 190274, Current HP: 1363, A Avg: 240868, D Avg: 190274, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43835: 413 - [12784, 5483, 032] - HP: 31882, STR: 96268, VIT: 128710, SPD: 24, LUK: 2, Attack: 188454, Defense: 216278, Current HP: 31882, A Avg: 197876, D Avg: 216278, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
